Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
-1149,33813476563 635787 -1,62378 <_____> 1528,37 <Авт-Навиг> 45,9638 -0,248189 0,0251646 -4,15819 4,56838 0 55,75934517796 37,72737727156 163,38096618652 0,64605 10,1622 1,00497
-1149,78918457031 636066 -1,62422 <_____> 1528,17 <Авт-Навиг> 46,0019 -0,0287588 0,0447334 -4,19542 4,6099 0 55,75934226086 37,72738295445 163,35327148438 0,177559 9,52902 -1,34451
-1150,24023437500 636347 -1,62422 <_____> 1527,76 <Авт-Навиг> 46,0101 -0,159214 0,00400504 -4,1109 4,49654 0 55,75933936258 37,72738860284 163,32437133789 -0,838758 9,84326 -0,641424
-1150,69128417969 636629 -3,24756 <_____> 1527,76 <Авт-Навиг> 46,007 -0,00986634 0,00686444 -4,16809 4,58546 0 55,75933647855 37,72739422255 163,38478088379 0,440297 9,36527 0,197692
-1151,14233398438 636906 -1,62378 <_____> 1527,36 <Авт-Навиг> 46,0189 -0,0530595 -0,0358884 -4,25276 4,63005 0 55,75933354312 37,72739993647 163,35644531250 0,337259 9,65158 -0,209495
-1151,59350585938 637180 -1,62378 <_____> 1526,55 <Авт-Навиг> 46,0264 -0,0786129 -0,0611841 -4,25247 4,64047 0 55,75933063809 37,72740556490 163,32856750488 -0,806929 10,0074 -1,11649
-1152,04455566406 637456 -3,248 <_____> 1525,54 <Авт-Навиг> 46,0228 0,038317 -0,0827253 -4,2403 4,66363 0 55,75932774799 37,72741116562 163,43800354004 0,974428 9,86353 0,850371
-1152,49560546875 637726 -1,62378 <_____> 1524,93 <Авт-Навиг> 46,0369 0,00748127 -0,142578 -4,36239 4,76538 0 55,75932480930 37,72741685443 163,41157531738 0,666073 9,48248 0,495923
-1152,94665527344 637990 -1,62378 <_____> 1524,13 <Авт-Навиг> 46,0822 0,0126495 -0,166611 -4,46916 4,83527 0 55,75932192941 37,72742238932 163,38667297363 1,09094 9,95727 1,76184
-1153,39770507813 638254 -3,24756 <_____> 1523,52 <Авт-Навиг> 46,1156 -0,0957651 -0,183759 -4,41126 4,77088 0 55,75931896981 37,72742806726 163,36090087891 -0,009218 9,97794 0,491395
-1153,84887695313 638522 -1,62378 <_____> 1523,52 <Авт-Навиг> 46,1456 -0,311636 -0,167099 -4,34643 4,71347 0 55,75931606745 37,72743364685 163,50427246094 0,809602 9,85505 -2,71163
-1154,29992675781 638792 -1,62378 <_____> 1523,52 <Авт-Навиг> 46,1189 -0,624368 -0,300893 -4,28535 4,67148 0 55,75931313374 37,72743930227 163,48303222656 -0,424987 10,2415 -1,38527
-1154,75097656250 639064 -3,248 <_____> 1523,52 <Авт-Навиг> 46,0547 -0,72915 -0,337796 -4,25503 4,69205 0 55,75931026535 37,72744482284 163,46383666992 1,33814 8,79526 1,13709
-1155,20202636719 639345 -1,62378 <_____> 1523,52 <Авт-Навиг> 45,9351 -0,822387 -0,416352 -4,05474 4,46925 0 55,75930734774 37,72745045825 163,44587707520 0,190045 9,56018 0,377304
-1155,65307617188 639634 -1,62378 <_____> 1523,32 <Авт-Навиг> 45,8593 -0,540337 -0,45192 -4,05549 4,4337 0 55,75930438643 37,72745622263 163,61535644531 0,185469 9,50903 0,861694
-1156,10424804688 639917 -1,62378 <_____> 1520,69 <Авт-Навиг> 45,8647 -0,647058 -0,49496 -4,2653 4,64522 0 55,75930149046 37,72746183379 163,59950256348 0,0813755 10,2533 0,137293
-1156,55529785156 640190 -3,248 <_____> 1516,85 <Авт-Навиг> 45,8942 -0,706553 -0,50017 -4,23552 4,60944 0 55,75929856159 37,72746748978 163,58389282227 -0,0317975 9,74359 -0,430116
-1157,00634765625 640475 -1,62378 Piket 1516,65 <Авт-Навиг> 45,8716 -0,630151 -0,503231 -4,09936 4,47054 0 55,75929560082 37,72747322180 163,76681518555 -0,361711 9,7603 -0,0158071
-1157,45739746094 640762 -1,62378 <_____> 1515,84 <Авт-Навиг> 45,8327 -0,357138 -0,485421 -4,15965 4,54674 0 55,75929266667 37,72747890914 163,75260925293 -0,291489 9,51259 0,708039
-1157,90844726563 641034 -3,24756 <_____> 1514,83 <Авт-Навиг> 45,8442 -0,385517 -0,45202 -4,36345 4,71906 0 55,75928973067 37,72748455645 163,73899841309 -0,146637 9,65513 0,049199
-1158,35961914063 641305 -1,62378 <_____> 1514,63 <Авт-Навиг> 45,8516 -0,510095 -0,437159 -4,31008 4,68051 0 55,75928683640 37,72749011866 163,72515869141 0,459729 9,90647 0,0706576
-1158,81066894531 641581 -1,62378 <_____> 1514,63 <Авт-Навиг> 45,8723 -0,310377 -0,390862 -4,2527 4,62223 0 55,75928385141 37,72749586017 163,94674682617 0,178441 9,32987 0,495916
-1159,26171875000 641856 -3,248 <_____> 1514,63 <Авт-Навиг> 45,903 -0,465235 -0,410711 -4,31184 4,64518 0 55,75928092940 37,72750146823 163,93542480469 -0,126278 9,60636 -0,202415
-1159,71276855469 642135 -1,62378 <_____> 1514,63 <Авт-Навиг> 45,9677 -0,0516632 -0,366799 -4,16109 4,52934 0 55,75927795646 37,72750717755 163,92402648926 -0,0255855 10,1852 0,348646
-1160,16381835938 642425 -1,62378 <_____> 1514,43 <Авт-Навиг> 46,0119 -0,19068 -0,348158 -3,97263 4,34178 0 55,75927503466 37,72751279467 163,91122436523 0,165933 9,77853 -0,907679
-1160,61499023438 642724 -3,24756 <_____> 1513,82 <Авт-Навиг> 46,0146 -0,081974 -0,325918 -3,97885 4,32563 0 55,75927206586 37,72751852518 164,11787414551 -0,230695 10,1788 -0,170474
-1161,06604003906 643009 -1,62422 <_____> 1513,22 <Авт-Навиг> 46,0113 -0,0691252 -0,289628 -4,29399 4,61331 0 55,75926911058 37,72752418466 164,10853576660 0,162028 9,80382 1,23204
-1161,51708984375 643280 -1,62378 <_____> 1512,61 <Авт-Навиг> 46,0214 -0,210866 -0,25484 -4,34697 4,65764 0 55,75926614632 37,72752982778 164,09934997559 0,463175 9,54799 0,227229
-1161,96813964844 643551 -1,62378 <_____> 1511,2 <Авт-Навиг> 45,9986 -0,0468872 -0,214834 -4,37962 4,72906 0 55,75926323670 37,72753537304 164,29684448242 0,404415 9,85601 1,14949
-1162,41918945313 643820 -3,24756 <_____> 1510,59 <Авт-Навиг> 45,9496 -0,0593809 -0,206385 -4,40064 4,71597 0 55,75926025334 37,72754106053 164,29064941406 0,032071 9,98351 1,36045
-1162,87036132813 644091 -1,62378 <_____> 1510,59 <Авт-Навиг> 45,9149 -0,101623 -0,181677 -4,3815 4,68134 0 55,75925734577 37,72754659627 164,28479003906 -0,733773 9,99103 -0,620112
-1163,32141113281 644356 -1,62378 <_____> 1510,59 <Авт-Навиг> 45,9269 -0,183672 -0,172087 -4,56401 4,87786 0 55,75925437523 37,72755224034 164,27893066406 -0,749 10,1574 0,794272
-1163,77246093750 644611 -3,248 <_____> 1510,19 <Авт-Навиг> 45,9442 -0,335384 -0,172475 -4,69344 4,9949 0 55,75925145047 37,72755777052 164,45680236816 -0,493084 9,38015 -0,412915
-1164,22351074219 644858 -1,62378 <_____> 1509,38 <Авт-Навиг> 45,9936 -0,277192 -0,164697 -4,83321 5,13124 0 55,75924850357 37,72756332156 164,45472717285 0,381309 10,5884 0,7636
-1164,67456054688 645108 -1,62378 <_____> 1508,97 <Авт-Навиг> 45,9828 -0,327154 -0,185628 -4,66191 4,99027 0 55,75924550675 37,72756897833 164,45223999023 -1,06966 9,70641 -0,612112
-1165,12573242188 645363 -3,24756 <_____> 1508,37 <Авт-Навиг> 45,9733 -0,379017 -0,203243 -4,61627 4,92539 0 55,75924256762 37,72757454070 164,45005798340 1,11197 10,0759 0,9848
-1165,57678222656 645618 -3,24756 <_____> 1507,96 <Авт-Навиг> 45,9146 -0,306171 -0,254065 -4,7391 5,03232 0 55,75923963383 37,72758008490 164,58320617676 -1,14567 9,23813 -0,741535
-1166,02783203125 645867 -3,248 <_____> 1507,36 <Авт-Навиг> 45,9357 -0,284763 -0,247892 -4,72632 5,01958 0 55,75923663571 37,72758573467 164,58349609375 -1,14712 8,803 -0,954156
-1166,47888183594 646121 -1,62378 <_____> 1506,35 <Авт-Навиг> 45,9414 -0,348892 -0,264848 -4,61999 4,92176 0 55,75923368317 37,72759130288 164,58311462402 -0,38979 9,97517 0,025338
-1166,92993164063 646380 -1,62378 Piket 1505,74 <Авт-Навиг> 45,9642 -0,257618 -0,269198 -4,58501 4,89477 0 55,75923070612 37,72759692406 164,68092346191 1,03171 10,1264 1,74123
-1167,38110351563 646636 -3,24756 <_____> 1505,74 <Авт-Навиг> 45,9505 -0,22956 -0,258867 -4,66351 4,92966 0 55,75922778161 37,72760243298 164,68191528320 -1,01665 10,1397 -0,76952
-1167,83215332031 646892 -1,62422 <_____> 1505,74 <Авт-Навиг> 45,9299 -0,165342 -0,25693 -4,59803 4,88353 0 55,75922477551 37,72760808691 164,68296813965 -1,4018 8,85005 -1,18662
-1168,28320312500 647152 -1,62422 <_____> 1506,14 <Авт-Навиг> 45,9013 -0,165102 -0,258272 -4,59142 4,86818 0 55,75922180912 37,72761368936 164,68368530273 -1,31089 9,27439 -1,26119
-1168,73425292969 647409 -3,24756 <_____> 1506,75 <Авт-Навиг> 45,8762 -0,225415 -0,259952 -4,64237 4,91935 0 55,75921889774 37,72761917896 164,72836303711 -1,3203 8,95052 -1,18406
-1169,18530273438 647661 -1,62378 <_____> 1508,57 <Авт-Навиг> 45,891 -0,140765 -0,242696 -4,7255 5,01339 0 55,75921592351 37,72762476975 164,73005676270 -0,285618 10,4814 -0,19538
-1169,63647460938 647915 -1,62378 <_____> 1509,58 <Авт-Навиг> 45,9202 -0,169601 -0,205695 -4,61603 4,94109 0 55,75921295656 37,72763034618 164,73162841797 1,41182 9,85932 1,59889
-1170,08752441406 648172 -3,248 <_____> 1509,98 <Авт-Навиг> 45,9507 -0,130321 -0,183215 -4,61995 4,9241 0 55,75920995862 37,72763597773 164,73307800293 0,831663 10,1222 1,23909
-1170,53857421875 648429 -3,248 <_____> 1509,98 <Авт-Навиг> 45,9949 -0,290541 -0,168702 -4,6423 4,90746 0 55,75920702823 37,72764147579 164,75160217285 -1,11271 9,29884 -0,112746
-1170,98962402344 648680 -3,24756 <_____> 1509,78 <Авт-Навиг> 46,0219 -0,256937 -0,123719 -4,82427 5,08647 0 55,75920402380 37,72764709750 164,75373840332 -0,284657 10,023 0,131233
-1171,44079589844 648927 -1,62378 <_____> 1509,38 <Авт-Навиг> 46,0095 -0,283139 -0,110701 -4,75018 4,99511 0 55,75920107181 37,72765261089 164,75544738770 -0,0223476 10,0795 -0,172424
-1171,89184570313 649182 -1,62378 <_____> 1508,17 <Авт-Навиг> 45,9889 -0,157449 -0,0855999 -4,68915 4,94812 0 55,75919810065 37,72765816590 164,75741577148 -1,38992 9,55055 -0,946824
-1172,34289550781 649436 -3,248 <_____> 1506,95 <Авт-Навиг> 45,9592 -0,223761 -0,0828325 -4,72097 4,9901 0 55,75919513677 37,72766371825 164,75675964355 1,37821 9,98498 1,5032
-1172,79394531250 649686 -1,62378 <_____> 1506,14 <Авт-Навиг> 45,9835 -0,176293 -0,0894119 -4,78527 5,0196 0 55,75919211733 37,72766936013 164,75848388672 0,329537 9,89424 0,596492
-1173,24499511719 649936 -1,62378 <_____> 1505,74 <Авт-Навиг> 45,9866 -0,20018 -0,114713 -4,74434 4,96412 0 55,75918918101 37,72767483527 164,75956726074 -1,49901 9,74923 -1,28736
-1173,69616699219 650191 -3,24756 <_____> 1505,54 <Авт-Навиг> 46,0041 -0,137589 -0,109214 -4,72526 4,97743 0 55,75918620661 37,72768038376 164,76074218750 1,34468 10,293 0,969121
-1174,14721679688 650442 -1,62422 <_____> 1505,54 <Авт-Навиг> 46,0263 -0,125882 -0,14271 -4,78717 5,05647 0 55,75918320394 37,72768597902 164,76753234863 1,57293 10,8187 1,08346
-1174,59826660156 650688 -1,62422 <_____> 1505,54 <Авт-Навиг> 46,06 -0,15399 -0,159205 -4,87949 5,11834 0 55,75918021313 37,72769153846 164,76861572266 -1,40105 8,53214 -0,651259
-1175,04931640625 650933 -3,24756 <_____> 1506,14 <Авт-Навиг> 46,0359 -0,213312 -0,168358 -4,84031 5,03718 0 55,75917721434 37,72769710661 164,76948547363 -1,70963 8,68228 -1,14361
-1175,50036621094 651183 -3,24756 <_____> 1506,55 <Авт-Навиг> 46,0109 -0,117731 -0,163043 -4,8062 5,02696 0 55,75917425867 37,72770259543 164,77046203613 1,41915 9,82915 0,82071
-1175,95153808594 651430 -3,24756 <_____> 1506,95 <Авт-Навиг> 46,0018 -0,105682 -0,19058 -4,89053 5,10655 0 55,75917128720 37,72770811471 164,74108886719 -1,10148 9,7915 -0,827495
-1176,40258789063 651671 -1,62422 <_____> 1507,15 <Авт-Навиг> 46,0554 -0,0473847 -0,166036 -5,00572 5,24311 0 55,75916830706 37,72771362654 164,74151611328 1,15254 10,5855 1,09153
-1176,85363769531 651911 -1,62422 <_____> 1507,56 <Авт-Навиг> 46,0989 -0,188846 -0,15435 -4,92479 5,11518 0 55,75916531873 37,72771913715 164,74136352539 -0,380125 8,77719 -0,126417
-1177,30468750000 652157 -3,24756 Piket 1507,56 <Авт-Навиг> 46,059 0,058368 -0,119713 -4,912 5,12203 0 55,75916229904 37,72772472949 164,74124145508 -1,25706 9,01744 -0,679358
-1177,75573730469 652396 -3,24756 <_____> 1507,56 <Авт-Навиг> 45,9965 -0,100452 -0,0924933 -5,07105 5,2608 0 55,75915931682 37,72773023302 164,74037170410 0,223607 10,8556 0,335802
-1178,20690917969 652629 -3,24756 <_____> 1507,56 <Авт-Навиг> 45,9871 0,0163682 -0,0226996 -5,18147 5,38731 0 55,75915631428 37,72773575264 164,67126464844 1,24937 9,79153 0,517419
-1178,65795898438 652865 -1,62422 <_____> 1507,56 <Авт-Навиг> 46,0053 -0,128334 0,0203988 -5,01668 5,24231 0 55,75915334157 37,72774122663 164,66970825195 -0,557832 9,59121 -1,16257
-1179,10900878906 653103 -1,62422 <_____> 1507,56 <Авт-Навиг> 46,0089 -0,270737 0,0238375 -5,03084 5,21107 0 55,75915033102 37,72774678868 164,66950988770 -0,619876 10,2776 -0,109354
-1179,56005859375 653342 -3,24756 <_____> 1507,56 <Авт-Навиг> 45,9785 -0,484572 0,0510128 -4,96607 5,18939 0 55,75914733753 37,72775231457 164,66929626465 0,603147 10,1845 0,291644
-1180,01110839844 653583 -3,24756 <_____> 1507,56 <Авт-Навиг> 45,9374 -0,382951 0,00961329 -5,02229 5,21693 0 55,75914434704 37,72775784270 164,60266113281 2,06669 12,8344 0,631638
-1180,46228027344 653823 -3,24756 <_____> 1507,56 <Авт-Навиг> 45,9302 -0,357809 0,0510708 -4,98514 5,18486 0 55,75914134996 37,72776337029 164,60363769531 -1,22794 9,11641 -1,43441
-1180,91333007813 654065 -1,62422 <_____> 1507,96 <Авт-Навиг> 45,8903 -0,333334 0,0620829 -5,0308 5,26274 0 55,75913837257 37,72776886219 164,60366821289 1,20627 10,1146 1,45299
-1181,36437988281 654299 -1,62422 <_____> 1508,17 <Авт-Навиг> 45,9099 -0,25951 0,0766321 -5,17939 5,36919 0 55,75913530601 37,72777451447 164,60377502441 0,00163005 10,0747 -0,0606759
-1181,81542968750 654532 -3,24756 <_____> 1508,17 <Авт-Навиг> 45,9475 -0,320351 0,0547608 -5,20184 5,39313 0 55,75913236827 37,72777992282 164,55654907227 -0,675538 9,61778 -0,276342
-1182,26647949219 654763 -3,24756 <_____> 1508,57 <Авт-Навиг> 45,9824 -0,240347 0,0761206 -5,15677 5,31213 0 55,75912934332 37,72778548352 164,55538940430 -0,239369 9,63297 -0,278877
-1182,71765136719 655004 -3,24756 <_____> 1508,77 <Авт-Навиг> 45,9504 -0,265174 0,0932669 -4,89848 5,11337 0 55,75912633648 37,72779102131 164,55342102051 1,38437 11,1762 0,0850542
-1183,16870117188 655255 -1,62422 <_____> 1508,77 <Авт-Навиг> 45,9681 -0,391678 0,0849522 -4,70946 4,89917 0 55,75912329281 37,72779664448 164,55187988281 0,426658 9,79095 0,19971
-1183,61975097656 655515 -1,62422 <_____> 1508,97 <Авт-Навиг> 45,9619 -0,404267 0,0588629 -4,66564 4,86651 0 55,75912027176 37,72780223327 164,50090026855 0,913049 9,59763 1,26333
-1184,07080078125 655770 -3,24756 <_____> 1509,38 <Авт-Навиг> 45,9955 -0,481508 0,0410303 -4,78532 4,96911 0 55,75911727133 37,72780776467 164,49911499023 -1,10747 9,71485 -1,26103
-1184,52185058594 656025 -3,24756 <_____> 1509,78 <Авт-Навиг> 46,023 -0,320857 0,0192111 -4,71058 4,89801 0 55,75911426985 37,72781329901 164,49794006348 1,08661 9,90075 0,328291
-1184,97302246094 656285 -3,24756 <_____> 1510,39 <Авт-Навиг> 46,0484 -0,325335 -0,0216489 -4,60577 4,79927 0 55,75911124524 37,72781887969 164,49603271484 -0,700912 9,58111 -1,16678
-1185,42407226563 656553 -1,62422 <_____> 1511,8 <Авт-Навиг> 46,0228 -0,306339 -0,0351875 -4,46023 4,6673 0 55,75910814879 37,72782460995 164,43829345703 0,441987 10,2781 1,00937
-1185,87512207031 656819 -1,62422 <_____> 1512,61 <Авт-Навиг> 46,0119 -0,340442 -0,0376464 -4,60723 4,78079 0 55,75910512901 37,72783016844 164,43533325195 -0,440971 9,41464 -0,706105
-1186,32617187500 657082 -3,24756 <_____> 1512,81 <Авт-Навиг> 46,027 -0,517657 -0,0515429 -4,73086 4,88585 0 55,75910211040 37,72783571819 164,43220520020 -0,345618 10,5596 0,732703
-1186,77722167969 657335 -1,62378 <_____> 1513,42 <Авт-Навиг> 46,031 -0,43328 -0,036432 -4,83108 5,01514 0 55,75909908186 37,72784127724 164,42971801758 0,743301 9,94342 0,500322
-1187,22839355469 657585 -1,62378 Piket 1513,82 <Авт-Навиг> 46,0004 -0,416325 -0,0301145 -4,86795 5,05222 0 55,75909609708 37,72784676654 164,35409545898 1,04518 10,5918 0,858181
-1187,67944335938 657835 -3,248 <_____> 1513,82 <Авт-Навиг> 45,9513 -0,491413 -0,0075956 -4,81602 5,00169 0 55,75909302520 37,72785239992 164,35052490234 0,123347 9,70834 0,358884
-1188,13049316406 658089 -1,62378 <_____> 1513,82 <Авт-Навиг> 45,945 -0,201305 0,0178176 -4,79683 4,97015 0 55,75908999609 37,72785797313 164,34678649902 0,212576 9,46859 -0,0217422
-1188,58154296875 658345 -1,62378 <_____> 1513,42 <Авт-Навиг> 45,8699 -0,113311 0,0485205 -4,76536 4,98365 0 55,75908691290 37,72786364701 164,34255981445 1,43243 10,1638 1,47297
-1189,03259277344 658597 -3,24756 <_____> 1513,01 <Авт-Навиг> 45,8581 -0,0742767 0,0382215 -4,84329 5,0007 0 55,75908395795 37,72786908901 164,26084899902 -0,000805827 9,19223 0,870906
-1189,48376464844 658846 -1,62378 <_____> 1511,8 <Авт-Навиг> 45,8424 -0,192483 0,05686 -4,97609 5,14192 0 55,75908088323 37,72787473604 164,25517272949 0,645774 9,9814 1,62581
-1189,93481445313 659084 -1,62378 <_____> 1510,99 <Авт-Навиг> 45,8697 -0,125027 0,0874504 -5,19006 5,36282 0 55,75907790704 37,72788018398 164,25070190430 0,725315 10,6042 0,505241
-1190,38586425781 659313 -3,248 <_____> 1510,59 <Авт-Навиг> 45,8838 -0,233129 0,0787064 -5,32908 5,4718 0 55,75907484370 37,72788577679 164,24560546875 -0,248187 9,91815 0,664302
-1190,83691406250 659537 -3,248 <_____> 1510,19 <Авт-Навиг> 45,9128 -0,227062 0,0870927 -5,48598 5,64857 0 55,75907187388 37,72789118777 164,13745117188 -0,27161 9,5124 -0,326467
-1191,28796386719 659755 -3,24756 <_____> 1509,78 <Авт-Навиг> 45,9421 -0,11134 0,114286 -5,53835 5,68171 0 55,75906884162 37,72789670322 164,13154602051 0,334887 10,1481 -0,338982
-1191,73913574219 659970 -3,24756 <_____> 1509,58 <Авт-Навиг> 45,9724 -0,22743 0,137426 -5,66057 5,76525 0 55,75906586507 37,72790210159 164,12528991699 -0,597713 9,86535 0,3247
-1192,19018554688 660185 -3,248 <_____> 1509,38 <Авт-Навиг> 46,0326 -0,135292 0,180223 -5,621 5,73297 0 55,75906285215 37,72790755135 164,11972045898 0,492206 10,6702 -0,563025
-1192,64123535156 660401 -3,248 <_____> 1509,38 <Авт-Навиг> 46,0483 -0,296721 0,190698 -5,5562 5,63614 0 55,75905979530 37,72791308691 164,00912475586 -1,33839 8,74928 -0,470404
-1193,09228515625 660618 -3,24756 <_____> 1509,18 <Авт-Навиг> 46,0229 -0,384836 0,203856 -5,61728 5,72036 0 55,75905683528 37,72791844293 164,00190734863 -0,872284 9,37883 -0,151149
-1193,54333496094 660834 -1,62378 <_____> 1509,18 <Авт-Навиг> 46,0268 -0,324125 0,240112 -5,58605 5,70712 0 55,75905375906 37,72792400500 163,99520874023 0,522991 9,66789 0,608441
-1193,99450683594 661050 -1,62378 <_____> 1508,97 <Авт-Навиг> 46,0051 -0,353744 0,202994 -5,67806 5,76525 0 55,75905077787 37,72792939680 163,98843383789 0,06995 10,1809 0,451879
-1194,44555664063 661259 -3,248 <_____> 1508,77 <Авт-Навиг> 46,0678 -0,347582 0,214298 -5,82534 5,90459 0 55,75904770528 37,72793493558 163,98234558105 -0,65289 9,35989 -0,171526
-1194,89660644531 661468 -3,248 <_____> 1508,57 <Авт-Навиг> 46,0626 -0,418648 0,204071 -5,76117 5,86664 0 55,75904472534 37,72794030810 163,88696289063 -0,524215 10,1464 0,331016
-1195,34765625000 661678 -3,24756 <_____> 1508,57 <Авт-Навиг> 46,0867 -0,496469 0,156559 -5,82104 5,91325 0 55,75904174491 37,72794567769 163,88000488281 0,293949 10,2176 0,0575846
-1195,79870605469 661885 -3,24756 <_____> 1508,37 <Авт-Навиг> 46,0855 -0,435328 0,143001 -5,83225 5,92135 0 55,75903863802 37,72795126795 163,87284851074 0,547094 9,88249 0,0584705
-1196,24987792969 662091 -3,24756 <_____> 1508,37 <Авт-Навиг> 46,1137 -0,435708 0,0993899 -5,92416 6,02125 0 55,75903571279 37,72795653927 163,86608886719 -0,0049111 9,83211 0,131102
-1196,70092773438 662297 -3,24756 <_____> 1508,57 <Авт-Навиг> 46,1036 -0,499226 0,0482483 -5,843 5,92883 0 55,75903266671 37,72796200975 163,85923767090 -0,124692 9,81713 -0,558532
-1197,15197753906 662508 -3,248 Piket 1508,77 <Авт-Навиг> 46,0699 -0,534064 -0,00926351 -5,70329 5,79654 0 55,75902959299 37,72796753435 163,80303955078 -0,324567 9,82536 -0,072493
-1197,60302734375 662722 -3,248 <_____> 1509,18 <Авт-Навиг> 46,0385 -0,493177 -0,0849422 -5,7142 5,81882 0 55,75902656081 37,72797299848 163,79469299316 -0,035018 9,72797 0,0948531
