Путь Курс Крен Тангаж
31.1 151.83349698497997 -0.08269320550437964 -0.4893588088324847
31.3 151.82375722056142 -0.10020492262927316 -0.48684975627673815
31.5 151.82105043000587 -0.11681032995613227 -0.4892961203116808
31.7 151.82293899049938 -0.13659583396627983 -0.47851527273453875
31.9 151.8714305374434 -0.15726696682762586 -0.48176182517561383
32.1 151.88200645323894 -0.1743550428259919 -0.48678603352697536
32.3 151.87979059111814 -0.19781841648393117 -0.4988180016572126
32.5 151.8901996145669 -0.2232189434455183 -0.52472044400381
32.7 151.89814557832966 -0.25497221578059737 -0.5603637208379935
32.9 151.9025408738853 -0.2658594408882986 -0.6002638467271879
33.1 151.90168197110805 -0.2820101070351475 -0.6369925606679594
33.3 151.90104759194674 -0.3110644113004364 -0.6627210610931531
33.5 151.89357447498216 -0.3279532330427533 -0.6815659072980056
33.7 151.8802886387405 -0.343482111155371 -0.7026208122145552
33.9 151.86893674219309 -0.37188580720057285 -0.7181103836425116
34.1 151.85348581669035 -0.38578971371144033 -0.7295683076309869
34.3 151.84201911314275 -0.3889227406649107 -0.7619735084542283
34.5 151.83937902092867 -0.40886393033403445 -0.7913603671699616
34.7 151.84220419293166 -0.421837070062248 -0.8196927758010801
34.9 151.85140558337267 -0.4164104959327828 -0.8669342574613697
35.1 151.86842515759747 -0.43112685983944243 -0.8883853761102193
35.3 151.88636664385535 -0.424158008861385 -0.8986979535534939
35.5 151.89155477108116 -0.4061565913690961 -0.9330651880337415
35.7 151.90311815857095 -0.4043380414322287 -0.9307050552428817
35.9 151.90579953171746 -0.4026801627895463 -0.9425546962354814
36.1 151.903024718129 -0.38770920198869163 -0.9809824362155597
36.3 151.90681667777272 -0.37231093081808897 -0.9887464018407626
36.5 151.90710286012694 -0.36560125267465127 -0.9910403589927721
36.7 151.916380036742 -0.3449461743417279 -1.0042304312308619
36.9 151.91462276575172 -0.3234816073951561 -1.0026575442597645
37.1 151.88459867439917 -0.30893412392175046 -0.9685350323826007
37.3 151.85590465040806 -0.28775755848471274 -0.9253110767297201
37.5 151.8429235258071 -0.2639282584563256 -0.9027883661432261
37.7 151.82761510031986 -0.2539587650444721 -0.8905533858363244
37.9 151.81739437700077 -0.24443678451027395 -0.8658482782535035
38.1 151.80393344980416 -0.19500417055534136 -0.841833922678882
38.3 151.80839293613352 -0.16860161232281445 -0.8233498679050268
38.5 151.81190319327092 -0.15067405349992313 -0.8307113053171413
38.7 151.82292184719344 -0.06178295732726191 -0.6861978732427474
38.9 151.81914469219174 0.020216433750215757 -0.5071276760579337
39.1 151.81355130578936 0.05643426145602426 -0.3270158701630521
39.3 151.8607346493276 0.006929187739173059 -0.1930842052074091
39.5 151.86182976117425 -0.052837873926488754 0.012730551565937276
39.7 151.7947935881265 -0.10370645826267122 0.15666628060208154
39.9 151.76035039804316 -0.13649773288396982 0.19286678695287934
40.1 151.76444339180594 -0.1411965869024978 0.22854877754397052
40.3 151.7728692410185 -0.14442061280221008 0.27396074037712914
40.5 151.77707254782035 -0.16279664133182337 0.3033400050434003
40.7 151.79379735605104 -0.16921347419598476 0.31963372599129825
40.9 151.8105933035529 -0.15917823651883922 0.3368557521775868
41.1 151.8138608371445 -0.16750386242157767 0.35514832113740336
41.3 151.82277164367218 -0.18574485234688876 0.35494128478097764
41.5 151.82652087460934 -0.17652363072293764 0.3389347628507684
41.7 151.82371303987716 -0.177773244141461 0.3457452821981848
41.9 151.81876884117972 -0.20615725475664592 0.349852951171826
42.1 151.8236378552652 -0.2044153393501734 0.30854657421561205
42.3 151.8190668707897 -0.20432539314122167 0.30929633006724266
42.5 151.8228440257914 -0.2301044760275328 0.3215720838226286
42.7 151.82843177119142 -0.2502064527252439 0.3086362716003088
42.9 151.82135388217546 -0.2622611406264901 0.2952969587809444
43.1 151.81126759842977 -0.2707256687656572 0.3098263696843917
43.3 151.82007215157856 -0.2774331342025791 0.2960863682002568
43.5 151.81512838154273 -0.2777789059111974 0.2771782071613873
43.7 151.82040081409397 -0.2782326831093865 0.2599553056230972
43.9 151.8271420193798 -0.27342744020024723 0.24024233475731194
44.1 151.82490820935928 -0.28166503533044374 0.20260476334356525
44.3 151.82291917437834 -0.28571825030078024 0.1488794783401115
44.5 151.8183457368228 -0.268636376535758 0.10045357460531434
44.7 151.80825917654556 -0.25454553467098107 0.05874711951191891
44.9 151.81084896349134 -0.24391684548750447 0.002733352325492433
45.1 151.82618362090608 -0.2128187961421908 -0.06468012631054343
45.3 151.8303620258625 -0.16567639023447867 -0.10739412845363461
45.5 151.83225060336423 -0.16086368354868963 -0.11855350551178212
45.7 151.8337216382727 -0.14559660818072295 -0.16081383804868565
45.9 151.83002775836567 -0.13764940915694313 -0.2068910754550055
46.1 151.83191633586645 -0.12216496222764883 -0.1900912342963843
46.3 151.84012211015317 -0.09803137044041055 -0.207761628633798
46.5 151.84184674543832 -0.08007285451866952 -0.2181551016895582
46.7 151.84041793163263 -0.05904533073480778 -0.19788617235008577
46.9 151.83485273945507 -0.033697710121447955 -0.1991758643635284
47.1 151.83299999999733 -0.021109711803148246 -0.19355544745798037
47.3 151.83424776485123 -0.007937661631517656 -0.19425435958351556
47.5 151.83840902705526 0.01327271308525102 -0.21494650462877907
47.7 151.83895016029916 0.029825142074221933 -0.22803344360072486
47.9 151.8365432513206 0.033313948499632984 -0.2463749418039729
48.1 151.83439585029325 0.034611726630225714 -0.27870817671573445
48.3 151.82751075969406 0.039045976748686095 -0.2937212175641994
48.5 151.81581423580153 0.03274842592850824 -0.30399146529295784
48.7 151.80776609631639 0.018413850749599725 -0.3317491157524288
48.9 151.80539626814354 0.012524324171076628 -0.34423971453481217
49.1 151.79983718458934 -0.011181417973975982 -0.34703998005895853
49.3 151.81226572890125 -0.03825278442505109 -0.3572584611256606
49.5 151.80194479666153 -0.06467692424383031 -0.3747325971866689
49.7 151.79722335290947 -0.09844553981852222 -0.3764087097186543
49.9 151.78980305464415 -0.14609985179933815 -0.36121518233852656
50.1 151.7932195345959 -0.14868702547455614 -0.37154511267619794
50.3 151.7987291740208 -0.1559889738952256 -0.35473607456458023
50.5 151.80073248441963 -0.1694278460969434 -0.3247040774650021
50.7 151.7976161341445 -0.20472554583362168 -0.3296714071321061
50.9 151.79041044270411 -0.24039777419038622 -0.3217031276827331
51.1 151.78926140268257 -0.2699912464899299 -0.30203143152247414
51.3 151.79660593267246 -0.30290178249775934 -0.3126181545165423
51.5 151.80109217967822 -0.33376698134108285 -0.32554752332393244
51.7 151.78964682828624 -0.36107557506586563 -0.3072137350598654
51.9 151.76612278375916 -0.40077002766380154 -0.30088432668796905
52.1 151.75272065847557 -0.45004639374634614 -0.3201187743958207
52.3 151.75399615287532 -0.4870906767336347 -0.30613356977769435
52.5 151.74312323043196 -0.5294779450317151 -0.29516358881194993
52.7 151.74007678397868 -0.5997780309217084 -0.3142196819923244
52.9 151.74895897121368 -0.6404027478254157 -0.2883298186166279
53.1 151.76300822016822 -0.6770349858573006 -0.257209340376642
53.3 151.76395250891863 -0.7395251824934661 -0.2735606443788159
53.5 151.77386459665595 -0.7776613114564537 -0.2478266090269452
53.7 151.77836427361916 -0.8180736192142515 -0.23237181063714196
53.9 151.7837121429361 -0.8737188940141039 -0.21414515152521485
54.1 151.79448539677762 -0.9045076968874781 -0.1927259079214343
54.3 151.7946303267226 -0.9578370245370351 -0.19837516671563904
54.5 151.7991822340715 -1.0215163768052697 -0.19020186034376785
54.7 151.8058125607866 -1.0620222031267739 -0.17524548818121843
54.9 151.80800000000403 -1.1067872630316877 -0.17512596580466644
55.1 151.8089021793155 -1.1622309551889938 -0.17033172589602508
55.3 151.81276764885706 -1.1988661944090735 -0.15122445598892398
55.5 151.8166603389625 -1.2330194252824445 -0.14154712284992388
55.7 151.81600000000037 -1.2849140025931858 -0.13342276579418844
55.9 151.8173693598934 -1.3125971877813967 -0.09766231017042681
56.1 151.81992981521222 -1.329411553546647 -0.0791580064003996
56.3 151.8094159792574 -1.365184103238401 -0.08059336220265045
56.5 151.8040836064985 -1.369596658982211 -0.04268894555024971
56.7 151.78994080184245 -1.361513068477107 -0.010921261810978855
56.9 151.77955362558788 -1.3813525751233104 -0.025460570129982152
57.1 151.7888335506665 -1.3744001260040575 -0.0038468026115845433
57.3 151.80089722272578 -1.3682360980511012 0.0004553603660024663
57.5 151.81473804977946 -1.3639824728936738 -0.014678407257003201
57.7 151.82962899698785 -1.3450041777998907 -0.022980233813432394
57.9 151.85211959583398 -1.3321634237599982 -0.05209727302498912
58.1 151.8702307733899 -1.3276430762220657 -0.08065560676573913
58.3 151.8883128201466 -1.3090514737221497 -0.09975570271567413
58.5 151.90858321025803 -1.2934966863584993 -0.13102630850875485
58.7 151.92393076258068 -1.292484446669854 -0.15068709506487155
58.9 151.93902841755929 -1.28662074719914 -0.15623554172781517
59.1 151.95165268542502 -1.2725174143223419 -0.16807493350396152
59.3 151.9400042433616 -1.2587364250927982 -0.14818028724478793
59.5 151.91113944022212 -1.2394023464571569 -0.12344908625434847
59.7 151.8843820182585 -1.2306291513789023 -0.1471771923668168
59.9 151.8500625842024 -1.2366341736244646 -0.12790720770135477
60.1 151.83494174561173 -1.206442606318065 -0.1255994068888171
60.3 151.8339745686421 -1.1991517621847443 -0.19992864890276696
60.5 151.82453168113798 -1.1775275498002573 -0.22059157533933238
60.7 151.813306552356 -1.1671403686466282 -0.22544245719534717
60.9 151.8003042685739 -1.1561371069484387 -0.26498681768716814
61.1 151.80111879254852 -1.1510712074491893 -0.28154325205165254
61.3 151.80923986887876 -1.1439492330247658 -0.2722650093441361
61.5 151.81400482691154 -1.1387899733439228 -0.2738913951946116
61.7 151.81990051510866 -1.126004051078878 -0.286868694902914
61.9 151.82411368622314 -1.1232057658627974 -0.27877719721194083
62.1 151.81948763733192 -1.1148483753105696 -0.25600509247134795
62.3 151.80509174741175 -1.0961706455097007 -0.2575566653726771
62.5 151.78620597241 -1.0923765628040063 -0.25858984910468585
62.7 151.77433399012966 -1.093056719570904 -0.2332328158676802
62.9 151.77360860559807 -1.0769686129462719 -0.23461808151712393
63.1 151.7713354057847 -1.0709178272396853 -0.23794409163921593
63.3 151.77783542019463 -1.07080022960246 -0.2074711322326781
63.5 151.788556031845 -1.05535944580501 -0.23264356766632055
63.7 151.80100000000127 -1.040782990706404 -0.19829549546211034
63.9 151.80100000000127 -1.039130485393179 -0.15176566728544394
64.1 151.79250405056808 -1.020778749239291 -0.15192852694919087
64.3 151.78933515363315 -1.0153995973488512 -0.09930952784283065
64.5 151.7923302834892 -0.9797338348759546 -0.080294085760511
64.7 151.78911570188387 -0.9893802504956009 -0.04873507488290052
64.9 151.81468248982824 -0.9869497664062106 -0.07139373296452867
65.1 151.86292991606373 -0.9995628620435761 -0.03365679463393789
65.3 151.8795610965018 -1.0174619358091146 0.006627495613581225
65.5 151.8879722632509 -1.0387078693132112 0.0007516184538243209
65.7 151.8915152696272 -1.0628183308962003 0.0029081398671131353
65.9 151.88611481574787 -1.0834695838046668 0.021416185412641564
66.1 151.88616064263286 -1.1071023433588376 0.01620873375279963
66.3 151.88568181260928 -1.1342884568277816 0.0025895692371937784
66.5 151.88540733402846 -1.149245520334295 0.00567618724721064
66.7 151.90161468967136 -1.1632746593426955 2.0093426300604733e-06
66.9 151.92062457404336 -1.1950359731278897 -0.01495823999511492
67.1 151.93389167927353 -1.203822072617249 -0.02647092620255176
67.3 151.93273711321964 -1.2054259696699083 -0.03619087702309676
67.5 151.92801566946758 -1.2206195756640752 -0.03127481535956478
67.7 151.9195296062851 -1.2315309270557813 -0.05872911621227672
67.9 151.90217657145158 -1.2335647287201428 -0.08248494867962286
68.1 151.8834053528354 -1.2284629022008762 -0.0888925158611078
68.3 151.86529359893873 -1.2429997459747595 -0.114238261115581
68.5 151.84519718309582 -1.2368787323940564 -0.15804587324045372
68.7 151.83171141529215 -1.2288137981340888 -0.19475446330456236
68.9 151.8188966896009 -1.243310922949246 -0.22051844420568312
69.1 151.80969294334068 -1.2428517543316104 -0.26009832433991775
69.3 151.80204535139055 -1.2325612471452465 -0.3132936489973197
69.5 151.80271679694357 -1.2352150120674377 -0.34071508666827066
69.7 151.8088478729116 -1.2319369296493266 -0.35246194415218923
69.9 151.81258162890643 -1.2133252196968929 -0.38806116448210126
70.1 151.83136073628373 -1.1962505770685699 -0.41358645401102123
70.3 151.8564227153188 -1.1744793085981815 -0.4162663454272941
70.5 151.87632239472723 -1.151464296674921 -0.43986428168975866
70.7 151.87726159720415 -1.1328597207587272 -0.42247975186823883
70.9 151.8710497748646 -1.1037594434645044 -0.444553865257056
71.1 151.871994063615 -1.053664925255024 -0.4415538598969899
71.3 151.86355482872207 -1.0191470563017528 -0.4287133532869358
71.5 151.88241740508548 -1.009088907499533 -0.4466873481375684
71.7 151.89492272613006 -0.975705220402812 -0.4504303407658187
71.9 151.8846610784949 -0.937847629624045 -0.4387150766758179
72.1 151.87956905731153 -0.9143260206473567 -0.4360835270919749
72.3 151.87306215914194 -0.8791573006306415 -0.43869318432331994
72.5 151.8766445373031 -0.8346602552868205 -0.43023958286828545
72.7 151.88538670076545 -0.8111287780051173 -0.41214141994892994
72.9 151.8880147473067 -0.7795788530237324 -0.4040358586578482
73.1 151.88699999999758 -0.7352291636319475 -0.40260407803023
73.3 151.88966842692884 -0.7045259005149767 -0.38924648462220723
73.5 151.8933490148059 -0.6697223653694948 -0.3805728207914525
73.7 151.89253956269513 -0.6184565610175881 -0.39299018812004927
73.9 151.89314371961106 -0.5722570002664931 -0.3830778241849053
74.1 151.89079179424002 -0.5477096579298131 -0.3612367056952932
74.3 151.89140733402834 -0.5181861714847376 -0.375863863966984
74.5 151.85967144555315 -0.49303230766190853 -0.3503117855265949
74.7 151.85306142430022 -0.4876668589820543 -0.34244113879189175
74.9 151.84458037534418 -0.48241834953352014 -0.3517324936421633
75.1 151.84839901300253 -0.47005861272273286 -0.3485922094088396
75.3 151.84405545189472 -0.4865745565581969 -0.327349102517438
75.5 151.85145218112024 -0.49526927999705306 -0.32131447530709933
75.7 151.8625517181697 -0.4960457016209153 -0.31546422213092207
75.9 151.87256921580513 -0.5387192483353225 -0.29403480388253556
76.1 151.883815734302 -0.5550908059147313 -0.27899377603831876
76.3 151.90372847519603 -0.5446808417637445 -0.2810756214328536
76.5 151.91648978783496 -0.5376216408630694 -0.2667090867763786
76.7 151.91743407658697 -0.5376421601815967 -0.25764757815665185
76.9 151.91345961601397 -0.5317685819022673 -0.2711879005151036
77.1 151.9024508050862 -0.5099602842906155 -0.2594157044266403
77.3 151.8920636288296 -0.48331647937069633 -0.2475611439929004
77.5 151.8818876841617 -0.4483824465618014 -0.27727849371421165
77.7 151.87477760166817 -0.4045488550551859 -0.2598858112241125
77.9 151.87900000000025 -0.3528924592481619 -0.23561767081237406
78.1 151.87825033680178 -0.32919425344069 -0.2780563019844662
78.3 151.8621974280455 -0.2820685790647417 -0.26506477735687994
78.5 151.85826929865752 -0.24147909344057084 -0.23907828727359792
78.7 151.86238482043248 -0.21584693642144437 -0.2671596926553761
78.9 151.87942505674036 -0.18607040316942403 -0.2683322195381346
79.1 151.89065541586814 -0.1747751627391798 -0.24481852145851057
79.3 151.8944196606732 -0.16935713174603917 -0.2646207738837063
79.5 151.90023295270092 -0.1592185598502125 -0.2711289902021088
79.7 151.9065904470303 -0.15158040440904297 -0.26864415345988313
79.9 151.9073719688783 -0.15128229786038094 -0.2813779157913512
80.1 151.90746084794844 -0.15340559936601245 -0.28307707386628156
80.3 151.90899999999826 -0.15674841963909358 -0.27306240536001986
80.5 151.903367097722 -0.16438813681078912 -0.2804641601170159
80.7 151.89336036885777 -0.16767028589738953 -0.28742045725281695
80.9 151.89569746046485 -0.16009568442059352 -0.27227537518832
81.1 151.90766714455458 -0.157991336868323 -0.2739139110765265
81.3 151.9130839090776 -0.15208949147368944 -0.29513323318313134
81.5 151.90809697057648 -0.1618460594358816 -0.271737182378077
81.7 151.9090825186387 -0.160855499585856 -0.26677396752313154
81.9 151.91097109613946 -0.16587911573782277 -0.28336606515587803
82.1 151.93238624689917 -0.16456310444149924 -0.27699398281046417
82.3 151.94448950685856 -0.16178842050358044 -0.26973001632504445
82.5 151.96564194372888 -0.15453832225054542 -0.2752632122763119
82.7 151.98144054608704 -0.1557820867476698 -0.25547029564441637
82.9 151.9871209754732 -0.1696523565360657 -0.2451251342314964
83.1 151.983441035984 -0.16600422564041217 -0.24988104723164017
83.3 151.98159556932953 -0.16048624210943324 -0.24674683172075884
83.5 151.99171744533933 -0.16080339562697288 -0.23535913155134924
83.7 152.00193658729506 -0.15710480540310146 -0.23071609275607197
83.9 152.00400000000315 -0.15184276651416617 -0.2377286425057692
84.1 151.9999001800994 -0.15284418358906504 -0.2336285829408009
84.3 151.98475859659422 -0.1515405203772353 -0.21408385279349126
84.5 151.96125215229506 -0.13770551777646567 -0.21745902254983118
84.7 151.94541110911152 -0.11945020195121181 -0.21780925022196485
84.9 151.9431040740671 -0.09592865799574968 -0.1780520902417173
85.1 151.92118826411874 -0.08500785221174212 -0.15266857306283566
85.3 151.92307684161477 -0.04637658617647489 -0.14019160666581953
85.5 151.92496541911552 -0.014241117997142894 -0.0751252014638446
85.7 151.91573001693172 0.03323329846921297 -0.014659766955812614
85.9 151.90541584236558 0.08472066143352919 0.0014271358968009906
86.1 151.91704921292302 0.12349145831011832 0.030886402571891125
86.3 151.91240135441794 0.18302046738338262 0.0875162654237549
86.5 151.9036626202241 0.2463692538087443 0.12665731349707698
86.7 151.90229688411247 0.29038524152536915 0.14066040483402942
86.9 151.90003634595087 0.33738373255982523 0.13806978536079795
87.1 151.8931668239594 0.38948644894663076 0.10081302350965515
87.3 151.8899626166266 0.4238210868054999 0.032156325095947125
87.5 151.88887201469802 0.4551011677895076 -0.052848070422818694
87.7 151.88452045675777 0.49866451782656185 -0.14878858271517714
87.9 151.89770872807043 0.5286719231222854 -0.23038720601532958
88.1 151.93923697273294 0.5439475137135439 -0.27420766571099975
88.3 151.96243293711248 0.5603686239463748 -0.3113810890861579
88.5 151.9727350239542 0.5592848026368056 -0.34822968336895244
88.7 151.97909975145086 0.5609115539498806 -0.3117102288822554
88.9 152.00021349375353 0.582990131162375 -0.3151827748354954
89.1 152.005879226256 0.5810297877165148 -0.3359561830558597
89.3 151.9699577680854 0.5738775145565067 -0.2672542884847644
89.5 151.95223637477713 0.5918892202008497 -0.23622998703235432
89.7 151.9142395590926 0.5962469499081484 -0.17100313949766033
89.9 151.91886944274046 0.6148682814094766 -0.13044863241197469
90.1 151.89003820466675 0.637332523807256 -0.1055829044438763
90.3 151.8288709412451 0.6377410170239228 -0.08208797396853917
90.5 151.79946064623235 0.6493917050536382 -0.08364443156571344
90.7 151.78685056013123 0.6675023851950801 -0.12456658173412194
90.9 151.77847846979412 0.6753700264615836 -0.1662493438711543
91.1 151.77308138035946 0.6776193798638604 -0.20131130448565315
91.3 151.75435562839317 0.6773808923741846 -0.252865578409196
91.5 151.742226720946 0.6794904018225383 -0.30411346781413684
91.7 151.75881187277088 0.6870417009978373 -0.34069331939046066
91.9 151.77019861675683 0.679440908821701 -0.3653132578077858
92.1 151.7866050574524 0.6710646278517984 -0.3775347893093688
92.3 151.80870792838707 0.658175107927903 -0.4086364588233784
92.5 151.8168194949801 0.6378861140443455 -0.40187668423323286
92.7 151.84042671374047 0.6794867549438521 -0.40463306309569247
92.9 151.84744926878736 0.6543461364027436 -0.4351903001651074
93.1 151.85838732034333 0.6503471555419759 -0.4216226734485371
93.3 151.86485939267268 0.6524686805878377 -0.42362151640070467
93.5 151.85242462448366 0.6500217917581801 -0.4460981716438752
93.7 151.83542742696193 0.6389228726124347 -0.44918499474071893
93.9 151.81585916933264 0.643292747818804 -0.46530859133302727
94.1 151.79332365548254 0.6290562498977561 -0.49703418188060056
94.3 151.77609254709947 0.609806205259205 -0.5264030965670194
94.5 151.76429242462766 0.5985197581138584 -0.5515731772992254
94.7 151.75716015993476 0.5744625894954503 -0.5745659708298838
94.9 151.7538147473067 0.5369238676053989 -0.595747214084648
95.1 151.75030849753406 0.5036844828937301 -0.6140786280391994
95.3 151.75630851193506 0.47444657244354715 -0.6211382276790993
95.5 151.7698321746301 0.4415085494036646 -0.6227314668419499
95.7 151.7625550016166 0.39996882802432054 -0.619223042304017
95.9 151.77362739815456 0.3572573778173549 -0.6247308649039941
96.1 151.7907604697163 0.33386344042432725 -0.6240915679339611
96.3 151.783206159713 0.2928463699725796 -0.5942114390045994
96.5 151.77932592486525 0.2942639488851284 -0.6027878545801819
96.7 151.78417684521628 0.3156200193583576 -0.6226821440800485
96.9 151.78984257771407 0.3567133655713377 -0.592890008233752
97.1 151.801519011604 0.36578835184785063 -0.5952837550753705
97.3 151.79665234682074 0.36673637205432363 -0.6062495821765355
97.5 151.79683955908902 0.3786386399269084 -0.5845573116954021
97.7 151.79374206260724 0.38889329913910897 -0.5881620170888304
97.9 151.79792756023915 0.39214979976943465 -0.5959389554988066
98.1 151.80736396383722 0.39174087392385437 -0.5896668520010113
98.3 151.81375373365222 0.3974180729442338 -0.5986429654337648
98.5 151.82550466481908 0.40505702082048645 -0.6044300714306292
98.7 151.84586411152958 0.39758646880855775 -0.5956231919027104
98.9 151.86999916429357 0.3864019788264641 -0.614526636533276
99.1 151.88044610785053 0.38442903886745716 -0.6090077812110852
99.3 151.87164507043005 0.3855577517810129 -0.5932647173155514
