Номер Координата    X   Y   H
1858,000 1205,246926 1000,124838 999,628753
1859,000 1206,73829 1000,183643 999,625881
1860,000 1208,229655 1000,242448 999,623009
1861,000 1209,721019 1000,301253 999,620137
1862,000 1211,212384 1000,360058 999,617265
1863,000 1212,703749 1000,418863 999,614392
1864,000 1214,195113 1000,477668 999,61152
1865,000 1215,686478 1000,536473 999,608648
1866,000 1217,177842 1000,595278 999,605776
1867,000 1218,669207 1000,654083 999,602903
1868,000 1220,160572 1000,712888 999,600031
1869,000 1221,6447 1000,769943 999,597647
1870,000 1223,124775 1000,826018 999,595535
1871,000 1224,60485 1000,882092 999,593423
1872,000 1226,084925 1000,938167 999,591312
1873,000 1227,565001 1000,994242 999,5892
1874,000 1229,045076 1001,050316 999,587089
1875,000 1230,525151 1001,106391 999,584977
1876,000 1232,005226 1001,162466 999,582865
1877,000 1233,485301 1001,218541 999,580754
1878,000 1234,965376 1001,274615 999,578642
1879,000 1236,445452 1001,33069 999,576531
1880,000 1237,925527 1001,386765 999,574419
1881,000 1239,405602 1001,442839 999,572307
1882,000 1240,876092 1001,498982 999,568997
1883,000 1242,34495 1001,555135 999,565483
1884,000 1243,813808 1001,611289 999,561968
1885,000 1245,282665 1001,667443 999,558454
1886,000 1246,751523 1001,723596 999,55494
1887,000 1248,220381 1001,77975 999,551425
1888,000 1249,689239 1001,835904 999,547911
1889,000 1251,158097 1001,892057 999,544396
1890,000 1252,626954 1001,948211 999,540882
1891,000 1254,095812 1002,004365 999,537368
1892,000 1255,56467 1002,060518 999,533853
1893,000 1257,033528 1002,116672 999,530339
1894,000 1258,502385 1002,172826 999,526825
1895,000 1259,961174 1002,228606 999,524752
1896,000 1261,416877 1002,284273 999,523121
1897,000 1262,87258 1002,339939 999,52149
1898,000 1264,328282 1002,395606 999,51986
1899,000 1265,783985 1002,451272 999,518229
1900,000 1267,239687 1002,506938 999,516598
1901,000 1268,69539 1002,562605 999,514968
1902,000 1270,151092 1002,618271 999,513337
1903,000 1271,606795 1002,673938 999,511706
1904,000 1273,062497 1002,729604 999,510076
1905,000 1274,5182 1002,78527 999,508445
1906,000 1275,973903 1002,840937 999,506814
1907,000 1277,429605 1002,896603 999,505183
1908,000 1278,882569 1002,951681 999,503486
1909,000 1280,328289 1003,005202 999,501613
1910,000 1281,774009 1003,058724 999,49974
1911,000 1283,219729 1003,112245 999,497868
1912,000 1284,665449 1003,165766 999,495995
1913,000 1286,111169 1003,219287 999,494122
1914,000 1287,556889 1003,272808 999,492249
1915,000 1289,002609 1003,326329 999,490376
1916,000 1290,448329 1003,379851 999,488503
1917,000 1291,894049 1003,433372 999,48663
1918,000 1293,339769 1003,486893 999,484757
1919,000 1294,785489 1003,540414 999,482885
1920,000 1296,231209 1003,593935 999,481012
1921,000 1297,676929 1003,647456 999,479139
1922,000 1299,117363 1003,703589 999,475495
1923,000 1300,549597 1003,763773 999,469102
1924,000 1301,98183 1003,823956 999,46271
1925,000 1303,414064 1003,88414 999,456317
1926,000 1304,846297 1003,944323 999,449925
1927,000 1306,278531 1004,004507 999,443533
1928,000 1307,710764 1004,06469 999,43714
1929,000 1309,142998 1004,124874 999,430748
1930,000 1310,575231 1004,185058 999,424355
1931,000 1312,007465 1004,245241 999,417963
1932,000 1313,439699 1004,305425 999,411571
1933,000 1314,871932 1004,365608 999,405178
1934,000 1316,304166 1004,425792 999,398786
1935,000 1317,736399 1004,485976 999,392394
1936,000 1319,168633 1004,546159 999,386001
1937,000 1320,595043 1004,603234 999,380211
1938,000 1322,0188 1004,658893 999,374696
1939,000 1323,442557 1004,714552 999,369181
1940,000 1324,866314 1004,77021 999,363666
1941,000 1326,29007 1004,825869 999,358151
1942,000 1327,713827 1004,881527 999,352636
1943,000 1329,137584 1004,937186 999,347121
1944,000 1330,561341 1004,992845 999,341606
1945,000 1331,985098 1005,048503 999,336091
1946,000 1333,408854 1005,104162 999,330576
1947,000 1334,832611 1005,15982 999,325061
1948,000 1336,256368 1005,215479 999,319546
1949,000 1337,680125 1005,271137 999,314031
1950,000 1339,103881 1005,326796 999,308516
1951,000 1340,516256 1005,382397 999,305318
1952,000 1341,927456 1005,437992 999,302359
1953,000 1343,338656 1005,493586 999,299401
1954,000 1344,749856 1005,549181 999,296442
1955,000 1346,161056 1005,604776 999,293483
1956,000 1347,572256 1005,660371 999,290525
1957,000 1348,983456 1005,715966 999,287566
1958,000 1350,394656 1005,771561 999,284608
1959,000 1351,805856 1005,827155 999,281649
1960,000 1353,217056 1005,88275 999,27869
1961,000 1354,628256 1005,938345 999,275732
1962,000 1356,039456 1005,99394 999,272773
1963,000 1357,450656 1006,049535 999,269814
1964,000 1358,861856 1006,105129 999,266856
1965,000 1360,268653 1006,160181 999,265025
1966,000 1361,668039 1006,214318 999,265091
1967,000 1363,067426 1006,268456 999,265157
1968,000 1364,466813 1006,322593 999,265223
1969,000 1365,866199 1006,376731 999,265289
1970,000 1367,265586 1006,430868 999,265355
1971,000 1368,664973 1006,485006 999,265421
1972,000 1370,064359 1006,539143 999,265487
1973,000 1371,463746 1006,59328 999,265553
1974,000 1372,863133 1006,647418 999,265619
1975,000 1374,262519 1006,701555 999,265685
1976,000 1375,661906 1006,755693 999,265751
1977,000 1377,061293 1006,80983 999,265817
1978,000 1378,460679 1006,863968 999,265883
1979,000 1379,860066 1006,918105 999,265949
1980,000 1381,25765 1006,971978 999,265643
1981,000 1382,649063 1007,024948 999,264066
1982,000 1384,040475 1007,077919 999,26249
1983,000 1385,431888 1007,130889 999,260913
1984,000 1386,823301 1007,183859 999,259336
1985,000 1388,214714 1007,236829 999,257759
1986,000 1389,606127 1007,289799 999,256182
1987,000 1390,99754 1007,342769 999,254605
1988,000 1392,388953 1007,395739 999,253028
1989,000 1393,780366 1007,448709 999,251451
1990,000 1395,171779 1007,501679 999,249874
1991,000 1396,563192 1007,554649 999,248297
1992,000 1397,954605 1007,607619 999,24672
1993,000 1399,346017 1007,660589 999,245143
1994,000 1400,734495 1007,713522 999,244114
1995,000 1402,11523 1007,766357 999,244531
1996,000 1403,495965 1007,819193 999,244948
1997,000 1404,8767 1007,872028 999,245364
1998,000 1406,257434 1007,924864 999,245781
1999,000 1407,638169 1007,977699 999,246197
2000,000 1409,018904 1008,030535 999,246614
2001,000 1410,399639 1008,08337 999,247031
2002,000 1411,780373 1008,136206 999,247447
2003,000 1413,161108 1008,189041 999,247864
2004,000 1414,541843 1008,241877 999,24828
2005,000 1415,922578 1008,294712 999,248697
2006,000 1417,303312 1008,347548 999,249113
2007,000 1418,684047 1008,400383 999,24953
2008,000 1420,064782 1008,453219 999,249947
2009,000 1421,439254 1008,503942 999,25006
2010,000 1422,812804 1008,554354 999,250129
2011,000 1424,186355 1008,604767 999,250198
2012,000 1425,559905 1008,655179 999,250267
2013,000 1426,933455 1008,705592 999,250336
2014,000 1428,307005 1008,756004 999,250405
2015,000 1429,680556 1008,806417 999,250474
2016,000 1431,054106 1008,856829 999,250543
2017,000 1432,427656 1008,907242 999,250612
2018,000 1433,801206 1008,957654 999,250681
2019,000 1435,174757 1009,008067 999,25075
2020,000 1436,548307 1009,058479 999,250819
2021,000 1437,921857 1009,108892 999,250888
2022,000 1439,295407 1009,159304 999,250957
2023,000 1440,66839 1009,205833 999,251053
2024,000 1442,040411 1009,245784 999,251194
2025,000 1443,412432 1009,285736 999,251336
2026,000 1444,784453 1009,325687 999,251478
2027,000 1446,156474 1009,365639 999,251619
2028,000 1447,528495 1009,40559 999,251761
2029,000 1448,900516 1009,445542 999,251903
2030,000 1450,272537 1009,485493 999,252044
2031,000 1451,644558 1009,525444 999,252186
2032,000 1453,016579 1009,565396 999,252328
2033,000 1454,3886 1009,605347 999,252469
2034,000 1455,760621 1009,645299 999,252611
2035,000 1457,132642 1009,68525 999,252753
2036,000 1458,504664 1009,725202 999,252894
2037,000 1459,879256 1009,758545 999,252686
2038,000 1461,261396 1009,772493 999,251449
2039,000 1462,643536 1009,786442 999,250212
2040,000 1464,025675 1009,80039 999,248975
2041,000 1465,407815 1009,814339 999,247738
2042,000 1466,789955 1009,828287 999,246502
2043,000 1468,172094 1009,842236 999,245265
2044,000 1469,554234 1009,856184 999,244028
2045,000 1470,936374 1009,870133 999,242791
2046,000 1472,318514 1009,884081 999,241554
2047,000 1473,700653 1009,89803 999,240318
2048,000 1475,082793 1009,911979 999,239081
2049,000 1476,464933 1009,925927 999,237844
2050,000 1477,847073 1009,939876 999,236607
2051,000 1479,229212 1009,953824 999,23537
2052,000 1480,626013 1009,937931 999,233017
2053,000 1482,029078 1009,909285 999,230187
2054,000 1483,432143 1009,88064 999,227357
2055,000 1484,835208 1009,851995 999,224527
2056,000 1486,238273 1009,82335 999,221697
2057,000 1487,641338 1009,794704 999,218867
2058,000 1489,044403 1009,766059 999,216037
2059,000 1490,447468 1009,737414 999,213207
2060,000 1491,850534 1009,708769 999,210377
2061,000 1493,253599 1009,680123 999,207547
2062,000 1494,656664 1009,651478 999,204717
2063,000 1496,059729 1009,622833 999,201887
2064,000 1497,462794 1009,594188 999,199057
2065,000 1498,865859 1009,565542 999,196227
2066,000 1500,276045 1009,523402 999,193272
2067,000 1501,712532 1009,431414 999,189857
2068,000 1503,14902 1009,339427 999,186442
2069,000 1504,585507 1009,247439 999,183027
2070,000 1506,021994 1009,155452 999,179612
2071,000 1507,458482 1009,063464 999,176197
2072,000 1508,894969 1008,971477 999,172782
2073,000 1510,331456 1008,879489 999,169367
2074,000 1511,767944 1008,787502 999,165952
2075,000 1513,204431 1008,695514 999,162537
2076,000 1514,640918 1008,603527 999,159122
2077,000 1516,077406 1008,511539 999,155707
2078,000 1517,513893 1008,419552 999,152292
2079,000 1518,95038 1008,327564 999,148877
2080,000 1520,40703 1008,198259 999,145264
2081,000 1521,88829 1008,023401 999,141408
2082,000 1523,369551 1007,848543 999,137553
2083,000 1524,850811 1007,673685 999,133697
2084,000 1526,332072 1007,498827 999,129841
2085,000 1527,813333 1007,323969 999,125986
2086,000 1529,294593 1007,14911 999,12213
2087,000 1530,775854 1006,974252 999,118275
2088,000 1532,257114 1006,799394 999,114419
2089,000 1533,738375 1006,624536 999,110563
2090,000 1535,219635 1006,449678 999,106708
2091,000 1536,700896 1006,27482 999,102852
2092,000 1538,182156 1006,099961 999,098997
2093,000 1539,663417 1005,925103 999,095141
2094,000 1541,168391 1005,704995 999,091361
2095,000 1542,70298 1005,428375 999,087675
2096,000 1544,237568 1005,151756 999,08399
2097,000 1545,772156 1004,875136 999,080304
2098,000 1547,306745 1004,598517 999,076618
2099,000 1548,841333 1004,321897 999,072932
2100,000 1550,375922 1004,045278 999,069246
2101,000 1551,91051 1003,768658 999,065561
2102,000 1553,445099 1003,492039 999,061875
2103,000 1554,979687 1003,215419 999,058189
2104,000 1556,514276 1002,9388 999,054503
2105,000 1558,048864 1002,66218 999,050818
2106,000 1559,583452 1002,385561 999,047132
2107,000 1561,118041 1002,108941 999,043446
2108,000 1562,652629 1001,832322 999,03976
2109,000 1564,187218 1001,555702 999,036075
2110,000 1565,740624 1001,241523 999,030628
2111,000 1567,318261 1000,878977 999,022914
2112,000 1568,895899 1000,516432 999,015201
2113,000 1570,473536 1000,153887 999,007487
2114,000 1572,051174 999,791342 998,999773
2115,000 1573,628811 999,428797 998,99206
2116,000 1575,206449 999,066252 998,984346
2117,000 1576,784086 998,703706 998,976632
2118,000 1578,361723 998,341161 998,968918
2119,000 1579,939361 997,978616 998,961205
2120,000 1581,516998 997,616071 998,953491
2121,000 1583,094636 997,253526 998,945777
2122,000 1584,672273 996,890981 998,938063
2123,000 1586,249911 996,528435 998,93035
2124,000 1587,827318 996,151596 998,924557
2125,000 1589,404549 995,763785 998,920238
2126,000 1590,98178 995,375973 998,915919
2127,000 1592,559011 994,988162 998,9116
2128,000 1594,136242 994,600351 998,907282
2129,000 1595,713474 994,212539 998,902963
2130,000 1597,290705 993,824728 998,898644
2131,000 1598,867936 993,436917 998,894325
2132,000 1600,445167 993,049105 998,890006
2133,000 1602,022398 992,661294 998,885688
2134,000 1603,599629 992,273483 998,881369
2135,000 1605,17686 991,885671 998,87705
2136,000 1606,754091 991,49786 998,872731
2137,000 1608,331322 991,110049 998,868413
2138,000 1609,892381 990,725218 998,867272
2139,000 1611,451732 990,340703 998,866467
2140,000 1613,011083 989,956187 998,865663
2141,000 1614,570433 989,571672 998,864858
2142,000 1616,129784 989,187157 998,864053
2143,000 1617,689135 988,802641 998,863248
2144,000 1619,248486 988,418126 998,862444
2145,000 1620,807836 988,03361 998,861639
2146,000 1622,367187 987,649095 998,860834
2147,000 1623,926538 987,264579 998,86003
2148,000 1625,485888 986,880064 998,859225
2149,000 1627,045239 986,495548 998,85842
2150,000 1628,60459 986,111033 998,857615
2151,000 1630,160315 985,72771 998,856508
2152,000 1631,70426 985,348263 998,854419
2153,000 1633,248204 984,968816 998,852329
2154,000 1634,792149 984,589369 998,850239
2155,000 1636,336093 984,209922 998,84815
2156,000 1637,880038 983,830475 998,84606
2157,000 1639,423982 983,451028 998,843971
2158,000 1640,967927 983,071581 998,841881
2159,000 1642,511871 982,692134 998,839791
2160,000 1644,055816 982,312687 998,837702
2161,000 1645,59976 981,93324 998,835612
2162,000 1647,143705 981,553792 998,833522
2163,000 1648,687649 981,174345 998,831433
2164,000 1650,231594 980,794898 998,829343
2165,000 1651,770148 980,415586 998,828661
2166,000 1653,299003 980,036516 998,83051
2167,000 1654,827859 979,657447 998,83236
2168,000 1656,356714 979,278377 998,834209
2169,000 1657,885569 978,899307 998,836059
2170,000 1659,414424 978,520238 998,837908
2171,000 1660,943279 978,141168 998,839758
2172,000 1662,472135 977,762098 998,841607
2173,000 1664,00099 977,383029 998,843457
2174,000 1665,529845 977,003959 998,845306
2175,000 1667,0587 976,624889 998,847155
2176,000 1668,587555 976,24582 998,849005
2177,000 1670,116411 975,86675 998,850854
2178,000 1671,645266 975,48768 998,852704
2179,000 1673,160116 975,114216 998,856174
2180,000 1674,672297 974,741821 998,859953
2181,000 1676,184478 974,369425 998,863732
2182,000 1677,69666 973,99703 998,867512
2183,000 1679,208841 973,624634 998,871291
2184,000 1680,721022 973,252239 998,87507
2185,000 1682,233203 972,879843 998,878849
2186,000 1683,745384 972,507448 998,882628
2187,000 1685,257565 972,135052 998,886407
2188,000 1686,769747 971,762657 998,890186
2189,000 1688,281928 971,390261 998,893965
2190,000 1689,794109 971,017866 998,897745
2191,000 1691,30629 970,64547 998,901524
2192,000 1692,809629 970,274718 998,907067
2193,000 1694,307299 969,90502 998,913742
2194,000 1695,804969 969,535321 998,920417
2195,000 1697,302639 969,165623 998,927092
2196,000 1698,800309 968,795924 998,933767
2197,000 1700,29798 968,426226 998,940441
2198,000 1701,79565 968,056527 998,947116
2199,000 1703,29332 967,686829 998,953791
2200,000 1704,79099 967,31713 998,960466
2201,000 1706,28866 966,947432 998,967141
2202,000 1707,78633 966,577733 998,973816
2203,000 1709,284 966,208035 998,98049
2204,000 1710,781671 965,838336 998,987165
2205,000 1712,279341 965,468638 998,99384
2206,000 1713,766419 965,10105 999,003526
2207,000 1715,24843 964,734473 999,014653
2208,000 1716,730441 964,367895 999,02578
2209,000 1718,212452 964,001317 999,036907
2210,000 1719,694463 963,63474 999,048034
2211,000 1721,176474 963,268162 999,059161
2212,000 1722,658485 962,901585 999,070288
2213,000 1724,140497 962,535007 999,081415
2214,000 1725,622508 962,168429 999,092542
2215,000 1727,104519 961,801852 999,103669
2216,000 1728,58653 961,435274 999,114797
2217,000 1730,068541 961,068697 999,125924
2218,000 1731,550552 960,702119 999,137051
2219,000 1733,032563 960,335542 999,148178
2220,000 1734,514333 959,969019 999,159091
2221,000 1735,987562 959,604441 999,162418
2222,000 1737,46079 959,239863 999,165746
2223,000 1738,934018 958,875284 999,169073
2224,000 1740,407246 958,510706 999,172401
2225,000 1741,880475 958,146128 999,175728
2226,000 1743,353703 957,78155 999,179055
2227,000 1744,826931 957,416972 999,182383
2228,000 1746,300159 957,052394 999,18571
2229,000 1747,773388 956,687816 999,189038
2230,000 1749,246616 956,323238 999,192365
2231,000 1750,719844 955,95866 999,195692
2232,000 1752,193073 955,594082 999,19902
2233,000 1753,666301 955,229503 999,202347
2234,000 1755,139529 954,864925 999,205674
2235,000 1756,612757 954,500347 999,209002
2236,000 1758,085986 954,135769 999,212329
2237,000 1759,559214 953,771191 999,215657
2238,000 1761,024488 953,410738 999,217
2239,000 1762,484378 953,053077 999,217
2240,000 1763,944267 952,695417 999,217
2241,000 1765,404156 952,337757 999,217
2242,000 1766,864045 951,980096 999,217
2243,000 1768,323935 951,622436 999,217
2244,000 1769,783824 951,264775 999,217
2245,000 1771,243713 950,907115 999,217
2246,000 1772,703602 950,549454 999,217
2247,000 1774,163492 950,191794 999,217
2248,000 1775,623381 949,834134 999,217
2249,000 1777,08327 949,476473 999,217
2250,000 1778,543159 949,118813 999,217
2251,000 1780,003049 948,761152 999,217
2252,000 1781,466011 948,38781 999,216408
2253,000 1782,931552 948,001314 999,215319
2254,000 1784,397094 947,614818 999,21423
2255,000 1785,862635 947,228322 999,213141
2256,000 1787,328176 946,841826 999,212052
2257,000 1788,793717 946,45533 999,210963
2258,000 1790,259258 946,068833 999,209874
2259,000 1791,724799 945,682337 999,208785
2260,000 1793,19034 945,295841 999,207697
2261,000 1794,655881 944,909345 999,206608
2262,000 1796,121422 944,522849 999,205519
2263,000 1797,586963 944,136353 999,20443
2264,000 1799,052504 943,749857 999,203341
2265,000 1800,518045 943,363361 999,202252
2266,000 1801,983586 942,976864 999,201163
