Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
710,73724365234 20605 0 <_____> 1480,6 <Интегр-Навиг> 135,639 0,304887 0,448422 0,442225 -0,262051 0 55,75855684766 37,72854031411 168,96098327637 0,0458192 9,78989 -0,0518332
183,14346313477 474704 -1,67745 <_____> 1481,4 <Интегр-Навиг> 151,978 0,318511 -0,335629 4,00664 -2,12182 0 55,76238128363 37,72382018110 162,76484680176 0,156425 9,72627 -0,318145
182,93165588379 474885 -1,6012 <_____> 1481,8 <Интегр-Навиг> 151,962 0,326647 -0,312323 4,03822 -2,15143 0 55,76238308957 37,72381848272 162,76498413086 0,445247 10,4121 -0,264516
182,71986389160 475067 -1,6012 <_____> 1482,2 <Интегр-Навиг> 151,943 0,313483 -0,294857 4,04754 -2,14337 0 55,76238490105 37,72381677704 162,76493835449 0,0850947 9,71525 -0,156825
182,50805664063 475250 -1,67745 <_____> 1482,2 <Интегр-Навиг> 151,935 0,294026 -0,296889 4,01562 -2,14032 0 55,76238677572 37,72381500975 162,76470947266 -0,13465 10,0145 -0,0440616
182,29626464844 475431 -1,67745 Piket 1482,2 <Интегр-Навиг> 151,939 0,294174 -0,281288 4,02258 -2,14587 0 55,76238858134 37,72381330735 162,76466369629 0,329651 10,3606 -0,354808
182,08445739746 475614 -1,67745 <_____> 1482,2 <Интегр-Навиг> 151,932 0,267832 -0,27023 4,06059 -2,14634 0 55,76238970227 37,72381248595 162,81018066406 -0,353349 9,535 -0,115073
181,87266540527 475795 -1,67745 <_____> 1482,2 <Интегр-Навиг> 151,926 0,254775 -0,297079 4,03008 -2,14885 0 55,76239151546 37,72381077831 162,81039428711 -0,492618 10,208 0,303107
181,66085815430 475977 -1,6775 <_____> 1482,2 <Интегр-Навиг> 151,93 0,260644 -0,278091 3,99404 -2,12389 0 55,76239331599 37,72380908419 162,81085205078 0,159442 9,66573 0,115502
181,44906616211 476162 -1,6775 <_____> 1482,2 <Интегр-Навиг> 151,923 0,232576 -0,294792 3,97176 -2,09835 0 55,76239517803 37,72380733318 162,81106567383 -0,106664 10,0482 0,251733
181,23725891113 476346 -1,67745 <_____> 1482,2 <Интегр-Навиг> 151,911 0,223599 -0,31799 3,956 -2,11207 0 55,76239696052 37,72380565604 162,81127929688 0,122096 10,2241 0,368237
181,02546691895 476534 -1,67745 <_____> 1482 <Интегр-Навиг> 151,917 0,241751 -0,287575 3,93966 -2,08551 0 55,76239788160 37,72380484692 162,85156250000 -0,218874 7,97239 -0,262588
180,81365966797 476721 -1,67745 <_____> 1482 <Интегр-Навиг> 151,909 0,228789 -0,318125 3,94415 -2,07592 0 55,76239965095 37,72380318467 162,85220336914 0,152729 9,67925 -0,296147
180,60186767578 476909 -1,6012 <_____> 1481,8 <Интегр-Навиг> 151,907 0,208615 -0,341364 3,85411 -2,05785 0 55,76240153290 37,72380141497 162,85301208496 -0,176864 10,0108 -0,216268
180,39006042480 477099 -1,6012 <_____> 1481,6 <Интегр-Навиг> 151,897 0,231083 -0,319281 3,86575 -2,05423 0 55,76240334012 37,72379971457 162,85408020020 0,677415 9,13802 -0,311924
180,17826843262 477288 -1,67745 <_____> 1481,4 <Интегр-Навиг> 151,896 0,192779 -0,34189 3,91167 -2,06054 0 55,76240521339 37,72379795406 162,85475158691 -0,286049 10,256 0,300156
179,96646118164 477477 -1,67745 <_____> 1481,4 <Интегр-Навиг> 151,883 0,190734 -0,356564 3,91797 -2,09193 0 55,76240626614 37,72379710433 162,88978576660 0,0854393 10,4361 0,140714
179,75465393066 477662 -1,6012 <_____> 1481,4 <Интегр-Навиг> 151,898 0,205823 -0,324525 3,97742 -2,10768 0 55,76240810839 37,72379537121 162,89115905762 0,289159 8,13595 -0,522693
179,54286193848 477847 -1,6012 <_____> 1481,4 <Интегр-Навиг> 151,921 0,194765 -0,330814 3,97227 -2,08704 0 55,76240989704 37,72379369066 162,89215087891 0,690214 9,74693 -0,470034
179,33105468750 478031 -1,6012 <_____> 1481,4 <Интегр-Навиг> 151,923 0,167111 -0,339706 4,00881 -2,12847 0 55,76241175436 37,72379194563 162,89332580566 0,152251 10,5592 0,149084
179,11926269531 478217 -1,6012 <_____> 1481,4 <Интегр-Навиг> 151,915 0,179802 -0,292268 3,97026 -2,10573 0 55,76241360809 37,72379020107 162,89465332031 0,39261 8,28379 -0,527946
178,90745544434 478401 -1,67745 <_____> 1481,2 <Интегр-Навиг> 151,908 0,153561 -0,270965 4,02035 -2,12498 0 55,76241546877 37,72378845420 162,89546203613 -0,288453 10,1172 0,213676
178,69566345215 478584 -1,67745 <_____> 1481,8 <Интегр-Навиг> 151,926 0,145169 -0,299483 4,01483 -2,12681 0 55,76241678021 37,72378731019 162,92593383789 0,260316 10,5289 0,125244
178,48385620117 478768 -1,6775 <_____> 1482,2 <Интегр-Навиг> 151,931 0,13834 -0,254185 3,97499 -2,10643 0 55,76241864799 37,72378555872 162,92752075195 -0,00232225 8,24496 -0,171503
178,27206420898 478953 -1,6775 <_____> 1482,6 <Интегр-Навиг> 151,934 0,1436 -0,242829 3,9521 -2,07746 0 55,76242043125 37,72378388753 162,92861938477 0,382858 9,76492 -0,200012
178,06025695801 479141 -1,6012 <_____> 1482,6 <Интегр-Навиг> 151,957 0,144004 -0,276762 3,94506 -2,08227 0 55,76242233241 37,72378210615 162,92977905273 0,0592833 9,99732 -0,229675
177,84846496582 479327 -1,6012 <_____> 1482,8 <Интегр-Навиг> 151,956 0,156932 -0,26111 3,96905 -2,09448 0 55,76242410873 37,72378044519 162,93101501465 0,369832 10,1404 -0,248161
177,63665771484 479514 -1,6012 <_____> 1482,6 <Интегр-Навиг> 151,953 0,1342 -0,262518 3,95567 -2,08288 0 55,76242533099 37,72377936097 162,96771240234 0,19196 10,3971 -0,225005
177,42486572266 479701 -1,67745 <_____> 1482,6 <Интегр-Навиг> 151,941 0,145174 -0,295038 3,92986 -2,06866 0 55,76242716864 37,72377764206 162,96932983398 -0,455843 9,95754 -0,116117
177,21305847168 479888 -1,67745 <_____> 1482,6 <Интегр-Навиг> 151,916 0,134426 -0,280682 3,94294 -2,08002 0 55,76242900631 37,72377592223 162,97109985352 0,10793 9,03852 0,0613555
177,00126647949 480077 -1,6012 <_____> 1482,6 <Интегр-Навиг> 151,888 0,128089 -0,303672 3,93148 -2,07924 0 55,76243084292 37,72377420192 162,97264099121 0,68444 10,5135 0,300051
176,78945922852 480264 -1,6012 <_____> 1482,4 <Интегр-Навиг> 151,881 0,131776 -0,327858 3,9686 -2,09069 0 55,76243268101 37,72377247883 162,97428894043 -0,149855 9,76623 0,0303367
176,57766723633 480449 -1,67745 <_____> 1482,4 <Интегр-Навиг> 151,881 0,110754 -0,317905 3,99632 -2,10366 0 55,76243453901 37,72377073817 163,00788879395 -1,0128 8,47315 -0,805766
176,36585998535 480634 -1,67745 <_____> 1482,2 <Интегр-Навиг> 151,878 0,115086 -0,336755 3,99574 -2,12268 0 55,76243570086 37,72376963646 163,00996398926 -0,72764 10,6724 0,574401
176,15406799316 480817 -1,6012 <_____> 1482 <Интегр-Навиг> 151,889 0,129755 -0,346796 4,02042 -2,12189 0 55,76243749714 37,72376795054 163,01190185547 0,121174 10,002 -0,281505
175,94226074219 481001 -1,6012 <_____> 1481,6 <Интегр-Навиг> 151,898 0,114294 -0,320563 4,01205 -2,11574 0 55,76243937216 37,72376619383 163,01403808594 -0,528262 9,90888 0,110471
175,73046875000 481185 -1,67745 <_____> 1481,2 <Интегр-Навиг> 151,909 0,105252 -0,315294 3,99242 -2,12136 0 55,76244117621 37,72376450329 163,01603698730 -0,665534 10,3024 0,440506
175,51866149902 481368 -1,67745 <_____> 1481 <Интегр-Навиг> 151,919 0,1139 -0,302069 4,03551 -2,12502 0 55,76244304933 37,72376274910 163,01800537109 -0,031889 9,58352 -0,102269
175,30685424805 481551 -1,67745 <_____> 1481 <Интегр-Навиг> 151,946 0,0976956 -0,272782 4,02167 -2,10787 0 55,76244424849 37,72376177771 163,04710388184 0,955733 9,78137 0,161169
175,09506225586 481735 -1,67745 <_____> 1480,8 <Интегр-Навиг> 151,955 0,0776324 -0,282155 4,01085 -2,11572 0 55,76244611612 37,72376003213 163,04946899414 -0,445357 11,8486 -0,270796
174,88325500488 481918 -1,67745 <_____> 1480,8 <Интегр-Навиг> 151,968 0,0801681 -0,278832 4,02594 -2,12072 0 55,76244792538 37,72375834268 163,05165100098 0,263968 9,85056 -0,38907
174,67146301270 482101 -1,6775 <_____> 1481 <Интегр-Навиг> 151,978 0,0570072 -0,276804 4,01848 -2,11411 0 55,76244980591 37,72375658720 163,05386352539 0,060722 9,87918 0,592412
174,45965576172 482285 -1,6775 <_____> 1481,4 <Интегр-Навиг> 151,976 0,0401032 -0,296456 4,02913 -2,13425 0 55,76245161527 37,72375489866 163,05603027344 -0,652384 11,2797 0,17441
174,24786376953 482470 -1,6012 <_____> 1481,8 <Интегр-Навиг> 151,974 0,0355898 -0,305476 3,9723 -2,0804 0 55,76245270130 37,72375399112 163,08041381836 0,515265 9,6519 -0,276862
174,03605651855 482659 -1,6012 <_____> 1482,2 <Интегр-Навиг> 151,962 0,0204919 -0,322485 3,91158 -2,03697 0 55,76245453305 37,72375228583 163,08294677734 -1,18085 10,1622 0,0405931
173,82426452637 482847 -1,67745 <_____> 1482,4 <Интегр-Навиг> 151,954 -0,00637695 -0,334838 3,91492 -2,0602 0 55,76245643375 37,72375051425 163,08578491211 0,223716 10,783 -0,226198
173,61245727539 483036 -1,67745 <_____> 1482,6 <Интегр-Навиг> 151,938 -0,00522687 -0,347247 3,95763 -2,07094 0 55,76245827049 37,72374880187 163,08824157715 -0,375119 9,34656 -0,393686
173,40066528320 483222 -1,6012 <_____> 1482,8 <Интегр-Навиг> 151,924 -0,0327055 -0,370008 3,99541 -2,09742 0 55,76246012774 37,72374706891 163,09072875977 -0,777063 9,60469 0,0700578
173,18885803223 483406 -1,6012 <_____> 1483,2 <Интегр-Навиг> 151,91 -0,0286713 -0,365484 4,05619 -2,12382 0 55,76246194000 37,72374537669 163,09335327148 0,142015 12,049 -0,361491
172,97706604004 483588 -1,67745 <_____> 1483,4 <Интегр-Навиг> 151,913 -0,0391882 -0,374581 4,00848 -2,11324 0 55,76246301140 37,72374439459 163,12474060059 -0,0151261 9,32342 -0,00394904
172,76525878906 483772 -1,67745 <_____> 1483,4 <Интегр-Навиг> 151,918 -0,0579435 -0,376667 4,01113 -2,11672 0 55,76246482407 37,72374270441 163,12765502930 1,17058 9,87097 0,59614
172,55346679688 483957 -1,6012 <_____> 1483,2 <Интегр-Навиг> 151,924 -0,0641901 -0,373547 3,98694 -2,08423 0 55,76246668841 37,72374096470 163,13081359863 0,482463 11,5391 0,0500295
172,34165954590 484143 -1,6012 <_____> 1483 <Интегр-Навиг> 151,917 -0,081241 -0,390703 3,99131 -2,09869 0 55,76246855098 37,72373922823 163,13371276855 -0,0514868 9,29067 0,025884
172,12986755371 484328 -1,6012 Piket 1482,6 <Интегр-Навиг> 151,92 -0,089434 -0,3999 3,9971 -2,11633 0 55,76247042046 37,72373748591 163,13664245605 0,0457941 10,6891 0,504516
171,91806030273 484513 -1,67745 <_____> 1482,2 <Интегр-Навиг> 151,939 -0,0848831 -0,380906 3,99643 -2,0822 0 55,76247164952 37,72373650231 163,17549133301 0,173577 11,309 -0,450583
171,70626831055 484699 -1,67745 <_____> 1481,6 <Интегр-Навиг> 151,949 -0,110337 -0,401727 4,00152 -2,0994 0 55,76247351087 37,72373477042 163,17886352539 -0,774473 9,50749 -0,604674
171,49446105957 484883 -1,6775 <_____> 1481,2 <Интегр-Навиг> 151,966 -0,116842 -0,420588 4,021 -2,12094 0 55,76247538053 37,72373303315 163,18234252930 -1,47987 10,7098 0,218097
171,28265380859 485068 -1,6775 <_____> 1481,2 <Интегр-Навиг> 151,96 -0,107651 -0,409873 3,99667 -2,08785 0 55,76247725174 37,72373129233 163,18608093262 -0,264736 9,42616 0,194409
171,07086181641 485254 -1,6012 <_____> 1481,2 <Интегр-Навиг> 151,929 -0,130901 -0,435174 4,02983 -2,11371 0 55,76247912735 37,72372954779 163,18928527832 -0,560451 9,37754 0,0778362
170,85905456543 485438 -1,6012 <_____> 1481,2 <Интегр-Навиг> 151,914 -0,135566 -0,450424 4,01743 -2,12489 0 55,76248094222 37,72372785854 163,22369384766 -0,0291879 11,0633 0,515306
170,64726257324 485623 -1,67745 <_____> 1481,2 <Интегр-Навиг> 151,886 -0,121776 -0,427144 4,0451 -2,12104 0 55,76248204993 37,72372669825 163,22787475586 -0,335881 8,41663 -0,492282
170,43545532227 485807 -1,67745 <_____> 1481,2 <Интегр-Навиг> 151,883 -0,145934 -0,434654 4,0343 -2,11282 0 55,76248393269 37,72372494388 163,23147583008 -0,157338 9,74828 0,0781098
170,22366333008 485992 -1,67745 <_____> 1481 <Интегр-Навиг> 151,876 -0,160001 -0,434182 4,00332 -2,1205 0 55,76248574398 37,72372325366 163,23501586914 -0,013483 11,6274 0,293487
170,01185607910 486175 -1,67745 <_____> 1480,8 <Интегр-Навиг> 151,859 -0,147309 -0,386791 4,10255 -2,1432 0 55,76248763423 37,72372148914 163,23908996582 -1,29878 7,32499 -0,498151
169,80006408691 486357 -1,67745 <_____> 1480,8 <Интегр-Навиг> 151,855 -0,174118 -0,387849 4,08976 -2,14647 0 55,76248947592 37,72371977135 163,24237060547 0,156782 10,171 0,231159
169,58825683594 486539 -1,67745 <_____> 1480,6 <Интегр-Навиг> 151,841 -0,188126 -0,387357 4,07319 -2,15992 0 55,76249053754 37,72371889866 163,29281616211 0,0685414 11,5683 0,280872
169,37646484375 486720 -1,67745 <_____> 1480,6 <Интегр-Навиг> 151,85 -0,153914 -0,355882 4,08192 -2,15157 0 55,76249237954 37,72371717736 163,29713439941 -0,86557 8,01432 -0,0967642
169,16465759277 486901 -1,67745 <_____> 1480,6 <Интегр-Навиг> 151,846 -0,182327 -0,342793 4,0803 -2,13961 0 55,76249428654 37,72371539923 163,30084228516 0,209797 9,80758 0,205531
168,95286560059 487084 -1,67745 <_____> 1480,4 <Интегр-Навиг> 151,844 -0,190984 -0,362319 4,09592 -2,16708 0 55,76249612100 37,72371368897 163,30465698242 -0,558011 9,97948 -0,0831794
168,74105834961 487264 -1,67745 <_____> 1480,4 <Интегр-Навиг> 151,844 -0,159884 -0,312424 4,14455 -2,14898 0 55,76249796969 37,72371196566 163,30879211426 -0,674415 6,8095 -0,759244
168,52926635742 487445 -1,67745 <_____> 1480,2 <Интегр-Навиг> 151,842 -0,179185 -0,316157 4,09898 -2,14425 0 55,76249982283 37,72371024095 163,35417175293 0,150359 9,94876 0,099719
168,31745910645 487627 -1,6775 <_____> 1480,2 <Интегр-Навиг> 151,84 -0,179776 -0,325087 4,07403 -2,14386 0 55,76250091409 37,72370926775 163,35858154297 -0,153631 9,85075 -0,660514
168,10566711426 487811 -1,6775 <_____> 1480 <Интегр-Навиг> 151,825 -0,153097 -0,279288 4,0893 -2,12386 0 55,76250273649 37,72370757027 163,36283874512 -0,82591 7,50804 0,374771
167,89385986328 487996 -1,6012 <_____> 1480 <Интегр-Навиг> 151,806 -0,159206 -0,283604 4,06206 -2,13443 0 55,76250462129 37,72370581291 163,36680603027 -0,0404236 10,8011 -0,260732
167,68206787109 488180 -1,6012 <_____> 1479,8 <Интегр-Навиг> 151,816 -0,142972 -0,292983 4,07509 -2,15661 0 55,76250644876 37,72370410915 163,37089538574 0,561517 10,2918 -0,377788
167,47026062012 488362 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,841 -0,131415 -0,245642 4,05161 -2,11345 0 55,76250834298 37,72370234224 163,37503051758 0,562604 11,0613 -0,227611
167,25846862793 488547 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,844 -0,115557 -0,262275 4,04112 -2,11943 0 55,76250931961 37,72370149277 163,41358947754 -0,630722 10,1339 0,113853
167,04666137695 488732 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,84 -0,0926561 -0,251446 4,05474 -2,12858 0 55,76251113129 37,72369980306 163,41787719727 0,70664 10,3784 -0,214321
166,83485412598 488915 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,843 -0,091746 -0,216964 4,10976 -2,14552 0 55,76251303363 37,72369803138 163,42214965820 0,0318326 11,5436 0,559594
166,62306213379 489097 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,858 -0,0983247 -0,224812 4,11071 -2,15053 0 55,76251487593 37,72369631544 163,42623901367 -0,429231 10,353 0,0555753
166,41125488281 489279 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,854 -0,0823006 -0,192039 4,08598 -2,14791 0 55,76251671420 37,72369460269 163,43045043945 0,347117 9,86387 0,32202
166,19946289063 489462 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,856 -0,0827223 -0,186277 4,1113 -2,16106 0 55,76251862126 37,72369282971 163,46150207520 -0,492407 11,3217 0,277621
165,98765563965 489644 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,853 -0,0704325 -0,238995 4,07863 -2,15708 0 55,76251963848 37,72369198109 163,46629333496 0,10253 11,0274 0,511413
165,77586364746 489825 -1,67745 <_____> 1479,8 <Интегр-Навиг> 151,904 -0,00231525 -0,346105 4,08861 -2,14733 0 55,76252147609 37,72369027212 163,47135925293 0,375614 10,1421 -0,770345
165,56405639648 490005 -1,67745 <_____> 1480 <Интегр-Навиг> 151,933 0,0313221 -0,460454 4,0817 -2,15356 0 55,76252332052 37,72368856437 163,47611999512 -0,851905 10,6998 0,856479
165,35226440430 490188 -1,67745 <_____> 1480,6 <Интегр-Навиг> 151,928 0,113062 -0,564329 4,07873 -2,11559 0 55,76252523010 37,72368679698 163,48112487793 0,0195771 9,42115 0,041015
165,14045715332 490375 -1,6775 <_____> 1481,4 <Интегр-Навиг> 151,926 0,0515692 -0,649691 3,99859 -2,08324 0 55,76252710195 37,72368507010 163,48625183105 -1,10012 9,08969 0,213144
164,92866516113 490566 -1,6775 <_____> 1482 <Интегр-Навиг> 151,95 0,00745084 -0,768904 3,91282 -2,06781 0 55,76252796347 37,72368434604 163,51225280762 0,205003 12,6706 0,745038
164,71685791016 490759 -1,52496 <_____> 1482,2 <Интегр-Навиг> 151,956 0,0369216 -0,684094 3,88417 -2,02458 0 55,76252984475 37,72368260243 163,51919555664 0,54743 10,0704 -0,476314
164,50506591797 490954 -1,52496 <_____> 1482 <Интегр-Навиг> 151,948 0,0177222 -0,656968 3,88985 -2,01727 0 55,76253177852 37,72368082069 163,52600097656 -0,520832 9,40286 0,0400615
164,29325866699 491151 -1,6012 <_____> 1482 <Интегр-Навиг> 151,943 0,0043031 -0,60434 3,85386 -1,99447 0 55,76253364360 37,72367910274 163,53250122070 -0,0214756 9,83687 0,112956
164,08146667480 491349 -1,6012 <_____> 1481,4 <Интегр-Навиг> 151,952 0,0233572 -0,603973 3,83743 -1,99851 0 55,76253555633 37,72367733960 163,53916931152 -0,166663 9,55277 -0,00607874
163,86965942383 491547 -1,52496 <_____> 1480,4 <Интегр-Навиг> 151,959 0,0251256 -0,587263 3,82649 -1,98951 0 55,76253645629 37,72367645809 163,56013488770 -0,614983 9,69722 0,0710539
163,65786743164 491745 -1,52496 <_____> 1479,8 <Интегр-Навиг> 151,968 0,0129245 -0,564944 3,84754 -2,00096 0 55,76253830728 37,72367475261 163,56674194336 -0,0199436 9,63076 -0,00198931
163,44606018066 491940 -1,52496 <_____> 1479,8 <Интегр-Навиг> 151,968 0,0460782 -0,58906 3,88279 -2,01629 0 55,76254017563 37,72367302887 163,57313537598 0,157496 10,3642 0,0257874
163,23426818848 492134 -1,52496 <_____> 1479,8 <Интегр-Навиг> 151,977 0,0509091 -0,604243 3,91142 -2,02146 0 55,76254212050 37,72367123923 163,57962036133 -0,236653 9,96369 0,0288794
163,02246093750 492327 -1,52496 <_____> 1479,8 <Интегр-Навиг> 151,983 0,0345551 -0,590881 3,92895 -2,0443 0 55,76254400680 37,72366950213 163,58598327637 -0,0841278 9,67509 0,293249
162,81065368652 492520 -1,6012 <_____> 1479,8 <Интегр-Навиг> 152,011 0,0747797 -0,601387 3,92187 -2,03769 0 55,76254526534 37,72366822631 163,60035705566 -0,0370708 10,3344 -0,529522
162,59886169434 492712 -1,6012 <_____> 1479,8 <Интегр-Навиг> 152,015 0,0769337 -0,586812 3,94662 -2,04391 0 55,76254716692 37,72366647840 163,60684204102 -0,279774 9,49862 -0,00623055
162,38705444336 492903 -1,6012 <_____> 1479,8 <Интегр-Навиг> 152,002 0,0768932 -0,563918 3,97864 -2,06063 0 55,76254908045 37,72366471825 163,61328125000 0,440334 10,1498 0,591657
162,17526245117 493094 -1,6012 <_____> 1479,8 <Интегр-Навиг> 152,015 0,114814 -0,560041 3,96066 -2,05178 0 55,76255099477 37,72366295687 163,61999511719 -0,363105 9,64932 0,0725773
161,96345520020 493286 -1,6012 Piket 1479,8 <Интегр-Навиг> 152,018 0,0952012 -0,54011 3,98309 -2,06638 0 55,76255283988 37,72366126015 163,62597656250 -0,32847 9,01511 -0,175327
161,75166320801 493475 -1,6012 <_____> 1479,8 <Интегр-Навиг> 152,032 0,0981358 -0,534434 3,98935 -2,07133 0 55,76255407150 37,72366017920 163,62442016602 0,10966 11,7741 0,0517359
