№	Координата	Профиль правый	Ширина правой колеи	План правый	Уровень
434	 5443	49552.32885	1514	82242.63167999999	-9
435	 5444	49552.32885	1515	82252.632	-11
436	 5445	49542.32838	1517	82262.63232	-11
437	 5446	49542.32838	1520	82292.63328000001	-9
438	 5447	49532.32791	1520	82312.63392000001	-5
439	 5448	49522.32744	1520	82342.63488000001	-3
440	 5449	49512.32697	1518	82362.63552	-3
441	 5450	49512.32697	1518	82392.63648	2
442	 5451	49502.3265	1518	82422.63744	7
443	 5452	49502.3265	1517	82422.63744	7
444	 5453	49502.3265	1516	82422.63744	4
445	 5454	49502.3265	1518	82462.63872	-1
446	 5455	49492.326030000004	1516	82502.64	-3
447	 5456	49492.326030000004	1517	82522.64064	-3
448	 5457	49472.32509	1519	82542.64128000001	-5
449	 5458	49462.32462	1518	82562.64192000001	-7
450	 5459	49462.32462	1519	85582.73856	-7
451	 5460	49462.32462	1519	82612.64352	-4
452	 5461	49452.32415000001	1517	82642.64448	0
453	 5462	49452.32415000001	1518	82662.64512	0
454	 5463	49442.32368	1519	82682.64576000001	0
455	 5464	49442.32368	1518	82702.64640000001	1
456	 5465	49422.32274	1518	82722.64704	3
457	 5466	49422.32274	1519	82722.64704	3
458	 5467	49412.32227	1518	82742.64768	5
459	 5468	49412.32227	1518	82762.64832000001	6
460	 5469	49402.3218	1519	82782.64896	7
461	 5470	49402.3218	1520	82802.6496	7
462	 5471	49402.3218	1516	82822.65024	7
463	 5472	49402.3218	1516	82842.65088	7
464	 5473	49392.32133	1516	82862.65152	7
465	 5474	49392.32133	1518	82882.65216	9
466	 5475	49392.32133	1518	82902.65280000001	10
467	 5476	49392.32133	1519	82902.65280000001	9
468	 5477	49392.32133	1519	82902.65280000001	9
469	 5478	49392.32133	1520	82922.65344000001	9
470	 5479	49392.32133	1520	82942.65408000001	12
471	 5480	49392.32133	1520	82962.65471999999	16
472	 5481	49402.3218	1520	82982.65536	14
473	 5482	49402.3218	1520	83002.656	7
474	 5483	49402.3218	1520	83022.65664	7
475	 5484	49402.3218	1520	83042.65728000001	0
476	 5485	49402.3218	1523	83062.65792000001	-5
477	 5486	49402.3218	1524	83082.65856	-5
478	 5487	49402.3218	1524	83102.6592	-5
479	 5488	49402.3218	1524	83142.66048	-5
480	 5489	49392.32133	1524	83182.66176000002	-6
481	 5490	49392.32133	1525	83212.66272	-6
482	 5491	49392.32133	1528	83242.66368	-5
483	 5492	49382.32086000001	1532	83262.66432000001	-2
484	 5493	49382.32086000001	1536	83282.66496000001	0
485	 5494	49382.32086000001	1538	83312.66592	0
486	 5495	49382.32086000001	1540	83342.66688	0
487	 5496	49372.32039	1540	83362.66752	-1
488	 5497	49372.32039	1535	83402.66880000001	-2
489	 5498	49372.32039	1530	83412.66912	-2
490	 5499	49372.32039	1527	83422.66944	-2
491	 5500	49372.32039	1526	83462.67072	-1
492	 5501	49362.31992	1526	83482.67136000001	-1
493	 5502	49362.31992	1530	83502.672	0
494	 5503	49352.31945	1536	83522.67264	-1
495	 5504	49342.318980000004	1540	83562.67392	-1
496	 5505	49342.318980000004	1541	83582.67456	-1
497	 5506	49342.318980000004	1540	83602.6752	0
498	 5507	49342.318980000004	1535	83622.67584000001	0
499	 5508	49342.318980000004	1532	83622.67584000001	0
500	 5509	49342.318980000004	1530	83662.67712	-2
501	 5510	49352.31945	1526	83702.6784	-4
502	 5511	49352.31945	1525	83722.67904	-4
503	 5512	49352.31945	1524	83742.67968	-4
504	 5513	49352.31945	1524	83762.68032000001	-5
505	 5514	49342.318980000004	1519	83782.68096	-4
506	 5515	49342.318980000004	1516	83802.6816	-4
507	 5516	49342.318980000004	1516	83822.68224	-2
508	 5517	49332.31851	1520	83842.68288000001	-1
509	 5518	49332.31851	1520	83862.68352	-2
510	 5519	49322.31804	1519	83902.6848	-2
511	 5520	49312.31757000001	1516	83922.68544	-2
512	 5521	49312.31757000001	1517	83922.68544	-4
513	 5522	49312.31757000001	1518	83942.68608	0
514	 5523	49302.3171	1518	83982.68736000001	0
515	 5524	49302.3171	1517	84022.68864	-2
516	 5525	49312.31757000001	1517	84042.68928	-2
517	 5526	49312.31757000001	1516	84062.68992	-3
518	 5527	49302.3171	1516	84102.6912	-5
519	 5528	49302.3171	1518	84102.6912	-5
520	 5529	49292.31663	1516	84142.69248	-5
521	 5530	49282.31616	1515	84142.69248	-3
522	 5531	49282.31616	1515	84182.69376000001	-1
523	 5532	49282.31616	1514	84202.69440000001	-1
524	 5533	49272.31569	1515	84242.69568	1
525	 5534	49272.31569	1515	84242.69568	2
526	 5535	49272.31569	1513	84262.69632	1
527	 5536	49262.31522	1513	84282.69696	1
528	 5537	49262.31522	1515	84322.69824	1
529	 5538	49262.31522	1515	84322.69824	1
530	 5539	49262.31522	1515	84362.69952000001	0
531	 5540	49262.31522	1512	84362.69952000001	0
532	 5541	49262.31522	1510	84402.7008	-2
533	 5542	49262.31522	1509	84422.70144	-2
534	 5543	49252.31475	1509	84442.70208	-2
535	 5544	49252.31475	1509	84462.70272	-2
536	 5545	49252.31475	1510	84482.70336000001	-2
537	 5546	49252.31475	1510	84522.70464	-1
538	 5547	49252.31475	1510	84562.70592000001	-1
539	 5548	49252.31475	1510	84542.70528000001	-1
540	 5549	49242.314280000006	1511	84562.70592000001	-1
541	 5550	49242.314280000006	1511	84602.7072	0
542	 5551	49242.314280000006	1512	84632.70816	0
543	 5552	49242.314280000006	1513	84622.70784	0
544	 5553	49242.314280000006	1513	84662.70912	-1
545	 5554	49242.314280000006	1514	84682.70976000001	-1
546	 5555	49232.31381	1515	84682.70976000001	-1
547	 5556	49232.31381	1517	84722.71104000001	-1
548	 5557	49232.31381	1520	84742.71168	-1
549	 5558	49242.314280000006	1525	84762.71232	-1
550	 5559	49242.314280000006	1532	84782.71296	0
551	 5560	49252.31475	1537	84802.7136	0
552	 5561	49252.31475	1544	84842.71488	0
553	 5562	49262.31522	1549	84862.71552	-1
554	 5563	49262.31522	1550	84902.71680000001	-1
555	 5564	49252.31475	1550	84902.71680000001	-3
556	 5565	49252.31475	1542	84962.71871999999	-4
557	 5566	49242.314280000006	1531	84972.71904	-3
558	 5567	49242.314280000006	1525	84982.71936	-2
559	 5568	49242.314280000006	1519	84982.71936	-2
560	 5569	49242.314280000006	1517	85022.72064	1
561	 5570	49242.314280000006	1517	85032.72096	1
562	 5571	49242.314280000006	1517	85062.72192000001	3
563	 5572	49242.314280000006	1517	85082.72256	5
564	 5573	49232.31381	1517	85102.7232	6
565	 5574	49242.314280000006	1517	85122.72384	6
566	 5575	49232.31381	1517	85142.72448	4
567	 5576	49232.31381	1517	85202.7264	3
568	 5577	49232.31381	1518	85182.72576000002	2
569	 5578	49232.31381	1518	85202.7264	2
570	 5579	49232.31381	1519	85242.72768	2
571	 5580	49242.314280000006	1518	85242.72768	1
572	 5581	49232.31381	1518	85282.72896000001	1
573	 5582	49232.31381	1518	85322.73023999999	1
574	 5583	49222.31334	1518	85322.73023999999	1
575	 5584	49232.31381	1518	85382.73216	2
576	 5585	49222.31334	1517	85362.73152	2
577	 5586	49222.31334	1517	85402.73280000001	2
578	 5587	49222.31334	1517	85422.73344000001	4
579	 5588	49222.31334	1517	85462.73472	4
580	 5589	49212.31287	1516	85482.73536	5
581	 5590	49202.3124	1516	85482.73536	4
582	 5591	49202.3124	1516	85522.73664	3
583	 5592	49202.3124	1516	85522.73664	3
584	 5593	49192.311929999996	1516	85562.73792	3
585	 5594	49192.311929999996	1516	85582.73856	4
586	 5595	49192.311929999996	1516	85582.73856	4
587	 5596	49192.311929999996	1515	85602.7392	6
588	 5597	49182.311460000004	1515	85622.73984000001	6
589	 5598	49182.311460000004	1515	85652.74080000001	5
590	 5599	49172.310990000005	1515	85702.7424	5
591	 5600	49172.310990000005	1518	85722.74304	6
592	 5601	49172.310990000005	1521	85722.74304	8
593	 5602	49172.310990000005	1518	85742.74368	8
594	 5603	49172.310990000005	1517	85782.74496000001	7
595	 5604	49162.31052	1515	85822.74624	5
596	 5605	49172.310990000005	1514	85842.74688	5
597	 5606	49162.31052	1514	85862.74752	4
598	 5607	49172.310990000005	1515	85902.74880000002	4
599	 5608	49182.311460000004	1515	85902.74880000002	7
600	 5609	49182.311460000004	1514	85922.74944	7
601	 5610	49182.311460000004	1513	85922.74944	9
602	 5611	49182.311460000004	1513	85982.75136000001	11
603	 5612	49172.310990000005	1512	85982.75136000001	12
604	 5613	49172.310990000005	1512	86002.75200000001	12
605	 5614	49172.310990000005	1512	86042.75328	13
606	 5615	49162.31052	1512	86082.75456	13
607	 5616	49172.310990000005	1513	86122.75584000001	12
608	 5617	49162.31052	1513	86102.7552	12
609	 5618	49162.31052	1514	86142.75648000001	13
610	 5619	49162.31052	1515	86142.75648000001	14
611	 5620	49162.31052	1515	86182.75776000001	13
612	 5621	49152.31005	1515	86202.7584	13
613	 5622	49162.31052	1515	86202.7584	13
614	 5623	49162.31052	1515	86222.75904	14
615	 5624	49152.31005	1515	86262.76032	14
616	 5625	49152.31005	1515	86262.76032	13
617	 5626	49152.31005	1515	86302.7616	11
618	 5627	49152.31005	1515	86322.76224	11
619	 5628	49142.30958	1515	86342.76288000001	11
620	 5629	49142.30958	1516	86402.7648	12
621	 5630	49142.30958	1516	86422.76544	12
622	 5631	49152.31005	1516	86462.76672	12
623	 5632	49142.30958	1516	86462.76672	12
624	 5633	49132.30911	1516	86482.76736000001	12
625	 5634	49132.30911	1517	86502.768	12
626	 5635	49132.30911	1517	86522.76864	14
627	 5636	49132.30911	1518	86502.768	14
628	 5637	49132.30911	1518	86622.77184	14
629	 5638	49122.308639999996	1518	86662.77312	12
630	 5639	49132.30911	1518	86622.77184	11
631	 5640	49132.30911	1518	86662.77312	11
632	 5641	49122.308639999996	1517	86662.77312	11
633	 5642	49122.308639999996	1517	86722.77504000001	10
634	 5643	49122.308639999996	1516	86742.77567999999	8
635	 5644	49122.308639999996	1515	86742.77567999999	8
636	 5645	49112.308170000004	1514	86752.776	9
637	 5646	49112.308170000004	1513	86782.77696	10
638	 5647	49102.307700000005	1512	86802.7776	10
639	 5648	49102.307700000005	1511	86842.77888000001	10
640	 5649	49102.307700000005	1510	86862.77952	8
641	 5650	49092.307230000006	1511	86882.78016	8
642	 5651	49082.30676	1513	86882.78016	8
643	 5652	49082.30676	1514	86902.78080000001	13
644	 5653	49072.30629	1516	86922.78144	16
645	 5654	49072.30629	1517	86962.78272	16
646	 5655	49062.30582	1517	87022.78464	14
647	 5656	49062.30582	1518	87042.78528000001	15
648	 5657	49062.30582	1518	87042.78528000001	16
649	 5658	49052.305349999995	1518	87062.78592000001	16
650	 5659	49052.305349999995	1519	87082.78656000001	16
651	 5660	49042.30488	1518	87102.78719999999	17
652	 5661	49042.30488	1519	87122.78784	19
653	 5662	49042.30488	1519	87182.78976000001	19
654	 5663	49042.30488	1517	87222.79104	19
655	 5664	49032.304410000004	1517	87182.78976000001	19
656	 5665	49042.30488	1515	87242.79168	19
657	 5666	49052.305349999995	1514	87262.79232000001	19
658	 5667	49062.30582	1516	87262.79232000001	20
659	 5668	49062.30582	1517	87322.79424	20
660	 5669	49062.30582	1517	87312.79392000001	19
661	 5670	49062.30582	1517	87322.79424	19
662	 5671	49052.305349999995	1517	87382.79616	20
663	 5672	49062.30582	1517	87382.79616	20
664	 5673	49052.305349999995	1516	87422.79744000001	22
665	 5674	49052.305349999995	1516	87402.79680000001	22
666	 5675	49062.30582	1515	87482.79936	21
667	 5676	49052.305349999995	1515	87502.8	21
668	 5677	49062.30582	1514	87502.8	19
669	 5678	49052.305349999995	1514	87532.80096000001	19
670	 5679	49062.30582	1513	87562.80192000001	19
671	 5680	49052.305349999995	1513	87562.80192000001	19
672	 5681	49062.30582	1513	87592.80288	19
673	 5682	49062.30582	1513	87602.8032	21
674	 5683	49062.30582	1517	87602.8032	21
675	 5684	49072.30629	1521	87642.80448	21
676	 5685	49062.30582	1519	87702.8064	21
677	 5686	49082.30676	1516	87682.80576000002	21
678	 5687	49072.30629	1515	87722.80704	21
679	 5688	49072.30629	1515	87742.80768	22
680	 5689	49072.30629	1515	87762.80832000001	21
681	 5690	49072.30629	1516	87782.80896000001	21
682	 5691	49082.30676	1515	87782.80896000001	22
683	 5692	49082.30676	1515	87842.81088	24
684	 5693	49072.30629	1517	87842.81088	24
685	 5694	49072.30629	1519	87882.81216	24
686	 5695	49072.30629	1521	87882.81216	25
687	 5696	49072.30629	1520	87922.81344	25
688	 5697	49082.30676	1518	87982.81536000001	24
689	 5698	49082.30676	1517	87992.81568	19
690	 5699	49072.30629	1517	88002.816	15
691	 5700	49072.30629	1518	88042.81728	16
692	 5701	49082.30676	1522	88062.81792	16
693	 5702	49082.30676	1522	88102.8192	18
694	 5703	49082.30676	1520	88102.8192	17
695	 5704	49072.30629	1519	88122.81984000001	17
696	 5705	49062.30582	1520	88142.82048000001	16
697	 5706	49082.30676	1519	88182.82176	17
698	 5707	49072.30629	1519	88182.82176	17
699	 5708	49092.307230000006	1518	88222.82304	18
700	 5709	49092.307230000006	1518	88222.82304	19
701	 5710	49112.308170000004	1518	88262.82432000001	19
702	 5711	49112.308170000004	1518	88342.82688000001	21
703	 5712	49132.30911	1519	88362.82752	22
704	 5713	49122.308639999996	1519	88342.82688000001	23
705	 5714	49112.308170000004	1519	88402.8288	23
706	 5715	49102.307700000005	1519	88402.8288	23
707	 5716	49082.30676	1518	88422.82944	23
708	 5717	49072.30629	1518	88442.83008	23
709	 5718	49072.30629	1517	88502.83200000001	23
710	 5719	49062.30582	1517	88502.83200000001	22
711	 5720	49062.30582	1518	88542.83328	22
712	 5721	49062.30582	1518	88542.83328	22
713	 5722	49062.30582	1515	88602.8352	21
714	 5723	49052.305349999995	1515	88602.8352	20
715	 5724	49062.30582	1516	88622.83584000001	20
716	 5725	49052.305349999995	1514	88642.83648	19
717	 5726	49052.305349999995	1512	88662.83712	21
718	 5727	49062.30582	1516	88662.83712	25
719	 5728	49052.305349999995	1518	88722.83904	25
