Путь 17.07.24_1_out.csv 17.07.24_2_in.csv 17.07.24_3_out.csv 17.07.24_4_in.csv 17.07.24_5_out.csv 17.07.24_6_in.csv 17.07.24_7_out.csv
172,000 0,41557128 0,50721047 0,38984961 0,5724558 0,39798903 0,33808625 0,20356781
173,000 0,45870959 0,53170199 0,39997289 0,59181369 0,25139783 0,52108789 0,343644
174,000 0,45095635 0,73178733 0,29453303 0,57996936 0,21193725 0,26477538 0,24115965
175,000 0,34784901 0,5765239 0,44672502 0,65694065 0,31865624 0,17297709 0,2783116
176,000 0,36412847 0,71794867 0,51298506 0,7160778 0,4250967 0,41046573 0,33315921
177,000 0,53942698 0,7021462 0,48661874 0,82696105 0,4007094 0,48381987 0,35346246
178,000 0,4568375 0,72708071 0,67569091 0,74184791 0,48787125 0,49424487 0,38099385
179,000 0,58228922 0,6647314 0,5808505 0,67293553 0,28435286 0,48315429 0,36671272
180,000 0,58985302 0,86331944 0,34056459 0,71256212 0,46563773 0,49298106 0,35524685
181,000 0,68713831 0,70945673 0,40483616 0,706965 0,41769515 0,54150117 0,39156649
182,000 0,50220069 0,77301066 0,52630283 0,63265878 0,42033494 0,51009416 0,27239283
183,000 0,6103895 0,70446739 0,38666949 0,74223476 0,43683578 0,50073621 0,38166078
184,000 0,71003378 0,78485491 0,65799669 0,98488006 0,37145408 0,54252288 0,28441894
185,000 0,32330228 0,60194933 0,41990564 0,66497032 0,53921745 0,53547663 0,52991103
186,000 0,41445334 0,58456735 0,49677808 0,62494081 0,18514218 0,25904295 -0,15273802
187,000 0,36950989 0,48327412 0,15557532 0,61657103 0,30757311 0,19565555 0,22964761
188,000 0,29494926 0,60405228 0,39676505 0,55956291 0,24807887 -0,11147876 -0,1366722
189,000 0,44533165 0,51039764 0,37876492 0,69857688 0,2537113 0,37163611 0,3962217
190,000 0,58936311 0,73057101 0,47237018 0,67828448 0,28404734 0,44521011 -0,0457731
191,000 0,50784755 0,87090593 0,47846996 0,69040305 0,4452155 0,46643942 0,41260519
192,000 0,46030112 0,71411501 0,52023703 0,68062415 0,31809366 0,43687181 0,2085262
193,000 0,55748578 0,84469109 0,45417045 0,73883789 0,5177285 0,41735608 0,43380494
194,000 0,51152525 0,71005034 0,36764346 0,62588651 0,35225069 0,39752535 0,23484619
