acceleration_X acceleration_Y acceleration_Z angular_velocity_X angular_velocity_Y angular_velocity_Z
23 -95 1127 -31 25 35
47 -95 959 -31 25 35
23 -47 911 -23 7 1
23 -71 1079 -30 2 -63
-47 71 791 30 -28 -78
0 191 815 153 -27 -31
119 47 1103 153 -27 -31
0 -167 1007 -31 15 28
0 -119 983 -93 -13 30
71 -119 959 -61 76 -25
0 -119 1007 -41 9 -25
143 47 1007 -41 9 -25
167 23 983 70 58 -10
-23 -23 1079 107 26 18
47 -23 1055 29 -69 5
143 0 815 50 -23 -32
71 -23 911 50 -23 -32
-47 0 1007 -53 -36 -43
71 191 743 -20 -1 -17
143 -23 959 18 57 11
-167 -191 1294 -170 22 -9
0 -119 1007 -170 22 -9
167 0 863 113 -17 -37
0 0 911 148 35 -41
0 -95 1007 -13 -65 -13
0 143 935 77 29 -13
0 167 791 77 29 -13
0 -119 1127 98 -11 8
23 -143 1199 -131 13 7
0 23 839 -58 59 -20
0 -95 1007 -39 38 -27
71 -47 1079 -39 38 -27
23 47 911 -20 24 -22
119 0 959 100 -13 -1
167 -95 1007 12 25 27
-23 -47 911 22 -25 5
0 23 911 22 -25 5
0 95 911 26 3 -42
-47 23 1127 -7 -31 -28
0 -23 1055 -29 5 22
23 -95 1031 -6 5 22
23 -167 1127 -6 47 22
95 -71 1055 -59 50 3
143 0 887 64 45 -14
23 0 983 72 -9 12
0 0 1007 72 -9 45
-23 23 935 25 -32 45
0 -47 983 35 -46 40
-23 -95 935 -38 -13 -6
0 -119 1079 -63 14 -22
47 0 1127 -63 14 -22
0 95 983 -7 71 -19
47 0 1007 114 17 46
143 -143 1055 24 22 55
23 0 911 -29 3 17
0 47 959 -29 3 17
23 0 1031 -10 -8 -31
0 -47 959 -54 -8 -14
0 0 983 -3 -37 7
23 0 935 36 0 16
-47 -47 935 36 0 16
47 -167 1127 -1 -11 -1
47 0 1103 -30 47 -32
-47 143 743 103 68 -65
143 71 1055 52 24 -27
191 47 863 52 24 -27
0 23 743 -26 82 -1
23 -95 1031 14 -45 -4
95 -47 983 -111 9 -20
0 23 863 -13 -30 -33
23 -71 1127 -13 -30 -33
0 -143 1079 -13 30 -10
95 0 959 27 15 -11
95 0 1007 87 58 -29
23 0 983 7 37 -30
95 0 1055 7 37 -30
71 167 863 12 32 -43
23 23 911 46 26 -26
0 -23 1127 -51 -21 1
0 -71 959 -50 -8 14
0 -23 863 -50 -8 14
-47 -119 1103 20 1 15
0 0 1055 -27 0 -31
47 167 791 97 0 -26
119 23 1031 63 24 12
0 -71 1103 63 24 12
0 -95 983 -76 -28 68
23 -71 959 -3 42 8
0 -47 1079 -26 26 -49
95 -71 1103 -5 16 -50
23 71 887 -5 16 -50
-47 47 959 150 53 -6
0 0 1055 40 -33 28
23 23 839 13 -27 1
23 0 767 -24 -23 -32
-23 -95 1031 -24 -23 -32
0 0 791 -98 -25 -32
119 -47 1175 53 36 -10
-167 -191 1366 -118 30 -12
95 71 1007 2 -21 -14
191 0 791 2 -21 -14
71 -23 959 186 49 -16
-47 -71 1175 -7 -21 -30
47 71 1055 -25 43 -39
23 191 695 120 39 0
0 -47 1103 120 39 0
47 -95 1079 -111 0 18
0 -23 839 -65 53 30
71 -47 1223 24 25 -16
71 -47 1247 -24 43 -46
23 23 911 -24 43 -46
47 0 1031 113 9 7
143 -47 1127 65 24 26
23 0 767 24 -21 36
71 23 839 15 -37 -13
-23 -23 911 15 -37 -13
-71 0 935 -55 -50 -25
23 -23 1007 -8 -23 27
0 -23 1055 -2 46 60
-23 -191 1127 -41 39 29
0 -71 1079 -41 39 29
119 23 911 17 78 -22
23 0 1103 72 14 -27
0 0 1055 35 5 1
0 119 863 60 -12 18
0 0 935 60 -12 18
0 -143 911 -33 -23 39
-23 -167 911 -58 -46 33
0 -167 1031 -91 12 -9
0 71 983 13 30 -26
-23 47 983 13 30 -26
143 -95 983 44 18 24
95 -119 1007 22 46 51
-47 23 1103 27 10 0
23 -23 1079 7 10 -57
23 -23 863 7 20 -57
0 71 863 24 4 -56
47 47 935 28 -4 -23
0 -71 983 -9 -15 23
0 -167 959 -9 -15 -7
71 -71 1127 -49 -10 -7
-47 23 863 -51 71 -67
143 -23 1055 40 20 -53
191 -47 983 12 93 -21
71 47 959 12 93 -21
23 -23 1151 70 12 -1
71 -71 1103 -8 13 -24
0 23 863 24 -2 -40
0 0 1055 -10 -9 -28
0 -47 1055 -10 -9 -28
-23 47 1007 -15 15 -21
95 -23 959 39 10 -13
47 -95 959 -2 50 7
23 -95 1007 -56 50 -9
47 23 935 -56 50 -9
47 47 863 18 60 -12
47 -23 1127 63 25 -15
0 -47 1055 0 -11 11
0 -95 935 23 -39 16
47 -119 1031 23 -39 16
0 -23 959 -19 -17 -2
-23 23 767 0 -13 -30
71 95 935 48 20 -40
-23 -23 1031 -42 10 -30
-47 -71 1031 -42 10 -30
95 -23 935 -50 5 -5
-71 -191 983 -7 50 -8
0 -167 1175 -68 6 -31
143 0 1007 10 51 -57
119 143 935 10 51 -57
-23 0 1103 89 22 -42
23 0 1031 6 -44 14
0 0 839 46 -10 33
-47 -71 959 -51 -16 -17
-23 0 839 -51 -16 -17
119 119 767 -37 -10 -65
-71 -167 1294 13 40 -49
-143 -167 1247 -142 -3 -18
0 0 863 95 -10 30
119 -23 767 95 -10 30
23 -71 887 142 41 19
23 0 1127 -82 -47 -64
23 191 743 46 53 -80
0 0 959 89 -15 -43
0 -191 1294 89 -15 -43
0 -23 863 -173 18 44
0 -119 959 -29 44 49
23 -191 1199 -48 38 -4
167 23 1055 34 31 -38
23 95 911 34 31 -38
0 0 1175 112 -12 2
-23 -47 1055 36 -3 41
0 0 815 35 -39 26
23 -23 887 -31 -14 -32
-23 -95 911 -31 -14 -32
-23 0 983 -72 -47 -23
0 0 887 31 22 1
-47 -71 1127 15 33 13
23 -143 1199 -39 39 32
119 -23 911 -39 39 32
71 0 1007 30 48 -2
0 -47 1031 0 25 -25
0 47 887 26 -22 -5
47 0 911 47 -24 -10
0 -47 1007 47 -24 -10
0 -95 911 -5 -26 9
0 -143 1007 -15 -22 17
0 -47 1031 -56 56 -17
-23 47 935 39 3 -45
47 23 1055 39 3 -45
71 -119 1031 10 3 -6
0 -71 1031 -15 8 40
-23 -95 1031 6 -16 12
0 -47 983 -25 8 -16
0 -23 935 -25 8 -16
0 71 935 20 -1 -52
-23 0 959 58 -5 -49
0 -143 935 7 -29 -5
71 -191 1079 -71 51 -6
-71 47 935 -71 51 -6
23 23 935 2 27 -74
191 0 911 -4 34 -62
191 47 839 32 60 -29
0 -23 959 -15 -33 9
47 -47 1079 -15 -33 9
-23 23 863 -25 16 -29
47 -71 1079 17 -47 -47
47 -119 1079 -75 10 -42
0 0 959 -75 10 -38
23 0 983 25 -2 -38
71 -119 983 71 28 -13
0 -95 1055 2 3 -11
71 -23 1031 -2 33 -4
95 47 935 -2 33 -31
47 47 1055 52 31 -31
0 0 1079 15 -15 -31
-23 23 935 10 -24 -10
47 -95 1079 -9 -35 13
23 -95 1031 -9 -35 13
-47 -23 887 -38 -19 19
-23 47 959 64 -38 -3
0 47 1031 26 26 -31
0 23 1031 -2 -4 -15
23 -23 1055 -2 -4 -15
0 -191 959 -3 29 28
0 -191 1079 -41 31 22
119 47 959 -38 14 -54
167 119 887 92 34 -99
0 0 1055 92 34 -99
-23 -23 1007 34 -19 -66
0 -23 935 25 -51 9
0 -95 935 8 -34 27
-47 -47 1007 -44 -13 -18
119 23 839 -44 -13 -18
191 0 1007 -24 25 -79
-23 -23 1127 -97 65 -70
23 47 1055 -13 -55 -19
167 23 935 208 17 54
95 -119 887 208 17 54
0 -95 1079 69 -38 23
0 215 743 -65 10 -61
23 191 695 71 21 -66
95 -95 1151 -97 33 28
23 -95 1055 -97 33 28
-47 -191 1079 -104 50 61
23 -191 1127 -9 25 25
95 0 1031 13 37 -44
47 71 983 105 -13 -43
95 95 1079 105 -13 -43
-23 47 935 72 -20 15
0 0 863 63 -54 64
23 -119 959 -32 -26 16
-23 -119 959 -82 -45 6
0 -95 935 -82 -45 6
0 0 935 -12 -1 -13
0 0 1055 40 23 5
0 0 1103 -1 34 25
71 -23 983 36 36 47
23 -167 1031 36 36 47
0 -119 1031 -33 16 12
0 119 911 -36 -2 -42
47 47 959 23 5 -64
23 23 863 9 -7 11
-23 -23 863 9 -7 11
95 -95 1055 1 -30 44
-47 23 983 -68 30 -16
-23 23 983 -28 0 -49
95 -47 1031 -19 41 -34
23 0 935 -19 41 -34
23 -119 1079 12 48 -3
47 -191 1151 -3 1 -4
47 -95 1007 -14 23 -44
23 23 887 39 21 -88
0 119 983 39 21 -88
-71 0 935 33 0 -67
0 -119 1007 4 -9 -7
-23 -47 1007 -55 70 -1
-119 -23 959 -45 4 -58
0 -71 1031 -45 4 -58
143 47 791 -73 70 -73
0 0 839 57 58 -41
23 -71 1199 -5 0 -20
47 47 1055 58 4 -16
47 0 935 58 4 -16
71 -143 1055 41 -37 -3
-23 -47 983 -119 14 -32
0 143 863 19 -11 -30
0 47 983 68 33 -17
47 -23 1031 68 33 -17
23 -71 983 -24 1 14
0 -23 935 22 61 15
47 0 959 6 31 4
47 0 1055 -29 26 -19
-23 23 959 -29 26 -19
0 -23 1031 14 3 -21
0 -95 1103 -20 -8 -4
-23 -23 839 -2 1 16
-23 0 887 39 3 -25
95 -47 983 39 3 -25
0 23 1007 -62 45 -34
-23 0 1055 -21 27 -15
23 -71 1079 -5 44 32
71 -191 1031 -5 44 -10
47 -95 959 -36 57 -10
119 0 983 18 47 -43
23 71 983 37 29 -63
0 95 959 10 -33 -56
47 119 935 10 -33 1
23 -119 1055 42 -19 1
-23 0 1055 -25 3 37
95 0 719 0 13 -30
191 -47 935 -22 34 -72
71 -47 1270 -22 34 -72
-71 143 1127 -139 37 -69
95 95 1031 87 -32 6
143 -95 959 183 28 115
47 -143 983 -16 -9 40
-47 143 839 -16 -9 40
47 143 743 -1 1 -61
47 -23 1079 -21 -7 -84
23 0 1031 -103 37 -3
0 -71 1103 -33 40 57
-23 -191 1175 -33 40 57
119 -95 1007 -59 70 40
143 47 1007 35 35 -47
71 71 1007 56 32 -53
-23 71 959 69 -19 -11
0 23 959 69 -19 -11
0 -71 863 -9 -40 51
-23 -143 983 -57 -38 8
-47 -143 935 -60 -1 -17
0 -23 983 15 44 -50
0 -47 1127 15 44 -50
47 23 1103 26 33 -13
71 -23 1079 84 12 26
95 -95 1127 53 5 46
23 -119 1007 2 -36 -4
47 47 863 2 -36 -4
23 119 863 29 -63 -73
0 71 839 14 -68 -30
-23 -95 935 -22 -88 61
119 -119 1007 -50 24 55
-47 -47 1079 -50 24 55
-23 -143 1175 -75 -20 -18
167 -23 959 -45 7 -34
47 23 983 118 24 -7
23 -119 1199 71 -36 39
0 -71 1103 71 -36 39
47 -23 839 20 -51 30
23 95 839 90 -69 -20
-71 119 911 24 -60 -49
-71 -71 887 -17 -78 -7
47 -23 1031 -17 -78 -7
-23 -143 887 -38 51 42
-47 -215 1151 -75 27 -3
0 -119 983 -138 61 -41
143 47 767 93 77 -57
167 23 911 93 77 -57
143 47 1175 41 23 -34
23 23 959 76 -6 -11
119 0 935 115 -71 -11
0 -119 1055 -56 -51 -32
-47 0 863 -56 -51 -32
0 0 839 -68 -62 -44
0 0 1007 -4 0 -42
23 -71 1031 -53 15 -7
119 0 959 28 64 5
47 -71 1055 28 64 5
71 -95 1055 18 52 10
167 23 1007 20 48 -20
71 95 983 70 -1 -26
0 0 1031 28 -64 -28
23 23 1079 28 -64 -28
0 0 911 -10 -79 -17
-23 -47 815 -16 -71 5
-23 -143 959 -64 -25 -17
0 -47 1007 -80 24 -27
-71 -47 959 -80 24 -27
71 -71 1079 46 32 -8
47 -71 1127 19 78 -5
23 -23 959 14 58 -20
71 -47 1031 3 26 -55
119 0 983 3 26 -55
-23 47 959 -37 -42 -49
0 71 983 23 -68 1
-23 -23 983 29 -12 30
-95 -47 959 4 -32 -1
119 0 767 4 -32 -1
191 -95 911 1 16 -65
-47 -47 1175 -115 49 -107
-71 71 1055 -37 1 -37
23 71 959 169 1 52
167 -71 959 169 16 52
23 0 935 77 23 28
0 119 911 16 -38 -59
0 95 911 -9 -15 -59
23 71 959 -9 -15 -19
23 -47 1007 -22 -2 -19
0 -191 1127 -88 2 48
-23 -167 1007 -73 33 43
119 -71 959 18 33 -6
47 0 1079 18 33 -40
0 47 1031 1 27 -40
0 47 935 58 -34 -1
0 0 863 82 -42 22
0 0 1007 -11 -56 13
0 -23 1007 -11 -56 13
0 -23 887 -43 -18 23
-47 -71 1007 10 -10 5
0 -71 1079 -17 31 -26
-23 95 935 68 12 -46
23 71 1103 68 12 -46
0 0 1055 33 -3 -14
-47 -47 983 0 19 37
0 -71 1007 -45 0 19
47 -143 959 -93 6 -23
47 -47 887 -93 6 -23
95 -23 935 0 -32 -25
23 0 935 40 15 -20
0 -71 1079 3 -32 -12
119 -23 1055 -3 -3 12
47 167 887 -3 -3 12
0 47 959 97 34 -6
47 -119 1175 -27 4 -7
0 -95 1031 -117 12 -27
71 -23 911 -2 6 -45
95 0 1007 -2 6 -45
-95 -47 1031 -1 9 -48
119 0 1031 6 -26 -29
71 95 767 96 51 -13
0 -167 1223 -15 -16 -23
23 -191 1175 -15 -16 -23
71 -23 671 -123 22 -43
119 -23 935 70 25 -36
23 -95 1127 -39 23 -60
-71 191 911 34 -17 -47
0 95 935 34 -17 -47
0 -191 1151 55 29 -2
0 -167 1151 -76 4 -8
95 23 935 -56 -5 -44
47 -23 887 10 10 -44
23 0 1055 10 10 -44
71 47 911 12 -14 -32
0 0 911 58 30 -1
23 -95 1055 -23 14 -6
119 -71 1031 -49 6 -31
23 0 959 -49 6 -31
47 -47 1007 -5 26 -34
23 119 1031 -27 -21 -63
47 71 959 35 -4 -36
47 47 935 33 -3 30
0 -71 1007 33 -3 30
23 -143 1103 -48 -8 -1
0 0 911 -36 27 -47
23 0 983 11 5 -33
0 -23 1031 10 38 -7
0 23 935 10 38 -7
71 -23 1079 49 4 13
23 -47 1007 -26 -12 -3
0 -47 911 -39 -17 -12
0 0 1031 -3 -5 -43
47 0 1055 -3 -5 -43
0 -47 1007 37 35 -9
-47 -23 983 -6 -3 18
191 23 815 27 35 -3
47 -23 1055 -76 37 -54
-143 23 1127 -76 37 -54
-167 143 1007 -76 -43 -47
143 0 959 140 -7 34
191 -23 791 104 20 33
-95 -23 1007 -36 -39 -22
71 95 863 -36 -39 -22
47 143 767 -20 35 -51
23 0 1127 12 27 -36
-23 -119 1127 -95 44 35
23 -167 1007 -35 39 46
0 -119 1079 -35 39 46
167 -95 1055 -12 19 0
47 71 1007 33 -7 -27
47 143 983 69 -45 -21
23 23 839 45 -32 28
0 0 887 45 -32 28
0 -71 959 -19 -45 49
-23 -143 935 -36 -11 34
-23 -143 959 -38 3 -10
47 0 1007 -3 3 -40
23 95 983 -3 32 -40
23 -23 1223 44 -12 2
71 -47 1175 -7 17 31
47 -71 983 -27 21 23
0 -95 959 -27 21 -41
23 0 959 -18 8 -41
47 23 959 -20 -16 -65
23 0 863 46 -18 -28
23 0 911 86 -28 23
-47 -119 1031 86 -28 23
47 -47 1055 -58 -20 -3
23 -23 959 -68 43 -21
0 0 935 46 60 -55
71 -71 1103 -5 36 -33
71 0 935 -5 36 -33
47 -23 935 2 36 -25
0 0 1031 48 -8 -21
-23 -143 983 3 -38 -10
143 -47 983 1 -8 -15
0 71 815 1 -8 -15
0 47 887 74 21 -36
47 -143 1151 -44 -10 -20
0 -71 911 -48 31 -21
143 -23 887 57 -1 -37
23 -23 1079 57 -1 -37
0 0 935 -26 27 -65
23 71 959 17 -42 -41
23 -47 1007 24 23 0
0 -143 1103 -53 -7 -8
23 -71 1055 -53 -7 -8
23 -23 983 -18 21 -30
47 -71 1031 -33 3 -48
47 95 863 19 10 -37
71 167 887 96 13 -22
71 71 1103 96 13 -22
0 -47 959 -8 -17 28
71 -47 887 -15 -1 25
-23 -119 1055 -15 16 -16
0 -23 1103 -60 -15 -66
71 143 911 -60 -15 -66
71 47 935 63 -2 -43
0 -143 1031 20 -20 34
119 -143 911 -10 -2 26
71 -47 1007 -24 29 -25
-23 -71 1007 -24 29 -25
23 23 1055 -37 -26 -69
95 0 887 33 28 -47
23 -23 911 32 24 -7
23 -23 1127 -36 -14 -8
0 -23 959 -36 -14 -8
23 -23 1031 -25 10 -8
71 0 1055 -26 -24 -35
47 23 863 44 19 -36
0 23 911 40 -10 -20
-47 0 983 40 -10 -20
191 47 815 -13 -4 -23
95 -23 1031 -17 23 -47
-167 0 1199 -158 -27 -54
23 -23 1127 41 -45 -8
95 23 719 41 -45 -8
-23 23 815 190 60 39
0 -47 1127 33 -49 9
23 119 887 -41 25 -30
95 143 647 45 -4 -32
47 -47 1151 45 -4 -32
23 -119 1127 -116 15 13
0 -143 959 -44 10 50
143 -119 1103 -10 9 39
0 0 1055 9 13 -21
0 23 983 9 13 -21
71 95 1007 47 -24 -29
71 0 959 67 -22 5
0 23 911 39 -72 22
0 -23 959 -19 -39 24
-71 -71 935 -19 -39 24
23 -215 959 -65 -57 15
0 -47 959 -40 14 -24
-47 47 1007 63 -32 -63
-47 167 1151 67 -51 -40
0 119 1031 67 -51 -40
-47 -47 1007 46 3 37
0 -191 1103 -73 -1 56
119 -119 863 -131 29 -23
95 -143 887 -65 4 -69
23 71 791 -65 4 -69
0 71 839 54 3 -56
0 -143 1127 51 -59 10
0 -95 1151 -62 -37 41
47 -95 959 0 -8 -25
-23 -47 983 0 -8 -25
23 -23 1031 -33 16 -51
47 0 1007 -28 12 -45
23 0 1031 -3 -12 1
23 -23 1031 20 -12 15
23 -167 935 20 -27 15
47 47 1007 -13 -62 8
47 71 887 26 2 -41
-95 47 911 21 -61 -51
0 -23 1079 21 -61 -34
0 -71 911 -66 -11 -34
0 -47 935 0 -32 -2
47 -119 983 -40 2 -22
0 23 1007 -36 -31 -52
23 0 1079 -36 -31 -52
95 0 1007 15 -3 -64
23 -23 1079 14 24 -45
47 -71 1079 -36 9 2
95 -119 959 -23 -7 -15
0 -47 983 -23 -7 -15
71 143 935 -5 -35 -47
0 119 911 66 -5 -48
23 0 1055 4 -28 7
71 -23 1007 -32 5 35
119 -119 935 -32 5 35
0 -95 1103 -41 -2 10
23 -71 1079 -88 -40 -42
23 119 935 16 -41 -57
47 71 959 59 -25 -13
-47 -119 1031 59 -25 -13
47 -71 1079 -10 -52 39
-23 -47 959 -23 13 38
0 -71 1031 5 15 -1
23 119 1007 43 47 -39
119 95 815 43 47 -39
23 47 911 117 70 -22
47 -23 1079 -2 21 16
23 -119 959 -58 10 27
23 -143 983 -51 -23 4
0 -23 1031 -51 -23 4
-71 -23 935 -16 6 0
-23 0 1007 18 6 7
-23 -23 839 27 42 -8
71 -23 863 81 80 -37
0 -71 1199 81 80 -37
0 -23 1103 -79 72 -64
191 143 1031 -14 3 -30
71 71 671 199 79 2
23 0 935 33 -59 -7
23 -47 1007 33 -59 -7
71 95 647 -82 -20 -15
23 0 1127 46 -2 -39
47 -167 1223 -165 28 -14
47 -23 1031 -60 70 0
95 -191 1103 -60 70 0
167 -71 1247 42 74 23
95 0 1055 53 59 -1
95 71 1031 118 16 -23
167 23 983 56 -24 -4
0 23 911 56 -24 -4
23 119 791 13 -75 21
71 0 935 -2 -38 34
-119 -143 935 -90 -51 41
23 -71 959 -76 18 15
0 -47 959 -76 18 15
23 -119 1103 -1 54 5
47 23 1151 9 22 14
143 23 1055 72 27 29
0 47 1055 50 13 31
0 -23 1031 50 13 31
0 -23 911 0 -25 0
95 23 959 -36 -13 -39
0 119 767 9 -32 -17
-47 0 935 0 -68 12
-23 -191 1151 0 -68 12
0 -167 1079 -110 -5 33
-47 -95 983 -6 26 17
0 -143 1055 -1 51 -40
95 -23 1055 14 71 -52
143 71 1007 14 71 -52
0 71 1007 80 34 -39
0 0 983 56 -15 0
23 -167 959 -15 -49 34
0 0 887 -18 -1 -26
-71 0 791 -18 -1 -26
0 -23 1127 3 -46 -66
23 -23 1055 -67 15 -56
-23 0 863 37 -27 -16
-23 -71 959 -11 45 -16
47 -119 983 -11 45 -16
47 23 935 -53 41 -48
47 0 1055 -42 6 -64
0 0 959 9 19 -51
23 47 1007 33 19 -17
0 -23 1007 33 -6 -17
0 -95 935 -33 5 -13
23 -71 863 -16 -35 -29
71 23 887 1 23 -65
-47 71 959 1 23 -54
23 0 1079 0 -5 -54
119 0 911 -3 10 -4
71 -143 1007 47 16 6
0 -191 1175 -70 26 -33
0 -47 911 -70 26 -53
23 95 983 -14 -19 -53
47 23 983 26 -16 -43
0 -23 935 3 -40 -3
23 -23 1007 -21 -32 18
-23 -143 1007 -21 -32 18
-23 -143 935 -53 6 -8
143 47 959 5 -11 -22
23 23 935 45 64 -40
-23 71 1007 27 -1 -19
-23 47 1031 27 -1 -19
23 -23 1079 15 14 30
47 -167 1007 -56 -19 25
47 -95 983 -56 -21 -39
0 0 911 31 16 -44
-23 0 935 31 16 -44
0 0 695 17 -23 -28
191 71 911 68 4 -8
0 -23 1247 -66 14 -39
-167 -215 1079 -125 -45 -37
119 -23 1007 -125 -45 -37
23 47 863 92 47 -20
0 0 935 61 30 -20
47 23 1007 -22 -44 -9
47 95 719 65 31 -5
0 0 1079 65 31 -5
23 -143 1247 -16 -21 -24
0 -95 1007 -137 21 -15
23 -95 959 2 17 45
71 -71 1127 -39 36 17
0 -23 1103 -39 36 17
0 47 983 9 -14 3
71 0 911 68 3 20
0 -47 959 4 -28 10
0 71 935 -3 -20 -15
0 95 887 -3 -20 -15
0 0 1007 41 -6 -28
-23 -119 1031 -76 -17 -5
0 -47 911 -16 -3 23
23 -143 1007 -16 -18 10
0 -71 1055 -16 -18 10
23 71 959 8 -19 -27
23 71 983 104 -11 0
0 23 983 0 -11 -1
0 -143 959 -53 -32 10
47 -95 959 -53 -32 10
0 0 839 -21 12 -23
0 47 935 10 -50 -47
0 -71 1175 -57 -21 -25
0 -23 1007 26 -7 4
-23 -47 983 26 -7 4
23 -191 1079 38 12 16
71 -143 959 -55 25 3
23 23 887 11 22 -40
47 95 959 43 -2 -70
-95 -23 1031 43 -2 -70
47 -119 1007 1 -28 -8
-23 -47 935 9 35 24
-47 -71 887 2 -2 -18
0 -23 1223 -127 -8 -49
23 95 959 -127 -8 -49
-23 191 743 -2 49 -55
23 -119 1055 41 -19 0
71 -119 935 -16 27 17
0 -23 959 0 -57 -33
0 -23 1007 0 -57 -33
0 47 935 -15 -2 -64
0 119 959 20 -24 -48
0 -71 1127 11 23 -26
-23 -95 1055 -23 3 11
71 -47 911 -23 3 11
119 0 1007 30 29 -11
47 0 1055 -22 22 -33
23 0 1031 -50 -15 -31
167 47 839 69 2 -17
23 -95 1055 69 2 -17
23 -167 1199 -13 -15 15
0 47 887 -35 -46 -24
71 47 935 43 -6 -22
0 0 959 -22 -17 1
-23 0 911 -22 -17 1
47 23 1007 1 -20 6
0 -119 983 -6 30 2
95 -71 1007 -32 7 -18
71 0 887 26 7 -65
0 23 935 26 59 -65
47 23 1007 14 -13 -49
23 47 1079 25 -26 -5
-47 -47 1103 -26 -20 22
0 -119 1007 -26 -20 5
47 -23 1031 -11 -11 5
0 -23 911 7 12 -32
0 71 863 22 -11 -66
191 143 863 92 -4 -45
119 0 1199 92 -4 -45
-143 -143 1127 -57 0 -6
-119 -47 935 -107 -47 13
191 23 887 75 18 -13
0 0 911 24 -14 -67
-23 0 1007 24 -14 -67
47 71 839 -21 -35 -60
0 95 767 85 45 -14
47 -167 1247 27 21 10
47 -119 1055 -99 67 -11
0 -47 887 -99 67 -11
47 -71 1031 0 49 -36
47 0 1127 -12 25 -37
23 95 983 31 -50 -19
119 0 983 55 -21 19
0 -167 959 55 -21 19
0 -47 1007 -25 -34 4
0 47 887 -34 -13 -34
0 23 959 49 5 -49
0 23 1055 11 -7 0
47 -23 983 11 -7 0
23 -95 959 9 34 32
23 -119 1151 -56 32 5
47 -23 1007 -27 25 -23
23 71 959 71 29 -6
47 47 1031 71 29 -6
-23 -71 1031 16 -1 4
95 -47 911 -18 -16 22
23 -71 911 2 30 -2
47 0 1007 -48 -27 -50
0 -167 1127 -48 -27 -50
23 -23 935 -87 -35 -14
23 71 911 42 8 25
0 -167 1055 31 -8 45
23 -167 1007 -29 21 29
23 0 887 -29 21 29
47 71 959 12 23 -42
23 47 1055 -5 6 -68
-71 -119 1031 -10 -28 -22
143 -71 1055 -1 34 16
-47 -143 863 -1 34 16
23 -191 1079 2 -14 -28
71 0 935 -100 3 -89
-47 143 647 84 -24 -73
23 0 1103 69 -37 -9
47 -23 1055 69 -37 -9
0 -23 863 -22 40 11
0 -143 1055 -11 -17 -40
47 -119 1103 -88 46 -63
23 47 983 -31 5 -78
0 23 1031 -31 5 -78
95 -23 1055 28 39 -38
191 -23 959 33 9 0
143 0 911 63 30 10
23 0 983 1 -15 -10
0 -23 1007 1 -15 -10
23 47 863 -40 -32 -44
47 47 839 49 -1 -27
-23 -71 1199 -35 -6 -2
-23 -119 1055 -15 -19 22
71 0 935 -15 -19 22
47 -23 1007 31 17 8
23 0 911 -20 -2 -25
119 71 983 43 -5 -37
23 47 1007 20 19 -43
-23 -47 1055 20 19 -43
47 -47 1127 -11 -44 19
47 -23 839 2 48 17
-47 -23 1007 -8 -4 -39
47 47 983 -8 -7 -35
23 71 935 -8 -7 -35
47 -143 1127 43 -23 -1
119 -47 1103 -3 -11 15
47 -47 863 18 15 4
23 -23 911 -25 -12 -37
0 -23 887 -25 -12 -37
167 167 815 47 -1 -60
119 47 1175 11 16 -41
-167 -191 1127 -115 -42 13
71 -95 1031 65 -42 32
119 0 815 65 16 32
-23 -23 911 55 81 -42
-23 0 1055 -42 -16 -85
71 215 791 77 49 -58
71 167 695 77 49 -6
23 -167 1270 78 -21 -6
23 -167 1079 -132 13 29
71 -71 911 -42 21 31
119 -95 1055 -47 61 -6
23 23 1103 -47 61 -35
23 119 959 -12 8 -35
119 71 1031 122 -5 5
47 -167 1031 43 -1 55
23 -23 1031 0 -29 45
47 23 911 0 -29 45
0 0 935 17 20 -43
47 23 1007 -37 -21 -16
47 23 935 -13 0 20
0 -191 1031 -18 -1 43
23 -215 1151 -18 -1 43
0 -119 983 -62 4 27
23 23 935 43 21 -2
23 71 1055 67 41 -29
23 47 959 57 -14 -8
71 23 983 57 -14 -8
0 -23 935 42 10 35
0 0 911 6 -9 8
71 -191 1127 -86 -17 -23
23 -143 1031 -124 18 -24
47 0 1007 -124 18 -24
23 -47 1007 63 15 -6
0 -167 1055 57 18 17
71 -71 935 25 11 15
47 0 911 31 6 -46
0 23 1007 31 6 -46
0 23 1007 -14 -15 -87
47 0 1031 0 -20 -7
167 0 983 40 37 37
-71 -143 911 -18 -19 6
23 -167 1199 -18 -19 6
71 -23 983 -92 21 -39
23 47 863 30 -6 -71
119 0 1055 29 -5 -46
0 0 887 2 30 -9
0 0 911 2 30 -9
95 -95 1079 8 -26 -6
95 -95 935 -40 3 -29
0 -23 935 -19 -4 -55
47 0 1127 -7 35 -48
0 -23 959 -7 35 -48
191 23 911 40 4 -14
191 23 911 83 9 -15
0 -71 1031 18 -25 -39
95 -71 1079 -92 -20 -49
47 -71 791 -92 -20 -49
95 0 863 -9 -1 -46
0 -95 1079 -21 -5 -23
0 0 983 -35 -1 7
0 47 911 79 4 24
71 0 1055 79 4 24
-47 -23 1031 -9 14 -9
143 0 935 6 -15 -41
71 47 983 25 37 -38
-23 0 1031 -8 -42 -25
0 0 1031 -8 -42 -25
167 -23 983 13 14 -13
23 -119 887 0 41 -4
0 -95 1007 -38 -30 -22
143 23 959 0 20 -54
23 0 1031 0 20 -54
47 -23 1247 1 -24 -22
47 0 1007 24 1 18
