acceleration_X acceleration_Y acceleration_Z angular_velocity_X angular_velocity_Y angular_velocity_Z
8224 16160 8198 16191 8224 8224
8224 16160 8202 8194 8255 8224
16160 16249 4611 28448 16249 8224
8224 16160 8194 31097 31097 8224
16160 29955 633 16160 8255 7456
8224 16160 2819 3104 16160 8313
8224 16160 29984 31097 8313 8224
8313 16160 28419 31097 16249 8313
16160 259 29984 16249 8224 5408
16160 259 2080 16160 8224 7968
16160 30979 30073 28537 8313 8224
8224 16160 1795 16160 8255 8224
16160 4415 28448 16249 8224 28448
8224 16160 31097 31039 8255 8224
8224 16160 31093 8200 16191 8224
16160 28419 16249 8255 8224 16160
8224 1824 16132 30073 28537 8313
16160 16131 16249 8224 8224 4640
8224 42784 29955 2681 29984 8313
16160 29955 30073 16249 8313 8224
5920 16160 800 16160 8255 28704
16160 16131 16160 8255 16160 16249
8224 16160 2681 16160 8313 8224
8224 16160 771 2848 16160 8255
16160 8255 16191 8224 8224 32263
8224 16160 31008 16249 8255 22048
8224 16160 288 16160 8255 21792
8224 16160 29984 28537 8313 8224
8224 16160 1145 8224 8224 8224
8224 16160 8202 8224 8255 8224
8224 16160 29955 1657 28448 8313
16160 2308 29984 31097 8313 8224
8313 16160 16249 8313 8224 6176
16160 1283 28448 16249 8313 8224
8224 16160 30073 633 8224 8224
16160 16131 16160 8255 16160 16249
8224 16160 1283 28448 30073 8313
8224 16160 259 288 2080 8224
8224 16160 16131 16191 8313 8224
8224 16160 8204 8202 8255 8224
5920 1824 6404 4896 16160 8224
8224 16160 16160 16249 8255 28448
8224 16160 8224 8206 8255 8224
5920 16160 16249 8255 8224 14112
8224 16160 29984 16249 8255 15648
16160 1539 2592 16160 8313 8224
5920 16160 8194 8203 8255 8224
5920 16160 8198 8203 8255 8224
16249 16131 2425 800 8224 8224
8224 1824 2564 28448 30073 8313
16160 29955 1913 29984 8313 8224
5920 16160 8203 8224 8193 8224
8224 16160 2336 544 8224 8224
8224 16160 28419 1145 16160 8224
16160 831 31087 8224 16191 8224
8224 16160 1657 16160 8313 8224
16160 16131 8224 8255 8224 32367
8224 1824 16132 28537 8313 8224
8224 16160 288 16160 8224 13344
8224 16160 1824 16160 8224 8224
8313 16160 16191 31093 8224 8224
8224 16160 8198 8193 31039 8224
8224 16160 259 1056 16160 8255
8224 16160 8224 31087 8201 8224
8224 16160 16160 16249 8224 14112
8224 16160 288 16160 8224 13856
8224 1824 3076 1568 16160 8224
16160 1539 8224 16160 8224 16160
8224 16160 3104 3872 8224 8224
6009 16160 8204 8193 8194 8224
16160 8255 31093 31087 8224 8224
16160 2563 29984 28537 8313 8224
8224 16160 31039 31093 31039 8224
16160 16131 16191 8224 16160 30993
8224 16160 28419 8313 16160 8313
16160 2819 16160 31097 8313 8224
16160 29955 16249 8255 8224 16160
8224 16160 259 16160 16249 8224
8224 16160 29955 633 28448 8313
6009 1824 1284 8224 16160 8224
8224 16160 16131 28479 8313 8224
8224 16160 31093 31039 8224 8224
5920 42784 1795 29984 28537 8313
16160 3075 31008 16249 8255 10016
8224 1824 516 8224 16160 8255
8224 1824 16132 16191 8255 29216
8224 16160 29984 30073 8313 8224
8224 16160 3075 16160 8255 8224
8224 16160 1027 2336 16160 8224
16160 16131 31039 8313 8224 4896
8224 16160 31093 31087 31087 8224
16160 2563 28448 1657 8224 8224
16160 16249 1283 544 8224 8224
8224 16160 29984 28537 8313 8224
8224 16160 8224 8210 8255 8224
8224 16160 8193 8202 31093 8224
12064 16160 29955 8313 16160 8224
5920 16160 3872 31008 8313 8224
16160 516 2080 28448 8313 8224
8224 16160 8196 31093 31087 8224
16160 16131 16191 8224 28448 4478
16160 3587 8224 28448 8313 8224
16160 2623 2592 29984 8313 8224
16160 2307 31008 889 8224 8224
8313 16160 1913 16160 8224 1056
8224 16160 8197 8224 8255 8224
8224 16160 31008 16249 8224 16672
8224 16160 31087 31097 31093 8224
8224 16160 8195 31039 8224 8224
8224 16160 31093 31097 8197 8224
16160 16131 16249 8224 4896 4478
8224 1824 2052 1312 28448 8313
8224 1824 2564 1056 16160 8224
5920 42784 30979 16249 8313 8224
5920 16160 31097 3961 8224 8224
16160 831 31039 16191 8224 8224
16160 16131 30073 16249 8224 2592
16160 28419 1401 16160 8224 4384
5920 42784 16131 30073 16249 8255
16160 1795 3104 16160 8255 13600
8224 42784 1027 288 16160 8224
16249 831 31039 16191 8224 8224
16249 935 8199 31039 8195 8224
8224 1824 772 8224 8224 8224
8224 16160 1401 16160 8255 11808
16249 4867 16160 16249 8313 8224
8224 16160 8224 28448 8313 8224
8224 16160 2563 16160 31097 8313
8224 16160 515 800 29984 8313
8224 16160 771 31008 16249 8224
8224 16160 16131 2169 16160 8224
8224 16160 29984 4217 8224 8224
16160 8195 2080 8224 8224 8224
8224 16160 1568 31008 8313 8224
8224 1824 16132 30015 8313 8224
8224 16160 16131 28537 16249 8224
8224 16160 31093 8224 31097 8224
8224 16160 16191 8193 8224 8224
16160 29955 16249 8224 8224 6432
8224 16160 2051 29984 28537 8313
16160 2563 288 28448 8313 8224
8224 16160 8219 8194 31093 8224
5920 16160 16131 16191 8255 2848
16160 16249 5408 288 8224 8224
5920 16160 29984 16249 8224 17184
8224 16160 31093 31039 8224 8224
8224 16160 16131 30073 28537 8313
16160 1031 8195 8255 8224 8224
8224 1824 30980 30073 16249 8255
16160 16131 1087 8224 8224 8224
16160 16131 28537 8313 8224 27936
16160 2307 5152 5408 8224 8224
8224 16160 2592 28448 8313 8224
8224 16160 8200 8197 31097 8224
8224 16160 8204 8224 8212 8224
8224 16160 16249 377 8224 8224
8224 16160 633 8224 8224 8224
8224 16160 31097 8199 8224 8224
16160 1027 31008 16249 8313 8224
16160 2819 2592 16160 8224 6944
16160 29955 30073 633 8224 8224
5920 16160 16191 31087 8224 8224
8224 16160 8194 8224 31087 8224
16160 29955 633 8224 8224 8224
16160 8196 4896 16160 8224 8224
8224 16160 31087 8199 16191 8224
16160 30979 3193 16160 8224 8224
8224 16160 28419 4473 16160 8224
8224 16160 31097 16249 8255 13600
8224 1824 29956 889 16160 8224
8224 16160 8195 8201 16191 8224
8224 16160 16131 4671 8224 8224
8224 16160 31039 31039 8227 8224
16160 28419 31097 16249 8224 16160
8224 16160 4099 1568 16160 8224
16160 8195 2080 16160 8255 10784
8224 16160 1824 16160 8224 22816
8224 16160 800 8224 8224 8224
5920 42784 259 544 16160 8313
16160 16249 8196 8214 31093 8224
16160 1028 288 8224 8224 8224
8224 16160 29984 16249 8255 21024
8224 16160 4896 16160 8224 24864
16249 2819 288 16160 8255 5408
5920 16160 8313 16160 8255 17952
8224 16160 30073 377 8224 8224
8224 16160 31097 8202 8198 8224
8313 16160 8193 8224 31087 8224
16160 831 8202 31097 8200 8224
16160 8195 544 16160 8224 5664
16160 2563 16160 16249 8255 9248
8313 16160 16160 8255 8224 5920
6009 16160 8209 31039 31097 8224
8224 16160 29984 16249 8255 18720
8224 16160 28448 8313 8224 8224
16160 29955 31097 16249 8313 8224
8224 16160 31008 633 8224 8224
8224 16160 2563 544 1824 8224
5920 16160 3872 288 8224 8224
16160 30979 5497 29984 8313 8224
16160 30979 28537 16249 8313 8224
16160 30979 16249 16249 8255 12576
16160 2051 3104 1824 8224 8224
16160 42873 8195 28448 28537 8313
8224 16160 8203 8198 16191 8224
8224 16160 31093 8208 16191 8224
16160 831 31097 8195 8255 8224
16160 31039 31093 8199 8224 8224
8224 16160 16131 4415 8224 8224
16160 2308 31008 3193 8224 8224
5920 16160 8195 16191 8224 8224
8224 16160 8224 8196 16191 8224
8224 16160 31008 16249 8224 14880
8313 42784 28419 30073 16249 8224
16160 30979 377 29984 8313 8224
8224 16160 31093 31093 8195 8224
8224 16160 8195 544 16160 8255
16160 3587 16160 8255 8224 2080
16160 2623 288 16160 8224 3872
8224 16160 16249 633 8224 8224
16249 259 16160 8255 8224 -4576
5920 42784 16131 30073 16249 8224
16160 1539 16160 8313 8224 4384
8224 16160 259 29984 2425 8224
8224 16160 16160 8313 8224 8224
8224 16160 31097 8224 8216 8224
8224 16160 31039 31093 8224 8224
8224 16160 8196 31087 8255 8224
8313 16160 8224 8224 31097 8224
8224 7968 1284 16160 8255 8224
16160 16191 8313 16160 8313 8224
16160 29955 633 2592 8224 8224
8224 16160 8224 8194 8197 8224
16160 2819 31008 30073 8313 8224
16160 29956 16249 16249 8224 10528
16160 31039 31093 16191 8224 16191
16160 29955 8313 16160 8224 3616
8224 1824 16132 31097 30073 8313
16160 16131 31039 8313 8224 16160
16160 771 5664 16160 8224 6432
8224 42784 771 29984 30073 8313
8224 16160 8195 29984 16249 8224
8313 16160 8224 16160 8224 8224
5920 16160 3843 29984 16249 8224
16249 3588 8224 31008 8313 8224
16160 831 8193 8198 31039 8224
16160 1343 28448 16249 8255 16160
16160 1027 28448 8313 8224 8224
8224 16160 259 800 31008 8313
16160 2819 29984 2681 8224 8224
8224 16160 8196 8224 8199 8224
8224 16160 31008 16249 8224 18720
8224 16160 8200 8198 31093 8224
16160 29955 1145 8224 8224 8224
8224 16160 8198 8203 8255 8224
16160 16132 1599 8224 8224 21280
16160 831 31093 31093 8255 8224
16249 2563 31008 28537 8313 8224
8224 16160 2051 1312 16160 8255
8224 16160 8224 2080 8224 8224
16160 1027 28448 31097 8313 8224
8224 16160 31039 8200 8255 8224
16160 28419 8313 544 8224 8224
16160 1283 16160 8224 8224 5920
8224 1824 1796 29984 8313 8224
8224 16160 8195 8199 31039 8224
8224 16160 31093 16191 8224 8224
16160 29955 1657 29984 8313 8224
8224 16160 31008 28537 8313 8224
16160 1031 8195 8206 8255 8224
16160 3075 1824 16160 8224 10016
8224 16160 16191 8215 8224 8224
8224 16160 8194 8196 8201 8224
16160 259 29984 30073 8313 8224
8224 1824 2820 2848 1568 8224
16160 28419 1657 16160 8224 8224
16160 1027 544 288 8224 8224
16160 831 8195 8195 8255 8224
5920 1824 30980 30073 16249 8224
16160 16131 28448 8313 8224 24864
8224 16160 3075 5920 1056 8224
16160 3587 3872 5152 8224 8224
8224 16160 31039 8200 8224 8224
16160 515 1056 28448 8313 8224
8224 42784 29955 16249 31097 8313
5920 16160 16131 16191 8224 2592
16160 31039 8255 8224 8224 32373
16160 16249 28537 28537 8313 8224
16160 31039 1913 16160 8313 8224
8224 16160 31087 8198 8255 8224
16160 259 3104 16160 8255 288
16160 31039 8206 31087 8224 8224
8224 16160 8196 31093 31087 8224
8224 16160 31087 8224 8197 8224
8224 16160 16249 16249 8224 15904
5920 16160 2307 29984 1145 8224
16160 5379 1312 1056 8224 8224
8224 16160 31093 31097 31039 8224
8224 16160 16249 8255 8224 10528
16160 3075 8224 28448 8313 8224
8224 16160 30073 30073 8313 8224
8224 16160 1795 16160 8255 8224
8224 42784 1539 31008 30073 8313
16160 575 28448 16249 8255 16160
8224 16160 31093 31097 8209 8224
8224 16160 8201 8193 8194 8224
8313 16160 31097 8194 31039 8224
8224 16160 4355 544 16160 8313
8224 16160 8203 8201 8202 8224
6009 16160 515 31008 28537 8313
8313 16160 8255 16191 8224 32319
8224 1824 16132 1145 29984 8313
16160 8195 28448 16249 8224 29984
16160 515 28448 16249 8313 8224
8224 16160 30979 377 16160 8224
8313 16160 31008 16249 8255 8224
8224 42784 30979 31097 28537 8313
8224 16160 8313 31008 8313 8224
16160 3075 29984 16249 8224 16160
16160 3075 1312 16160 8255 1312
16160 1599 16160 16249 8255 28448
16160 1913 16132 889 16160 8255
8224 16160 29955 30073 16249 8224
8224 16160 31087 31093 8255 8224
8224 16160 8224 31008 8313 8224
8224 16160 1283 1824 29984 8313
12064 16160 8193 8255 8224 8224
8224 16160 31093 8203 8255 8224
16160 1539 2592 16160 8224 8480
8224 16160 31087 31093 8206 8224
16160 1031 8203 8195 8255 8224
8224 16160 8195 800 31008 8313
8224 16160 515 8224 16160 8255
8224 42784 771 1824 16160 8255
8224 16160 31093 8224 8224 8224
8224 16160 31093 31097 8255 8224
16160 29955 16249 8313 8224 16160
8224 16160 29984 16249 8224 12320
8224 16160 544 28448 8313 8224
16160 8195 5152 544 8224 8224
16160 1027 3616 16160 8224 11040
16249 8255 8203 8196 8224 8224
8224 42784 16131 16160 8224 8224
16160 16131 16191 8224 800 4478
8224 16160 2563 8224 16160 8224
8224 16160 8200 31093 8199 8224
8224 1824 28420 1145 16160 8255
8224 16160 31093 8209 8224 8224
8224 16160 8200 8206 8255 8224
8224 16160 377 16160 8224 15648
8224 16160 16131 28479 8313 8224
8313 16160 8224 8206 16191 8224
16160 771 29984 16249 8224 16160
16160 28419 8313 16160 8224 4384
8224 16160 16131 30015 8313 8224
8224 16160 30073 1145 8224 8224
8224 16160 8208 8196 16191 8224
16160 1795 16160 16249 8224 16160
8224 16160 16131 16191 8255 29984
16160 16249 771 29984 -4231 8224
8224 16160 31093 31039 8255 8224
16160 31039 31093 31093 8224 8224
8224 16160 8197 8202 31093 8224
8224 16160 2848 544 8224 8224
16160 2563 8224 8224 8224 8224
8224 16160 515 31008 16249 8255
8224 16160 800 16160 8224 15392
16160 4099 2848 16160 8224 14368
8224 1824 1028 16160 16249 8224
8224 16160 8193 8197 8255 8224
8224 16160 2592 16160 8224 26656
16160 8195 1824 28448 8313 8224
8224 7968 16132 16249 8313 8224
8224 16160 2563 2592 2080 8224
8224 16160 8196 31093 16191 8224
16160 831 8201 8196 31093 8224
8224 16160 16160 8255 8224 43808
8224 16160 28448 16249 8224 24352
8224 16160 16131 30073 16249 8224
8224 16160 1283 16160 8255 8224
12064 16160 16160 8255 8224 16160
16160 2563 544 8224 8224 8224
8224 16160 8193 8203 8255 8224
8313 16160 8224 8217 16191 8224
16160 1027 1056 16160 8255 11296
16160 2563 1056 16160 8224 16160
16160 29955 2937 29984 8313 8224
16160 1283 31008 16249 8255 16160
16160 515 31008 16249 8255 16160
16160 29955 4729 16160 8224 2080
16160 16131 31039 8313 8224 9248
8313 16160 8197 31093 16191 8224
16160 4355 29984 16249 8224 28448
16160 2879 288 29984 8313 8224
16160 3647 28448 16249 8224 29984
8224 16160 633 16160 8224 19232
8224 16160 16131 16191 8255 544
8224 42784 30979 16249 8255 8224
8224 16160 1312 16160 8224 22304
8224 16160 8204 8202 8255 8224
16160 16132 889 8224 8224 10272
16160 8195 288 16160 8224 2080
12064 1824 30980 2681 16160 8224
8224 16160 8195 2848 29984 8313
16160 4099 1056 28448 8313 8224
8224 16160 2681 288 8224 8224
8224 1824 29956 16249 16249 8224
8224 16160 31093 16191 8224 8224
16160 28420 31097 16249 8255 17440
8224 16160 16131 1855 8224 8224
8224 16160 30073 16249 8224 10016
8224 16160 8201 8209 31093 8224
16160 8195 4128 8224 8224 8224
8224 42784 29955 16249 377 8224
8224 16160 31087 31093 8255 8224
8224 16160 8201 8224 31087 8224
8224 16160 2307 16160 16249 8224
8224 16160 1401 1568 8224 8224
16160 28419 16249 889 8224 8224
8224 16160 29955 633 16160 8255
8224 16160 8224 8202 8200 8224
8224 16160 16191 8207 8224 8224
8224 16160 29955 1401 29984 8313
16160 16132 16160 8313 8224 12832
16160 1031 8197 8210 8255 8224
16160 831 8197 8198 8255 8224
8224 16160 8197 31093 8255 8224
16160 2819 31008 16249 8224 16160
8224 16160 31093 8193 16191 8224
16160 28419 30073 8313 8224 8224
8224 16160 28537 30073 8313 8224
8224 16160 31039 31039 8194 8224
8224 16160 31097 8224 8200 8224
16160 771 800 16160 8224 8224
8224 16160 8200 8224 8255 8224
8224 16160 1056 16160 8255 20000
16160 831 8196 31087 8255 8224
6009 16160 1824 28448 8313 8224
16160 2879 800 16160 8224 3616
8224 16160 8224 8203 8255 8224
16160 2819 2592 28448 8313 8224
16160 16131 1145 28448 8313 8224
16249 29955 31097 16249 8224 16160
16160 16249 8195 1056 8224 8224
8224 16160 29984 4729 8224 8224
16249 16131 3647 8224 8224 16160
8224 16160 4099 544 29984 8313
16160 30979 30073 30073 8313 8224
16160 1027 1312 8224 8224 8224
8224 16160 29984 2681 8224 8224
16160 1027 29984 28537 8313 8224
8313 16160 30979 30073 16249 8224
8224 16160 16249 28537 8313 8224
16160 29955 1913 16160 8224 16160
16160 260 8224 16160 8224 13088
5920 16160 31008 16249 8224 21792
16160 28419 31097 8313 8224 8224
8224 16160 8195 31008 31097 8313
16160 16131 1913 8224 8224 31008
8313 16160 16249 8255 8224 5408
8224 16160 8195 31097 8255 8224
8313 16160 3193 16160 8255 10784
8224 16160 8195 16160 8255 8224
16160 16131 3705 16160 8313 8224
16160 29955 633 1056 8224 8224
8224 16160 8224 6944 8224 8224
16160 16191 16249 8255 8224 16160
8224 42784 259 1056 16160 8224
16160 1031 31087 8195 16191 8224
16160 28419 30073 30073 8313 8224
16160 260 16160 8255 8224 13344
16160 3135 544 16160 8224 16160
8224 16160 8203 8224 31039 8224
8313 1824 2052 3616 16160 8224
16160 28419 28537 16249 8224 2336
8224 16160 28448 16249 8224 12832
16160 29955 16249 8313 8224 4640
16160 1031 8197 31087 16191 8224
16249 16132 319 8224 8224 9760
8224 16160 28419 16249 889 8224
8224 1824 16132 31097 31097 8313
16249 30979 31097 16249 8224 16160
8224 16160 28448 28537 8313 8224
8224 16160 8213 8200 31097 8224
16160 2819 1312 16160 8255 6688
16249 1031 8196 8198 8255 8224
16160 4355 16160 8313 8224 16160
8224 16160 31093 31039 8200 8224
16160 8195 3104 29984 8313 8224
16160 1539 31008 30073 8313 8224
16160 1027 16160 16249 8224 16160
16249 29955 28537 16249 8224 16160
5920 16160 16249 16249 8224 20512
16249 4611 8224 29984 8313 8224
8224 16160 3075 544 16160 8224
16160 1283 8224 16160 8224 16160
16160 16131 16160 8255 6176 4478
16249 935 31039 31087 8224 8224
16160 16132 889 8224 8224 8224
5920 16160 259 28448 16249 8255
8224 16160 31087 31093 8196 8224
8224 16160 8197 8197 31097 8224
16160 8195 288 28448 8313 8224
8224 16160 377 16160 8255 18720
16160 3844 28448 28537 8313 8224
16160 516 8224 16160 8255 21536
8224 16160 8255 8198 8224 8224
8224 1824 30980 28537 28537 8313
16160 1031 31039 31093 31087 8224
16160 28419 8313 29984 8313 8224
8224 16160 16191 8255 8224 32277
8224 1824 16132 31097 16249 8224
8224 16160 30979 31097 28537 8313
8224 16160 8207 8202 31093 8224
5920 16160 31093 8207 31093 8224
16160 16132 16191 8224 25376 4478
16160 771 29984 30073 8313 8224
8224 16160 28419 889 16160 8224
8224 16160 8313 29984 8313 8224
16160 29956 28537 16249 8255 23584
8224 16160 16191 8255 8224 32280
5920 16160 16191 8194 8224 8224
16160 2820 3104 16160 8313 8224
8313 1824 1028 29984 3193 8224
8224 16160 8202 8198 8210 8224
16249 2563 31008 377 8224 8224
5920 16160 1056 29984 8313 8224
8224 16160 771 29984 1657 8224
16160 8195 1312 5152 8224 8224
8224 16160 8201 8224 31087 8224
8224 16160 8224 288 8224 8224
8224 16160 8224 16160 8224 19488
8313 16160 31097 31097 31093 8224
8224 16160 3193 16160 8224 17952
8224 1824 16132 16160 8224 8224
8224 16160 2169 16160 8224 10272
5920 16160 2592 16160 8224 25376
8224 16160 16131 28537 8313 8224
8224 16160 31097 31039 8201 8224
16160 8195 16160 30073 8313 8224
8224 16160 8206 8194 16191 8224
8224 16160 1568 16160 8224 19488
16160 30979 1401 16160 8224 8224
8224 16160 31093 31093 8255 8224
16160 8255 8200 16191 8224 32274
8224 16160 8255 31039 8224 8224
8224 16160 5123 29984 28537 8313
16160 2563 1312 1824 8224 8224
8224 16160 8224 8194 8207 8224
16160 2307 1824 29984 8313 8224
5920 16160 1824 16160 8224 20256
8224 16160 2592 16160 8255 26912
16249 2819 29984 3961 8224 8224
8224 16160 4355 288 28448 8313
16160 29955 30073 30073 8313 8224
8224 16160 16249 8255 8224 12320
8224 16160 30073 16249 8224 16416
16160 2563 544 4384 8224 8224
8224 16160 16191 8198 8224 8224
8313 16160 31093 31097 8195 8224
8224 1824 16132 1824 8224 8224
16160 8195 29984 30073 8313 8224
16160 1913 8196 2592 16160 8255
8224 16160 31097 31087 8255 8224
16160 3075 2080 28448 8313 8224
8224 7968 2564 4640 29984 8313
16160 4867 29984 30073 8313 8224
8224 16160 1795 16160 16249 8224
16160 28419 2169 16160 8224 29984
5920 16160 1539 31008 16249 8224
5920 16160 2819 31008 16249 8224
6009 16160 8202 31039 31039 8224
5920 16160 29984 30073 8313 8224
8224 16160 1824 16160 8255 29728
16160 4355 4384 16160 8224 7968
12064 16160 8194 8203 31087 8224
8224 16160 1401 31008 8313 8224
8224 1824 8196 29984 377 8224
16160 1795 1312 29984 8313 8224
16160 831 8196 8195 31093 8224
16160 3075 31008 16249 8224 8224
16160 28419 1145 28448 8313 8224
8224 16160 31039 8194 8224 8224
16160 771 2592 16160 8255 11296
8224 16160 16131 1401 16160 8224
16160 29955 16249 8255 8224 16160
8224 16160 8194 31093 16191 8224
8224 16160 8203 8197 8255 8224
8313 1824 1540 800 2080 8224
8224 16160 8224 8212 8255 8224
5920 16160 31097 8204 8255 8224
8224 1824 772 4640 8224 8224
16160 935 8198 16191 8224 8224
8224 16160 288 16160 8255 24608
16160 1283 800 29984 8313 8224
8224 16160 8201 8209 8255 8224
8224 16160 4099 16160 31097 8313
16160 831 8195 8200 31039 8224
5920 16160 16131 30015 8313 8224
5920 1824 1028 8224 31008 8313
16160 8195 1568 16160 8224 8480
8313 16160 31093 31093 16191 8224
16160 8255 8193 8201 8224 8224
16160 515 2080 16160 8224 7968
16160 831 16191 8224 8224 8224
16160 1539 8224 16160 8255 4640
16160 1599 2336 16160 8255 6176
16160 16131 28537 8313 8224 28448
8224 16160 16249 16249 8224 13600
16160 31039 8196 8255 8224 32265
16160 8255 16191 8224 8224 32373
8224 16160 29984 31097 8313 8224
8224 16160 31093 8194 31097 8224
8224 16160 31087 8199 31093 8224
16160 28419 30073 16249 8313 8224
8224 16160 259 2336 29984 8313
8224 16160 2425 31008 8313 8224
16160 2367 16160 16249 8224 16160
16249 1795 29984 28537 8313 8224
8224 16160 1027 1824 7200 8224
16160 1539 288 3872 8224 8224
8224 16160 31093 8193 31097 8224
16160 515 544 16160 8224 12320
8224 1824 2564 544 16160 8255
8224 16160 8194 8198 16191 8224
8224 16160 2051 29984 16249 8313
8224 42784 1283 544 16160 8224
16249 2051 2592 16160 8224 29984
16160 16249 30073 28537 8313 8224
8224 16160 8202 31097 31087 8224
16160 29955 16249 16249 8255 29984
16160 16131 2425 8224 8224 6944
8224 16160 1539 28448 1401 8224
5920 16160 2425 16160 8313 8224
8224 16160 800 29984 8313 8224
8224 16160 8202 8197 8208 8224
16160 6659 544 16160 8255 16160
8224 16160 8207 31093 16191 8224
5920 16160 1568 16160 8313 8224
8224 16160 8224 16160 8224 13344
8224 16160 8202 31093 8255 8224
16160 772 3616 16160 8255 20000
8224 16160 29955 889 2336 8224
8224 16160 8224 31039 8224 8224
16160 771 31008 16249 8313 8224
8224 16160 2425 31008 8313 8224
16160 2819 8224 28448 8313 8224
16160 16131 28479 8313 8224 5664
8224 16160 2336 16160 8224 16416
8224 16160 2307 31008 16249 8224
16160 8195 16160 2425 8224 8224
16160 771 2848 28448 8313 8224
6009 16160 1795 7200 16160 8313
5920 16160 31087 8201 16191 8224
16160 16131 30015 8313 8224 13344
8224 16160 8197 8201 8195 8224
8224 16160 8203 8196 31093 8224
8224 7968 2052 1824 29984 8313
16160 30015 889 28448 8313 8224
5920 16160 30979 30073 28537 8313
8224 16160 1824 1056 8224 8224
8224 16160 30073 16249 8313 8224
16249 30980 8313 1312 8224 8224
8224 16160 29955 28537 30073 8313
8224 16160 8313 29984 8313 8224
16160 8195 29984 16249 8224 10016
16160 2563 6688 28448 8313 8224
16160 1539 6944 16160 8313 8224
8224 16160 8203 8207 8224 8224
8224 16160 1027 544 16160 8224
8224 16160 31097 31093 8255 8224
8313 16160 16191 8255 8224 31039
16160 4611 800 31008 8313 8224
8224 16160 28448 2681 8224 8224
5920 42784 2563 1312 16160 8255
8224 1824 2564 544 16160 8224
5920 16160 8204 31087 8201 8224
16160 1283 800 28448 8313 8224
16160 16132 30015 8313 8224 22560
8224 16160 544 16160 8224 15136
8224 16160 1795 2080 16160 8255
16160 16131 28537 16249 8224 16160
8224 16160 8211 8224 8255 8224
8224 16160 515 29984 8313 8224
16160 8195 3616 1056 8224 8224
16160 259 16160 8313 8224 16160
8224 16160 29984 8313 8224 8224
8224 16160 31097 8224 31093 8224
16160 259 1568 3104 8224 8224
16160 28419 31097 30073 8313 8224
16160 515 2336 29984 8313 8224
8224 16160 8224 31039 8224 8224
8224 16160 31039 31039 8198 8224
8224 16160 16131 16160 8255 16160
8224 16160 29955 377 29984 8313
8224 16160 16131 16160 8224 8224
8313 16160 8198 31093 31097 8224
8313 16160 31093 31097 31087 8224
8224 16160 8201 8203 8201 8224
5920 16160 8202 8197 8194 8224
8224 16160 16131 30015 8313 8224
8224 16160 1657 16160 8224 13088
8224 16160 8209 8193 16191 8224
8224 7968 260 8224 16160 8255
16160 16131 16191 8255 11296 4478
8224 42784 5635 29984 16249 8224
16160 3843 8224 16160 8224 11552
8224 16160 8203 8224 31039 8224
5920 1824 1028 2592 16160 8224
8224 16160 8194 31093 31093 8224
8224 16160 29984 5241 8224 8224
16160 29955 8313 2592 8224 8224
8224 16160 544 8224 8224 8224
16160 1539 29984 16249 8255 28448
16160 3587 2080 16160 8255 20768
16160 8195 8224 2592 8224 8224
16160 29955 1401 28448 8313 8224
16249 1283 28448 30073 8313 8224
5920 16160 8224 31039 8194 8224
8224 16160 29984 377 8224 8224
12064 16160 6147 3104 28448 8313
16160 1027 1568 16160 8255 5152
8224 16160 31097 8195 31087 8224
8224 16160 31093 31087 31039 8224
8224 16160 30073 16249 8313 8224
16160 831 31097 8197 16191 8224
8224 16160 288 2592 8224 8224
16160 1855 1568 16160 8224 16160
5920 16160 8197 8207 8255 8224
16160 771 28448 16249 8224 8224
8224 16160 16131 30015 8313 8224
16160 515 28448 28537 8313 8224
8224 16160 30073 16249 8224 9760
8224 16160 633 28448 8313 8224
8224 16160 8193 8195 31093 8224
16160 1027 2336 16160 8255 29984
8224 16160 31039 8203 31093 8224
8224 16160 1539 29984 16249 8255
16160 30979 31097 30073 8313 8224
8224 42784 29955 1401 8224 8224
8224 16160 8224 31097 16191 8224
8224 16160 8204 8194 31093 8224
16249 3587 2080 16160 8224 6432
16160 2819 2592 16160 8224 19744
8224 16160 29984 16249 8224 17952
5920 7968 2052 16160 8255 8224
8224 16160 259 8224 16160 8224
16160 1087 3104 4896 8224 8224
8224 7968 1796 29984 1145 8224
16160 1027 544 29984 8313 8224
8224 16160 31039 8200 8255 8224
8224 16160 28419 31097 16249 8224
8224 16160 259 16160 16249 8224
8224 16160 8224 8195 8255 8224
8224 1824 516 2080 16160 8224
16160 16131 1913 31008 8313 8224
8224 1824 8196 31008 16249 8224
16160 8195 2592 16160 8224 15392
16160 1283 8224 29984 8313 8224
16160 1795 8224 3872 8224 8224
8224 16160 31097 31097 8255 8224
16160 259 1312 16160 8224 7456
16160 3587 16160 16249 8224 9248
5920 16160 28419 889 16160 8224
8224 16160 8255 31087 8224 8224
16160 28419 30073 16249 8255 28448
16160 16249 1568 8224 8224 8224
16160 2563 2592 16160 8224 8224
8224 16160 16160 30073 8313 8224
5920 1824 516 28448 16249 8224
16160 1027 31008 16249 8224 16160
8224 16160 31097 31097 8206 8224
16160 29955 2169 31008 8313 8224
16160 16131 30073 1657 8224 8224
8224 16160 16131 30073 1913 8224
8224 16160 16131 16191 8255 16160
8224 42784 16131 16160 8224 2336
8224 16160 259 8224 1568 8224
8224 16160 1795 29984 8313 8224
16160 2819 8224 16160 8255 17440
16160 260 1312 29984 8313 8224
8224 42784 29955 1145 16160 8224
16160 1031 8224 8193 16191 8224
8224 16160 1795 2336 16160 8224
