acceleration_X acceleration_Y acceleration_Z angular_velocity_X angular_velocity_Y angular_velocity_Z
0 -23 959 0 -1 -42
0 0 1007 0 -8 -25
23 23 1007 11 3 -26
0 0 959 7 13 -15
0 -23 1007 -12 4 -28
0 0 983 -12 4 -28
0 0 959 -16 6 -29
23 -23 959 -11 -2 -11
23 0 983 0 -12 -14
23 0 959 9 -9 -26
47 -23 959 9 -9 -26
0 -23 959 12 -3 -19
47 0 959 5 -2 -18
47 0 983 -3 -13 -30
0 -23 983 8 -8 -20
23 -47 1031 8 -8 -20
-23 0 983 -12 5 -4
47 0 1007 -4 -1 -5
23 0 959 2 2 -15
23 0 983 10 14 -29
23 -47 959 10 14 -29
23 0 959 16 0 -39
-23 0 983 6 -3 -27
23 0 959 -6 1 0
23 -23 1007 -9 0 -19
23 23 1007 -9 0 -19
23 0 959 -6 15 -3
47 0 983 -15 -1 -10
23 -23 983 -12 -8 -13
23 0 959 -2 -1 -7
0 23 983 -2 -1 -7
-23 0 959 -6 0 -25
23 23 1007 5 -2 -15
0 0 983 -4 -8 -30
0 23 983 -1 1 -34
47 0 1007 -1 1 -34
23 -23 1007 12 6 -15
23 -23 983 5 1 -5
0 -23 1007 -4 -13 -7
0 0 959 -7 -9 10
0 23 959 -7 -9 10
0 0 1007 0 13 -5
0 0 959 31 11 0
23 -47 1007 24 -1 -15
47 23 1031 6 -1 -9
0 -23 983 6 8 -9
47 0 959 0 1 -15
0 0 983 13 -4 14
0 -23 959 10 -8 -24
47 23 983 10 -8 -27
0 23 983 10 -9 -27
23 -23 1007 -13 -7 -12
0 0 1007 -15 6 -20
-23 0 983 -9 10 -40
0 -23 983 -9 10 -40
0 0 1007 -7 -1 -18
0 -23 959 -17 -7 -3
0 -47 983 -2 -2 -2
23 -23 983 8 -4 -7
0 23 983 8 -4 -7
0 0 1007 1 1 -27
0 0 1007 -4 -26 -16
0 -23 983 -5 -15 -16
47 23 1007 11 -5 -13
0 -23 983 11 -5 -13
23 0 959 -4 2 -6
0 0 959 -9 -12 0
23 0 1007 -10 3 -22
47 0 983 11 -17 -22
0 0 959 11 -17 -22
23 0 959 20 2 -11
0 -23 983 1 -5 4
0 0 959 -5 -21 -12
0 0 983 -7 -6 -17
23 -23 935 -7 -6 -17
0 -47 983 -5 4 -25
23 -23 983 10 -4 -17
0 0 983 -4 -4 -16
23 0 983 3 -3 -22
23 23 1007 3 -3 -22
0 -23 983 -9 18 -26
0 -23 959 -15 0 -22
23 0 959 8 -8 -30
0 -23 959 6 1 -32
47 -23 959 6 1 -32
0 -23 983 18 5 -14
23 0 983 10 9 -29
0 -23 1007 1 0 -19
0 -23 959 -2 5 -15
0 -23 1031 -2 5 -15
47 23 983 -5 3 -5
-23 23 983 -10 0 -8
23 -47 959 1 9 -29
23 0 983 22 8 -9
23 0 959 22 8 -9
47 0 959 27 10 -29
23 0 959 5 5 -37
0 0 983 -3 -2 -38
0 -23 959 6 -9 -21
0 0 1007 6 -9 -21
0 0 983 5 -10 9
0 0 983 1 -9 -9
0 -23 1007 0 6 -11
47 0 983 6 -4 -10
0 0 959 6 -4 -10
0 0 1031 13 -5 -5
23 0 983 12 6 -12
-23 0 1007 -9 12 -17
0 -23 983 8 8 -10
23 0 1007 8 8 -10
47 0 1007 13 18 -18
0 -23 1031 2 18 -32
23 0 1007 5 14 -22
23 -23 983 -5 14 -11
0 -23 1007 -5 14 -11
-23 -23 1007 -4 2 -28
-23 0 983 2 7 -46
0 23 1055 -12 3 -22
0 0 959 12 -5 -13
0 -23 983 12 -5 -13
0 0 983 11 -2 -7
23 0 1007 7 -9 -8
0 -23 959 9 -19 -5
23 -23 1007 0 11 -21
23 0 983 0 11 -21
0 0 959 6 0 -21
0 0 959 5 7 -20
0 -23 1031 21 12 -29
0 -47 959 17 12 -10
0 -23 959 17 12 -10
0 0 983 20 4 1
23 0 959 8 -8 -1
23 0 983 5 -4 -20
0 0 983 25 6 -22
71 23 959 25 6 -22
0 0 1007 21 7 -23
0 -71 959 12 9 -24
0 0 959 12 3 -9
23 0 935 12 3 -33
-23 -23 1007 10 -2 -33
23 0 1031 10 2 -20
23 -23 1007 1 -12 -13
0 23 911 4 -14 -22
0 23 1007 4 -14 -9
23 -71 983 11 3 -9
0 -23 959 3 8 0
0 -23 1031 4 11 -23
23 -47 983 0 -7 -28
23 23 1007 0 -7 -28
0 0 983 11 0 -16
47 0 1007 -4 -6 -22
23 -23 983 6 7 -3
0 -23 983 12 2 -17
0 0 1007 12 2 -17
0 -23 983 1 3 -31
23 -23 983 -3 12 -12
23 0 959 14 -5 6
0 -23 983 6 -4 -8
0 0 1007 6 -4 -8
-23 -47 1007 10 -5 -5
23 -23 983 6 -4 -11
0 -23 959 9 -1 -15
0 0 1055 2 5 -24
0 -23 959 2 5 -24
47 0 959 -10 17 -22
-23 0 1007 3 4 11
0 0 959 2 -8 12
0 0 1007 -16 3 -3
0 0 1007 -16 3 -3
-23 -23 1007 -22 2 -24
0 -23 1007 -10 11 -13
0 -47 959 -11 11 -22
0 -23 983 -14 7 -31
47 0 1007 -14 7 -31
0 0 983 -9 11 -16
0 0 1007 6 -5 4
23 0 959 8 -10 16
47 0 983 3 5 -7
0 0 1007 3 5 -7
0 0 1007 4 1 -15
23 0 1007 7 0 -14
47 0 983 -11 7 8
23 0 983 -1 4 4
0 -23 983 -1 4 4
47 -23 959 9 -1 -15
-23 0 959 -5 0 -9
0 0 983 1 4 -5
23 23 983 4 -4 -19
0 23 983 4 -4 -19
23 0 983 0 -4 -23
0 -23 983 -13 -3 -9
23 0 983 -11 6 -14
95 -23 1007 -5 4 -34
0 0 1007 -5 4 -34
23 0 1007 7 -9 -38
0 -23 959 3 2 -33
23 -23 983 -8 10 -23
23 -71 959 -3 21 -17
23 0 959 -3 21 -17
23 0 1007 7 12 -32
0 0 959 0 3 -8
-23 -23 959 7 -3 -21
0 0 959 0 -9 -16
0 -23 983 0 -9 -16
0 -23 983 2 -12 -7
-23 -23 983 -7 -6 3
0 0 983 17 -6 -4
47 0 1007 5 -4 -3
23 0 1007 5 -4 -3
0 23 1007 5 11 -19
23 0 983 8 1 -16
23 0 1055 -3 -8 -17
23 0 1031 11 -20 -33
0 -71 983 11 -20 -33
0 0 959 1 -1 -21
47 0 959 -9 0 -34
0 23 935 17 -1 -32
23 -47 983 20 -1 -24
0 0 1007 20 -1 -24
0 0 983 10 -19 -28
0 -47 1007 9 -9 -9
0 0 983 6 -10 -20
0 0 959 10 2 -19
0 -47 1007 10 2 -19
0 0 1007 9 16 -27
0 0 1031 3 9 -19
23 -47 983 0 -6 -22
47 0 983 6 -6 -30
23 0 959 6 -2 -30
0 0 1007 5 0 -27
-23 -23 1007 -2 9 -15
0 0 1007 8 17 -32
0 -23 983 8 17 -26
23 0 983 7 12 -26
47 0 983 9 -8 -23
23 0 983 2 1 -35
23 -23 959 -6 -9 -7
0 0 983 -6 -9 -7
23 0 1007 -6 -9 9
0 -23 1007 13 0 2
0 0 983 16 10 -16
23 -71 935 12 8 -28
0 -23 1007 12 8 -28
-23 0 935 14 10 -16
0 0 959 9 1 -7
0 -47 983 1 -7 -19
-23 0 1007 -2 -6 -8
0 0 935 -2 -6 -8
47 -23 1007 7 -9 -23
0 0 959 18 -1 -37
0 0 935 0 3 -21
0 0 1007 0 14 -17
23 -23 959 0 14 -17
0 0 983 -8 -4 14
0 0 983 10 4 -11
0 -47 983 3 2 -25
23 -47 959 0 -4 15
0 0 983 0 -4 15
0 23 1031 1 -6 11
0 23 983 2 -2 -17
0 23 1007 8 14 -12
0 -23 983 13 4 -16
0 0 1007 13 4 -16
23 0 983 15 -3 0
23 -23 959 -8 3 -20
0 -23 983 1 -1 -30
23 23 1031 4 -9 -17
23 -47 1007 4 -9 -17
23 0 983 -2 -6 -12
0 -23 983 5 -11 -4
-23 0 1007 3 10 0
23 0 959 8 8 -9
0 -47 1031 8 8 -9
0 0 1031 0 0 -9
0 0 959 -1 8 -20
0 0 983 4 4 -20
0 -23 1007 4 8 -34
23 -23 1007 4 8 -34
23 0 959 1 8 -25
23 0 983 -5 -2 -31
0 0 1007 5 3 -21
47 0 983 3 -13 -25
47 -23 1007 3 -13 -25
0 0 959 2 5 -28
0 0 983 10 9 -19
0 23 1007 4 6 -21
0 -23 1007 12 2 -16
0 0 983 12 2 -16
0 0 959 4 2 -19
0 -23 935 -8 2 -15
0 0 983 0 4 -20
0 0 1007 3 -2 -13
23 0 983 3 -2 -13
0 0 1055 -3 5 0
23 0 1031 0 0 -3
23 0 983 3 -2 -8
23 0 1007 5 -2 -8
0 0 983 5 -2 -8
0 23 959 11 -19 -11
23 0 959 17 0 3
0 23 959 -1 -11 -8
0 0 1055 4 -6 -25
-23 0 959 4 -6 -25
0 0 959 -3 0 -21
-23 0 983 4 6 -7
0 0 1031 -9 10 -7
0 23 983 0 -8 -12
23 0 983 0 -8 -12
0 -23 983 19 -7 -15
23 0 983 3 8 -33
0 -23 935 11 0 -41
0 0 959 2 12 -23
0 0 983 2 12 -23
23 -23 1007 -6 3 4
0 -23 1007 -7 -4 0
0 -23 959 0 -4 0
0 0 1007 2 5 -18
23 -47 983 2 5 -18
0 0 1031 -3 9 -34
0 0 959 -3 0 -16
0 0 959 6 0 -24
0 0 983 12 0 -9
23 23 983 12 2 -9
23 23 1055 13 0 -14
23 0 935 -9 3 -12
23 0 1007 -22 0 -20
0 0 983 -22 0 -9
0 -23 959 -4 7 -9
0 0 983 -6 -4 -25
47 0 1007 -10 -9 -19
23 0 983 -1 2 0
0 0 1007 -1 2 0
-23 23 983 27 -3 -2
0 0 983 -1 8 -20
0 -23 959 3 5 -27
0 -23 1007 7 -29 16
0 0 959 7 -29 16
23 23 1055 0 -20 17
0 -23 1007 -3 -7 -12
0 -23 1007 -8 5 0
0 -23 1007 -6 8 -6
0 -23 1007 -6 8 -6
23 0 959 21 1 -17
0 0 983 8 0 -7
23 0 1007 3 -3 -25
0 0 1007 -2 5 -29
0 -23 1007 -2 5 -29
0 -23 1007 0 -5 -29
0 -23 1007 4 7 -11
0 0 983 -10 5 -5
23 -47 959 -8 4 -28
23 0 1007 -8 4 -28
0 0 983 2 6 -36
-23 0 935 -7 -17 -48
0 0 1007 10 -8 -32
47 -23 983 17 1 -27
23 -23 983 17 1 -27
0 -23 983 10 -3 -7
0 -23 983 13 3 -21
0 -23 1007 0 -3 -13
23 0 983 9 -6 -20
23 0 959 9 -6 -20
23 -23 959 6 0 2
23 -23 983 12 -2 -24
0 0 983 1 3 -25
0 0 1007 10 -3 -7
23 23 983 10 -3 -7
23 0 959 19 -12 -9
0 0 983 17 -5 -10
0 -23 959 5 19 10
71 -23 983 -1 10 -18
0 -23 983 -1 10 -18
47 -23 959 2 5 -13
23 23 983 -5 -8 -10
71 -47 959 11 -11 -16
23 0 959 -2 -2 -31
23 23 959 -2 -2 -31
23 -23 983 -8 -4 -15
0 23 959 -1 -13 -23
0 23 935 -3 2 -11
-23 0 959 1 -1 -19
23 -23 983 1 -1 -19
0 0 983 0 9 -16
0 -23 959 -11 18 -9
0 -47 1007 4 20 -17
0 -47 1007 12 7 -12
23 0 983 12 7 -12
23 0 1007 -11 7 -16
-23 -23 959 -16 1 -6
0 23 959 3 14 -11
0 -23 1007 15 10 -26
0 0 983 15 10 -26
23 -23 1007 12 -15 -24
47 0 959 3 0 -14
0 0 983 5 2 2
23 0 983 5 8 -12
0 0 1007 5 8 -12
23 0 959 5 10 0
23 0 1031 -7 7 -18
23 -23 983 -10 4 -15
23 0 983 7 4 -17
23 0 983 7 4 -17
0 23 959 12 8 -9
0 0 959 14 20 -39
0 -23 983 -3 -8 -39
47 23 1031 -4 -16 2
0 -23 959 -4 -16 2
47 0 959 2 -12 -47
47 0 983 -2 -5 -33
23 -47 935 -17 -2 -8
23 0 983 -21 -2 -27
23 23 1007 -21 0 -27
0 0 983 0 -6 -3
0 -23 1007 18 -3 -5
0 0 1007 3 -8 -11
23 0 1007 3 -8 -24
0 23 1007 -6 -4 -24
0 0 1031 5 5 -21
23 0 983 11 0 -21
0 0 959 0 -6 -5
0 0 1007 0 -6 -12
0 23 983 -2 -15 -12
-23 -71 935 1 -3 -18
23 0 935 5 -9 -25
0 -23 935 10 -8 -6
0 -23 1007 10 -8 -6
-23 0 983 18 0 -3
47 0 983 24 1 -17
0 0 1007 9 14 -21
23 23 983 0 -6 -37
119 -23 1031 0 -6 -37
-47 0 1007 -5 0 -31
0 0 1007 7 2 -42
0 0 1007 0 0 2
23 -23 935 -9 -3 13
47 -23 1007 -9 -3 13
0 0 959 -11 0 -17
0 0 1007 -4 0 -4
-23 0 983 10 -2 -32
23 23 1055 20 -5 -27
47 0 983 20 -5 -27
23 0 959 12 6 -25
-23 23 983 -4 -9 -15
0 -23 935 6 -18 -2
0 -23 959 6 -10 15
0 0 983 6 -10 15
0 -47 959 7 1 -6
-23 0 1007 17 -9 -8
0 0 983 8 -8 -13
0 0 983 -3 4 -16
0 0 959 -3 4 -16
0 -23 959 14 13 -13
0 23 983 -3 13 -10
0 0 1007 2 -8 -23
0 -23 959 21 -14 -35
47 0 1007 21 -14 -35
0 0 983 13 9 -28
23 0 983 0 -10 -14
0 -23 935 1 1 10
23 0 1007 -7 -4 -19
23 0 983 -7 -4 -19
23 23 983 0 -9 -23
23 -23 1055 3 4 -15
47 0 1007 2 0 -11
71 0 983 -8 7 -1
-23 0 1007 -8 7 -1
0 -23 1007 -2 -6 -19
23 -23 959 11 -5 -28
23 0 983 11 20 -25
23 0 983 11 11 -47
0 0 1007 11 11 -47
0 0 983 2 9 -5
23 0 983 11 0 4
0 -23 959 6 -2 -29
0 0 1007 -13 -1 -36
0 -23 983 -13 -1 -36
47 0 959 -21 -13 -28
-23 -23 959 -6 -12 -14
-23 -47 1007 0 -12 -10
23 -23 983 2 -7 -26
0 -23 1007 2 -7 -26
0 -47 959 -1 0 -27
23 -23 983 -9 10 -26
-23 0 983 -2 12 -33
23 0 1007 4 15 -18
0 0 983 4 15 -18
47 0 983 15 5 -28
0 0 983 23 -1 -26
23 0 935 19 -3 -17
47 -23 983 -8 -3 -23
23 0 983 -8 -3 -23
47 -23 983 -3 0 -30
23 -23 1007 6 -7 -15
47 -23 983 -2 11 -37
0 0 1007 5 4 -15
23 -23 935 5 4 -15
0 0 1031 9 -8 -14
0 0 1007 9 -7 -24
0 0 983 20 -3 -34
0 0 1007 8 21 -22
23 0 1031 8 21 -22
0 -23 983 2 8 -17
23 -23 935 -8 6 -10
47 0 983 19 0 -7
23 0 1007 17 0 -43
23 -23 983 17 4 -43
23 0 1007 15 -10 -24
23 -23 983 -4 -7 -5
0 -23 1007 -19 11 -6
-23 0 959 -19 11 -23
0 -23 959 7 2 -23
23 0 983 -3 -10 -26
23 0 1031 6 7 -25
0 -23 1007 23 -5 -28
23 0 1007 23 -5 -28
0 0 983 15 -5 -33
23 0 959 19 -1 -34
0 0 935 10 0 -20
-23 23 1007 6 12 -19
23 0 983 6 12 -19
23 23 983 8 13 -7
23 -23 1007 5 5 1
0 -23 983 -6 -3 -22
23 0 1007 -2 -6 -43
47 23 959 -2 -6 -43
0 -23 983 12 0 -30
-23 0 983 3 -8 -9
-23 0 1007 3 11 4
23 -23 959 0 -2 -22
0 -23 983 0 -2 -22
23 0 1007 0 16 -26
0 0 983 -1 8 -12
0 0 983 3 1 -1
0 -47 983 3 3 -27
23 0 983 3 3 -27
23 0 1007 6 5 -27
0 -23 959 -7 -7 -20
47 0 935 8 -1 -18
23 -23 1007 3 3 -13
0 0 983 3 3 -13
0 0 983 6 4 -15
23 0 983 10 -3 -8
0 -23 959 23 2 -6
-23 0 983 24 4 -13
-23 0 1007 24 4 -13
0 0 959 0 3 -15
0 23 1007 -3 -13 -25
47 0 983 17 -9 -26
0 0 1007 8 -17 -25
0 0 959 8 -17 -25
0 0 983 6 1 -19
0 -23 935 5 -10 -27
0 -47 1055 11 2 -23
0 -47 1007 13 7 -17
23 -23 1007 13 7 -17
-23 0 1007 14 -15 19
0 0 983 7 9 -8
-23 0 959 6 11 -1
0 23 959 3 5 -14
0 -47 983 3 5 -14
0 0 959 4 0 -2
23 0 1007 4 0 -15
-23 0 935 0 -7 -14
23 -23 1007 0 3 -18
-23 0 959 0 3 -18
0 0 983 5 -4 -32
0 23 983 14 -1 -30
0 -23 1007 14 -4 -20
0 -23 1007 7 0 -1
0 0 1007 7 0 -1
23 0 1007 14 10 1
0 0 959 5 16 -38
47 0 959 7 14 -20
0 -23 1007 5 0 -29
0 0 959 5 0 -29
0 0 983 8 0 -20
0 0 1007 2 0 -20
0 0 983 0 0 -35
47 -23 983 10 5 -49
0 0 1007 10 5 -49
0 -23 959 6 6 -44
0 -23 1007 13 2 -33
23 0 959 4 -6 -12
0 -47 983 -18 3 -7
23 23 959 -18 3 -7
0 0 983 -4 -10 -7
47 -23 983 8 -10 -8
0 0 959 5 1 -28
0 0 959 7 -2 -5
0 -23 1007 7 -2 -5
0 -23 959 -4 -10 7
-23 0 959 3 -20 -8
23 0 983 0 -5 -33
23 0 1007 -3 2 -11
0 -47 959 -3 2 -11
0 23 983 -14 -13 -1
23 0 983 -3 10 5
23 0 1007 -7 1 -5
23 0 959 -7 1 -11
0 23 959 -12 -8 -11
0 -23 1007 -9 6 -37
0 -23 983 -17 0 -16
0 0 1031 -9 5 -1
-23 -71 959 -9 5 -28
0 0 959 -21 5 -28
23 -23 1007 -1 -7 -26
23 -23 983 16 6 -11
0 0 1055 11 -10 -1
0 -23 959 11 -10 -1
-23 0 959 -2 -8 -1
0 23 959 -4 1 -18
0 0 983 7 0 -31
0 -23 1031 0 -9 -30
0 -23 959 0 -9 -30
0 0 935 8 -17 -23
23 -23 1031 7 11 -18
23 -23 983 0 13 -40
0 0 983 -5 4 -25
0 0 1007 -5 4 -25
23 -23 959 3 -4 -13
0 0 1031 14 13 -24
0 0 983 0 13 -8
23 0 1007 5 -8 -20
23 0 983 5 -8 -20
0 -23 1031 -5 -6 -11
0 0 983 -6 4 -10
23 0 983 -3 9 21
23 0 1007 -15 1 -14
-23 -23 1031 -15 1 -14
0 -47 959 2 11 -24
0 0 983 -8 2 -33
23 0 1031 11 -1 -43
-23 23 983 3 -3 -16
23 23 1031 3 -3 -16
0 -23 983 -3 -2 -29
47 -23 983 -1 15 8
0 -23 1007 20 5 1
0 -71 935 15 6 5
0 -23 983 15 6 5
0 -47 1007 18 5 -5
0 0 1007 12 5 -21
47 -23 935 3 -10 -32
0 -23 983 5 -1 -25
-23 0 959 5 -1 -25
23 -23 983 14 17 -37
23 -47 959 7 -8 -24
0 -23 959 -2 8 -11
71 0 1007 -2 22 -35
0 -23 983 -2 22 -35
23 -23 959 -11 15 -2
23 -23 959 -11 1 2
0 -23 1031 -11 3 14
-23 0 1031 2 -9 -13
0 -23 983 2 -9 -13
47 0 959 9 -6 -12
0 -23 1031 13 -4 -40
0 0 983 18 -17 -47
0 23 983 13 -5 -31
23 0 935 13 -5 -31
23 0 1007 3 -4 -21
47 0 959 2 3 -10
23 -23 1031 0 0 -13
47 -47 959 9 9 -18
0 0 983 9 9 -18
23 0 1031 6 6 -24
47 -23 983 0 -3 -22
23 -23 983 -1 -11 -26
0 0 1007 0 -6 -16
23 0 983 0 -6 -16
0 0 1007 11 0 -27
23 -23 959 -18 0 -10
23 -23 1007 -18 6 -16
0 23 959 7 12 -35
23 -23 983 7 12 -35
0 0 983 10 5 -32
0 0 983 10 10 -48
23 -47 1031 5 1 -22
0 23 983 8 -5 -24
47 -23 983 8 -5 -24
23 0 983 2 0 -12
0 0 1007 -5 3 -14
23 -47 983 -6 5 -25
0 0 983 -1 -6 -8
0 23 983 -1 -6 -8
0 0 959 16 -9 -17
0 -47 1007 4 -4 -11
23 0 959 -4 -11 -12
-23 -23 1007 -17 -11 -11
0 -71 1007 -17 -1 -11
23 -23 983 -10 -13 -21
71 0 1007 13 -7 -14
0 0 983 31 12 -17
0 0 1007 31 12 -15
0 0 959 27 24 -15
0 0 959 12 9 -15
23 -23 1007 10 -6 -28
23 0 935 -5 -2 -29
23 -23 983 -5 -2 -29
0 0 983 -2 -1 -26
23 -47 983 11 -1 -20
47 0 959 2 1 -4
0 0 959 12 -2 -5
0 -23 1031 12 -2 -5
23 0 983 1 6 -10
23 0 983 9 14 -30
0 0 983 7 10 -32
0 -71 959 9 -5 -18
-23 -23 1007 9 -5 -18
-23 -23 935 9 -7 -40
23 0 983 -1 2 -29
0 -47 935 2 5 -32
0 23 983 0 6 -33
0 0 1031 0 6 -33
0 -23 983 0 -6 -5
0 0 1007 0 -6 2
23 0 959 2 -17 10
-47 0 959 -5 -4 -10
0 23 935 -5 -4 -10
0 0 1007 2 -2 -21
0 -23 983 0 -8 -25
0 -23 983 10 -8 -16
-23 -47 1007 -8 -7 -24
47 -23 1031 -8 -7 -24
0 0 983 4 -1 -42
0 -23 959 -7 4 -33
23 -71 959 -16 13 -21
0 23 1007 -10 12 -15
0 0 983 -10 12 -15
23 0 983 -4 16 -3
0 -71 959 18 0 -24
23 0 1031 14 2 -24
23 -23 935 8 10 -28
0 0 1007 8 10 -28
0 0 959 -2 8 -31
0 23 983 -12 10 -22
-23 0 1031 -7 -8 -9
0 -23 1007 3 0 -14
0 0 935 3 0 -14
23 0 911 18 4 -4
23 0 983 -9 14 -1
0 -23 983 2 3 -33
0 -23 1007 -4 9 -32
0 -23 983 -4 9 -32
23 -23 983 2 0 -1
0 -23 1007 0 7 18
0 23 959 -13 -6 23
0 0 1007 -7 -6 0
23 0 959 -7 -6 0
0 23 983 -5 2 -18
0 0 983 3 0 0
0 0 983 3 1 -19
0 0 959 1 8 -15
23 0 1007 1 8 -15
47 0 1007 1 4 3
-47 0 959 10 10 -21
0 -23 1007 -3 7 -15
-23 0 1007 -9 2 -42
0 0 959 -9 2 -42
23 -23 1007 9 12 -22
47 0 983 12 14 6
-23 -23 959 7 2 -19
0 -23 959 8 2 -20
23 0 1007 8 2 -20
-23 -23 1007 3 9 5
23 -23 983 2 11 -2
23 0 1031 3 6 -28
0 0 959 12 4 -16
0 -47 983 12 4 -16
0 0 983 9 12 -6
-23 0 959 0 5 -17
0 0 1007 6 2 -6
0 0 959 11 5 5
0 -23 983 11 5 5
23 -23 935 23 1 0
0 0 1031 4 -2 -3
23 0 983 -19 11 -12
0 -23 983 -4 8 -2
23 0 983 -4 8 -2
23 0 1007 0 9 -7
0 0 983 9 -1 -24
23 -23 983 22 7 -32
23 0 959 22 7 -26
0 0 1007 12 18 -26
47 0 935 1 6 -12
23 0 1007 -1 -1 -11
0 0 1007 11 6 -9
0 0 983 11 6 -9
23 0 935 9 7 -9
0 -23 1007 8 -5 -23
23 -23 959 -7 -10 -31
0 -23 959 -15 0 -24
0 0 1007 -15 0 -24
0 0 959 -11 7 -22
0 0 983 -15 -9 -12
0 -23 983 -14 0 -7
0 -23 983 0 17 -23
0 23 959 0 17 -23
0 0 959 -1 14 -11
0 0 983 -6 11 -1
0 -23 1007 8 4 -11
0 -23 1007 -1 7 -11
