acceleration_X acceleration_Y acceleration_Z angular_velocity_X angular_velocity_Y angular_velocity_Z
0 0 983 -13 14 -26
0 -23 983 -13 14 -26
23 -47 1007 -4 5 -21
0 -47 935 -17 2 -10
0 0 1031 -8 -13 6
47 0 959 -5 2 -16
23 23 1007 -5 2 -16
0 -23 983 0 11 -15
0 23 983 3 6 -31
23 0 1007 -9 4 -8
23 -47 1007 -14 -6 -5
23 -23 1007 -14 -6 -5
23 -23 1007 1 -1 -10
47 -23 983 11 11 -19
-23 0 959 0 10 -8
23 -23 959 -4 5 -27
47 0 983 -4 5 -27
0 0 959 6 5 -22
0 0 983 3 3 -7
23 -23 983 6 0 -3
0 -23 935 -7 7 -1
0 0 1007 -7 7 -1
23 23 983 -1 12 -11
23 0 1007 -14 -3 4
0 0 959 -4 -12 10
0 0 959 6 4 0
-23 -71 1007 6 4 0
23 -23 959 11 16 -13
0 0 983 6 20 -36
0 0 983 12 4 -45
23 0 983 11 -5 -33
47 -47 983 11 -5 -33
23 0 1007 18 -11 -15
23 0 959 -11 7 -23
0 -23 983 -15 10 -31
0 -23 1007 -10 -5 -19
0 0 1007 -10 -5 -19
0 0 983 -20 -6 -10
0 -23 983 -11 -4 -15
-23 0 983 -10 -16 -28
0 0 1007 -10 -16 -16
0 -23 983 6 -1 -16
0 23 935 19 3 -10
23 -23 1007 9 7 -15
23 0 959 2 5 2
0 23 1007 2 5 -20
23 23 1007 -3 -7 -20
0 0 983 -10 -22 -6
0 0 959 -6 11 0
0 -23 959 0 0 -33
23 0 983 0 0 -33
0 0 983 20 -6 -25
23 -23 911 20 16 -7
-23 -23 1007 0 4 0
0 -23 959 0 10 -7
23 -23 983 0 10 -7
23 0 983 15 21 -17
23 -47 959 10 19 -26
0 0 1031 8 5 -27
23 0 1031 8 3 -8
0 0 983 8 3 -8
0 0 983 0 1 -1
23 -47 983 9 2 -20
23 -23 983 13 10 -7
23 0 983 -1 20 16
23 -47 983 -1 20 16
0 0 1007 5 24 -5
47 -23 1031 3 13 -12
0 0 1031 -8 8 -13
23 0 983 5 2 -13
23 0 983 5 2 -13
23 0 983 10 7 -15
0 0 1007 3 7 -35
23 23 983 -6 23 -17
-23 -47 959 0 17 -28
0 0 959 0 17 -28
0 -23 1007 -1 24 -12
0 -23 983 6 -1 -4
0 -47 983 6 -13 -2
23 -23 1007 8 -4 10
23 0 983 8 -4 10
0 -23 983 6 -3 -6
-23 0 983 2 2 -25
0 -23 935 5 -15 -11
0 -23 1031 9 -19 -9
23 -47 959 9 -19 -9
23 23 983 19 -1 0
23 -47 935 5 -7 4
23 -23 1031 1 6 9
23 0 983 6 2 8
-47 -47 959 6 2 8
-23 0 1007 6 -6 -7
0 0 983 23 0 -35
0 -71 1007 18 4 -23
0 0 983 11 0 5
23 0 1007 11 0 5
47 0 983 -6 -14 14
0 -47 983 -7 -4 12
0 -23 959 -5 10 -7
23 -23 959 -1 8 -12
23 23 1007 -1 8 -12
23 0 983 7 -11 -1
23 0 1007 9 -8 -4
0 -23 959 -7 -3 -6
0 -47 983 9 -5 -14
0 0 1031 9 -5 -14
23 -47 935 7 0 -31
0 0 983 2 8 -23
0 0 983 3 13 -21
23 23 959 9 2 -3
23 0 959 9 2 -3
0 0 983 5 2 -9
0 0 983 4 -18 -9
-23 -23 983 3 -1 -13
0 0 1031 -13 -2 -15
0 -23 959 -13 -2 -15
0 0 959 -7 0 -25
0 0 959 -1 4 -23
0 0 1031 1 0 -23
23 0 935 1 13 -13
47 -23 1007 1 13 -13
47 0 1007 -2 0 -2
23 23 983 -10 -2 -19
0 0 1007 2 6 -32
23 -23 983 10 -1 -12
0 0 1007 10 -1 -12
0 0 983 12 2 -9
0 0 1007 -8 -8 7
23 -47 1007 5 -12 -1
0 0 983 -1 -12 -13
0 0 1007 -1 0 -13
23 0 959 2 -8 -11
47 0 983 14 17 -23
-23 -23 1007 2 4 -33
0 23 1031 2 4 -11
0 -47 983 -11 -4 -11
23 -23 1007 -2 2 -17
0 0 983 -8 -1 -17
-23 -23 983 -17 5 -17
0 -23 983 -17 5 -17
23 -23 983 -24 15 -1
23 23 1031 -1 5 -11
0 -23 1007 0 -5 -2
23 0 959 1 -18 -12
47 -47 959 1 -18 -12
0 0 959 -4 0 -29
0 0 1007 -12 -2 -29
23 -23 959 -6 -5 -16
0 0 983 9 -2 4
23 -23 959 9 -2 4
23 -23 983 18 -3 -16
23 0 1007 13 5 -45
-23 -23 1031 9 1 -26
0 0 959 1 0 -18
0 -23 983 1 0 -18
0 -23 959 3 3 -21
71 -23 983 2 -2 -15
23 -23 935 1 -3 -12
47 -23 983 7 3 0
0 -47 983 7 3 0
0 0 1007 8 15 -18
23 0 983 -6 2 -4
23 -47 983 3 -7 -18
71 0 935 -4 -10 -12
23 0 983 -4 -10 -12
0 -23 1007 0 -3 -21
0 0 983 -7 -4 -19
23 0 983 8 0 -19
23 0 935 3 -4 0
0 0 1007 3 -4 0
0 -23 1007 9 -8 -4
0 0 959 8 7 -10
47 0 935 7 0 -9
0 -23 1007 16 0 -5
23 0 1007 16 0 -5
0 0 959 19 -13 -2
0 0 959 2 -1 15
0 0 983 1 6 -17
23 0 959 9 -8 -37
0 -23 1007 9 -8 -37
23 -23 935 19 -1 -19
0 -23 983 6 -4 5
23 -23 983 -11 0 -15
23 0 959 -9 -3 -3
0 -23 959 -9 -3 -3
0 0 1031 -2 -8 -19
-23 0 983 16 0 -5
0 -23 983 -4 -4 -8
0 -23 983 -19 -2 -9
0 -23 935 -19 -2 -9
23 0 1007 -13 1 -10
0 0 983 7 19 -13
23 -23 1007 -7 -11 -9
23 0 983 -13 -12 -22
0 -23 1007 -13 -12 -22
0 0 983 -9 -4 -11
47 0 983 -1 14 5
23 0 983 6 0 -14
0 -23 1007 -7 -1 -13
23 0 959 -7 -1 -13
0 0 959 2 4 11
23 0 983 2 23 -3
0 -47 959 -8 19 -7
0 0 983 -5 3 -10
47 0 959 -5 3 -10
0 0 983 -11 1 -13
0 0 1031 0 2 -24
0 -23 983 -5 -2 -28
0 0 959 -9 0 -1
47 0 983 -9 0 -1
23 23 1007 -6 -6 -14
0 0 959 -2 -11 -12
0 0 983 -2 2 0
47 0 959 16 14 4
0 0 1007 16 14 4
0 0 983 -7 1 -3
0 0 983 -9 -11 -5
0 23 1007 19 1 -23
0 -23 1007 11 8 -27
0 0 1031 11 8 -27
23 -23 1007 4 13 0
0 0 1007 -3 4 12
23 -23 983 -18 -8 16
0 0 983 -18 -8 -6
0 -23 959 2 9 -6
47 -47 959 0 2 -22
0 0 1007 1 0 -17
0 -23 1007 19 8 -13
47 -23 1007 19 8 -19
47 0 1031 19 -4 -19
0 23 1007 11 3 -3
0 -23 983 14 7 -15
0 -23 959 10 -3 -37
-23 -23 935 10 -3 -37
0 0 983 -9 4 -32
23 -23 911 -1 -5 -2
47 0 983 -3 -26 -10
0 -23 959 -5 -2 -20
-23 0 959 -5 -2 -20
0 0 959 0 -9 -32
-23 -23 983 1 -6 -23
47 0 1007 5 -9 -5
0 0 983 -1 -9 10
23 0 983 -1 -9 10
0 0 983 5 4 -4
23 23 1031 0 0 5
23 -23 1007 -19 -3 12
0 0 983 -19 13 9
23 -23 959 -19 13 9
0 -47 1031 3 16 -3
23 0 959 12 3 -20
0 0 1031 -8 8 -18
0 0 935 0 10 -10
0 -23 959 0 10 -10
-23 0 1007 13 22 -9
23 -47 983 6 6 -10
0 -23 935 4 7 -3
23 0 983 -1 16 -13
23 0 983 -1 16 -13
23 0 959 0 4 -12
23 -23 959 1 -3 -2
47 0 983 2 -6 3
47 0 935 10 14 -10
23 0 1031 10 14 -10
0 0 959 2 16 -17
0 0 983 13 -1 -23
0 0 1007 -4 -5 35
0 23 1007 -1 -15 5
47 0 983 -1 -15 5
0 0 983 11 -8 -3
0 0 1007 5 10 0
0 -23 959 -14 13 -12
0 0 959 -19 -4 -22
0 -23 959 -19 -4 -22
0 0 983 2 -5 -13
0 -23 935 2 -10 1
23 0 983 0 18 -4
0 -23 983 1 19 -23
0 0 1007 1 19 -23
23 0 983 12 3 -28
0 0 1007 11 1 -21
23 0 1007 1 -8 -23
-23 0 1031 -4 -3 -19
-23 0 959 -4 -3 -19
0 0 1007 -12 -10 -33
0 0 959 0 -3 -10
0 0 959 12 -10 -14
0 0 1007 13 4 -28
0 0 959 13 4 -28
0 23 983 -8 9 -2
23 0 1031 8 -12 0
47 23 1007 11 -8 -13
0 0 1007 -3 2 -18
47 0 983 -3 2 -18
71 -47 983 -6 0 -21
0 0 1007 -2 9 -14
23 0 1007 -24 14 5
23 0 983 -16 -16 13
23 -23 983 -16 -16 13
-23 0 959 9 -8 -3
0 0 959 4 -10 6
0 0 1031 1 -7 -3
47 0 1031 11 -5 -2
0 -47 1007 11 -5 -2
0 0 1031 -1 -12 -29
0 0 983 -14 -20 -8
0 0 959 3 -21 -11
23 -47 983 6 -5 -12
-23 -23 1031 6 -5 -12
0 0 983 8 11 -2
0 0 1031 1 -2 3
-23 -47 983 -9 -2 4
0 -47 959 3 -2 -9
0 -23 1007 3 -7 -9
0 0 959 6 -1 -9
0 23 959 0 1 -21
0 23 959 0 8 4
0 0 1055 0 8 32
0 0 959 2 12 32
0 -23 1007 -10 -1 -10
47 -23 959 -1 -13 -10
0 -47 1007 -13 -1 -2
23 0 1031 -13 -1 -2
-23 -23 983 9 -3 5
0 0 983 17 0 -1
23 -23 935 7 -8 -4
0 -23 983 -10 0 -29
23 0 983 -10 0 -29
0 -23 959 -3 3 -20
0 -23 983 -15 -5 -14
0 0 959 -12 5 -4
0 23 983 -2 6 1
-23 0 983 -2 6 1
-23 0 1007 18 7 -16
0 -71 911 16 -6 -6
0 0 983 -10 2 1
0 -23 983 -10 0 1
23 0 1007 -10 0 1
0 -23 983 7 15 -21
0 -47 983 4 -1 -34
23 -47 983 -3 1 -38
0 -23 983 -10 -7 -9
0 0 983 -10 -7 -9
0 0 983 -33 1 14
23 -47 983 -16 8 10
0 0 983 12 13 13
0 -23 1007 5 -6 -16
0 0 1007 5 -6 -16
23 0 1007 -5 10 -27
0 -23 1007 1 4 -26
23 0 1031 0 0 -22
0 0 1007 -7 0 -15
0 -23 959 -7 0 -15
-23 -47 983 -17 0 -6
0 -23 1031 -7 6 -28
0 0 983 0 -4 -26
0 -47 935 9 -6 -14
0 23 959 9 -6 -14
0 0 1031 2 1 -27
47 0 1007 -4 13 -19
47 0 959 4 -8 -8
0 -23 959 -4 2 -16
0 -23 1007 -4 2 -16
0 0 983 13 -7 -11
0 -47 983 10 -1 -3
0 0 1007 7 7 -4
0 0 959 0 -9 -12
47 0 983 0 -9 -12
0 0 1007 13 -13 6
-23 0 959 -10 2 11
0 -23 983 -13 -1 0
23 0 983 -6 -12 -16
0 -23 959 -6 -12 -16
23 0 959 3 6 -19
0 0 959 0 8 -33
0 0 1007 -17 9 -24
0 -23 983 15 5 0
0 0 1007 15 5 0
-23 -23 983 8 -13 3
0 -47 935 -11 -12 3
0 -23 983 0 -3 6
71 -23 983 0 -5 -9
0 0 1007 0 -5 -9
0 0 983 -2 -3 -6
0 0 935 -11 -6 -21
23 -23 1031 -26 0 -22
-23 0 1007 -14 0 16
-23 -23 1007 -14 0 16
0 0 1007 5 4 -2
47 -71 983 2 3 0
47 0 1031 13 0 -12
-23 -47 1007 0 2 -7
0 0 1007 0 2 -7
23 -23 983 6 -4 -8
0 0 983 -4 14 16
23 0 983 7 7 -1
0 -23 1007 9 2 -13
0 0 1007 9 2 -13
23 -23 1007 8 16 -18
23 -47 1031 8 -7 0
0 0 935 2 -20 3
23 -23 1007 -1 -7 -10
0 -23 1007 -1 -7 -10
0 -23 983 2 4 -22
23 -23 1031 3 7 -26
0 -23 983 19 0 0
0 -23 1007 12 0 -25
23 0 1007 12 -21 -25
0 0 1007 6 -4 -7
0 0 1031 -4 7 1
0 -47 1007 5 5 -22
0 0 959 5 5 -14
0 0 983 10 -1 -14
0 -23 1007 4 7 -4
0 0 959 -13 9 -13
0 -23 1031 9 9 -36
23 0 935 9 9 -36
0 0 959 9 -1 -29
0 0 983 -5 0 -13
23 -23 1007 5 0 0
0 0 983 4 -14 -13
23 0 1007 4 -14 -13
47 -23 959 6 -13 9
23 -23 959 -6 -5 -3
23 0 959 6 -4 -7
0 -23 959 13 4 -20
23 -23 1007 13 4 -20
0 0 959 3 -13 -11
0 -23 959 -6 -11 -1
0 -23 983 13 -8 4
23 0 1031 12 -7 0
23 0 1007 12 -7 0
23 0 983 10 8 -21
0 -23 1007 0 -2 -1
0 0 959 -7 -9 0
0 0 983 5 4 -14
0 -23 983 5 4 -14
23 -47 959 14 20 -34
0 0 1007 0 16 -18
0 0 1031 -11 -1 -7
-23 -23 959 -1 -4 -17
23 -23 983 -1 -4 -17
0 0 1007 -3 -3 -26
23 0 983 -9 0 -4
0 0 1055 -23 4 -18
23 23 1007 -15 0 -25
23 0 959 -15 0 -25
0 0 983 -3 -7 -18
0 0 983 2 -6 -20
23 -23 983 2 -7 -6
-23 -23 1007 3 -10 -2
0 -23 983 3 -10 -2
0 0 959 9 -8 6
47 23 983 -5 -7 -7
0 -23 1007 2 -2 -17
-23 23 1031 8 -1 -12
0 -47 1007 8 -1 -12
-23 0 1007 5 2 -5
0 -23 959 0 8 1
23 -47 1007 10 4 -24
0 0 935 15 12 -31
23 0 1007 15 12 -31
23 0 1007 10 18 -10
23 0 983 9 6 -11
0 0 983 14 5 2
23 0 983 11 10 -5
0 -23 983 11 10 -5
0 -23 983 8 -5 -2
23 0 983 6 2 16
23 0 935 9 11 18
0 0 983 2 18 -3
0 -23 1007 2 18 -3
0 -23 983 -6 0 -7
0 -23 1031 0 -8 -23
23 0 959 -2 7 -2
47 23 983 0 8 -5
-23 -23 1007 0 8 -5
0 -23 1007 0 -4 0
23 23 1031 -7 7 -17
0 23 959 2 -13 -45
23 0 983 -3 0 -21
23 0 983 -3 0 -21
0 -23 983 -6 9 -12
23 0 959 -35 -4 -4
47 0 983 -25 -5 -10
47 0 959 -13 -1 -16
0 23 1007 -13 -1 -16
0 0 983 -16 -5 -6
23 23 983 5 -9 -11
-23 0 983 7 2 -16
23 0 1031 0 2 -38
0 23 983 0 2 -38
23 0 1031 11 6 -23
0 -23 983 7 11 -4
71 -23 1007 2 -6 7
0 -23 1031 5 -6 -11
23 0 959 5 11 -11
47 0 1007 19 -7 -33
47 -23 1007 13 -8 0
0 0 1007 5 10 8
0 0 959 5 10 9
0 0 959 8 8 9
-23 0 1031 10 0 3
23 0 1031 1 -8 -12
0 -23 959 1 18 3
0 0 983 1 18 -5
-23 0 959 10 -1 -5
23 0 959 4 -1 -2
0 0 983 3 -4 9
47 -23 983 -7 -12 0
0 0 1031 -7 -12 0
0 -23 1007 6 3 -39
0 -23 983 8 -4 -3
23 -23 1007 -4 -5 -18
-23 0 959 0 3 -19
0 0 1007 0 3 -19
23 0 959 9 -3 -16
0 0 959 20 0 -30
-23 0 1031 -6 2 -8
0 -23 1031 0 -12 10
0 -23 983 0 -12 10
0 0 959 -9 -6 -13
-23 -71 959 16 3 0
0 0 983 3 2 10
0 -23 1031 5 1 0
0 0 959 5 1 0
0 0 935 -7 0 -17
0 0 983 0 -4 0
23 -23 983 1 -8 -21
0 -23 959 -8 -4 -20
23 0 1031 -8 -4 -20
0 0 1007 -2 -6 4
0 0 1007 6 -9 -10
0 0 1031 1 0 -13
23 0 959 3 -7 -2
23 0 983 3 -7 -2
23 -23 959 0 5 -13
23 -23 959 9 20 -32
0 0 1007 17 6 -8
71 0 959 7 -1 0
23 0 1007 7 -1 0
0 0 959 8 12 -7
0 0 1007 -13 14 3
0 23 983 -19 1 14
0 0 1007 10 3 -20
0 0 1007 10 3 -20
47 0 1007 10 14 -29
0 -47 959 -9 2 1
0 0 1007 -24 0 2
0 0 1007 -14 -7 -15
0 0 959 -14 -7 -15
-23 0 1007 2 0 2
-23 0 1007 4 -7 -3
0 -23 1007 -3 -2 -23
0 0 959 -2 10 -29
23 0 1007 -2 10 -29
0 -23 1007 -3 16 -6
0 0 1007 -7 4 3
23 0 959 9 11 -12
0 0 959 5 -2 -25
71 0 983 5 -2 -25
0 -23 1007 8 -1 -11
23 0 959 -3 -4 4
0 0 1031 1 -5 -6
0 -47 1007 -12 0 -36
0 -23 983 -12 0 -36
23 0 959 1 19 -40
0 0 959 -10 21 -24
0 0 983 -1 0 -15
47 -23 1007 -2 1 -12
23 -23 983 -2 1 -12
0 0 959 -10 1 -2
47 0 983 0 10 -21
-23 0 1031 -5 5 -9
0 -23 1055 -3 1 -22
23 -47 1007 -3 1 -22
0 0 1007 3 13 -14
23 23 1007 2 10 3
23 -47 983 -12 -17 -10
0 -23 983 -2 -15 -2
0 0 1007 -2 -15 -2
0 0 959 0 20 -9
0 0 1007 17 9 -13
23 0 983 13 7 -17
-23 0 983 -13 0 -7
0 -23 983 -13 0 -7
23 0 983 -2 0 1
47 -23 1031 13 12 -7
0 -23 1031 -3 10 9
47 0 1007 0 10 -6
23 0 959 0 1 -6
47 -23 959 16 -3 -20
0 23 983 -3 -3 -36
0 -47 959 -1 4 -39
0 0 1007 -1 4 -22
0 -47 1007 -4 -22 -22
23 -23 1007 13 -10 -15
0 -23 1007 16 5 -20
-23 -47 983 0 9 -32
0 -47 1031 0 9 -32
23 0 1007 -8 0 -21
0 -23 1007 3 3 -2
0 0 983 9 3 -4
0 -23 1031 11 5 -19
0 0 983 11 5 -19
0 0 1007 26 18 -4
23 0 983 2 15 -5
23 -23 959 -4 15 -25
0 0 1007 14 -6 -23
0 -23 959 14 -6 -23
23 0 983 0 -25 -14
0 -23 959 5 -21 -33
0 0 983 4 2 -29
23 0 959 -6 9 -25
47 0 959 -6 9 -25
0 0 983 8 2 -15
0 0 1007 16 -16 -5
23 0 959 13 -13 -26
0 0 959 9 -1 -19
23 23 959 9 -1 -19
0 0 959 2 9 -35
0 23 959 7 17 -17
0 0 1007 1 7 -24
0 0 983 -8 9 -27
0 -23 983 -8 9 -27
0 23 983 -1 -17 -16
0 -23 1007 -9 1 -17
71 23 983 -13 3 8
0 0 983 0 -5 -7
0 -47 1007 0 -5 -7
0 -23 935 5 0 -3
0 -23 983 12 3 -6
0 0 959 -4 -1 -21
23 0 959 -11 8 -19
0 -23 959 -11 8 -19
23 -23 959 3 13 -13
23 -23 1031 -5 5 -1
0 0 1007 1 5 -24
0 -47 983 -11 -4 -20
47 0 1007 -11 -4 -20
0 0 959 -18 -6 -5
23 0 1007 -10 8 -4
0 -23 935 -21 13 -13
0 0 959 -22 -3 -8
47 0 959 -22 -3 -8
0 0 983 -11 -5 -17
0 23 1007 2 -2 -21
0 -23 983 -13 -8 7
0 23 1007 -12 -7 5
0 -23 983 -12 -7 5
0 0 983 11 13 -7
0 -23 959 20 17 -23
0 -23 983 3 2 -3
23 -23 983 2 -2 -13
23 0 1031 2 -2 -13
0 0 983 8 3 -13
-23 0 959 23 14 -6
0 0 959 19 0 -4
0 0 1007 -7 0 -8
-23 0 1007 -7 0 -8
0 0 983 -14 0 -1
-23 -47 959 12 0 -24
0 0 935 13 -2 -14
0 0 959 2 -2 -10
-23 0 959 2 -2 -10
23 0 959 10 0 -29
23 0 983 2 -2 -1
23 0 959 -1 -21 3
0 0 1055 -2 -13 -21
0 23 1007 -2 -13 -21
0 23 983 1 16 -19
47 0 983 4 15 -12
0 0 983 8 14 -12
0 -23 911 1 -9 -27
23 0 959 1 -9 -27
23 0 1031 6 -6 -16
23 0 983 0 -12 -11
23 -47 959 1 6 -4
23 -23 983 25 0 -8
0 0 983 25 0 -8
23 0 1007 3 1 -9
-23 -23 959 0 6 -20
0 0 1007 3 -12 -25
0 0 1031 3 -12 -30
0 -23 959 5 5 -30
23 -47 1007 -5 6 -32
0 0 983 1 6 -33
23 -23 1007 3 8 -13
23 -23 983 3 8 -11
23 0 983 -1 -8 -11
-23 23 935 13 0 -13
0 0 983 4 -13 -25
0 0 983 -18 -1 -22
23 0 935 -18 -1 -22
0 -23 983 -6 9 2
23 0 959 8 -6 0
71 -23 1007 11 -12 -14
23 -23 983 -10 -2 -12
23 0 983 -10 -2 -12
23 0 959 6 4 4
0 -23 983 7 6 0
23 0 1031 -10 24 -9
0 23 959 7 25 -12
0 0 983 7 25 -12
47 0 1007 1 14 -18
47 -23 983 -9 9 -10
0 -23 1007 -10 -2 1
47 0 983 3 -12 -1
0 -23 983 3 -12 -1
0 -23 959 -11 -5 -4
0 23 983 2 -7 -17
23 0 935 0 5 -20
23 -23 1007 -3 13 11
0 0 959 -3 13 11
0 0 983 3 5 -18
0 -23 983 2 3 -22
47 0 1031 -7 11 -24
23 -23 983 5 9 -19
-23 -23 1007 5 9 -19
-23 -23 1007 11 7 -7
47 -23 1007 14 -1 -18
0 0 1031 -1 19 -9
0 -23 1007 7 3 -24
